姓名,来源链接,状态,失败分类,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
杨栋,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=567,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011024506664_s.png,01_试点医院/广东省第二中医院/照片/杨栋-白云院区康复治疗区-未标注-广东省第二中医院.png,png,12190,c957f7944fd04cfa5ac0ff88d0684333ed1e3e11c38b93d6a7bcdd2b8309c27a,66,100,FULL_FETCH,
林雪珊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=726,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011030150979_s.png,01_试点医院/广东省第二中医院/照片/林雪珊-白云院区康复治疗区-未标注-广东省第二中医院.png,png,11621,0722dacb090d589fb75c5f65e63bd9b01e6b92051bbd5602cb3d21227d476324,100,100,FULL_FETCH,
梁韵妮,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=575,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025149652_s.png,01_试点医院/广东省第二中医院/照片/梁韵妮-白云院区康复治疗区-未标注-广东省第二中医院.png,png,14134,8789605f31b23675cae06a58b61b2e36b156a66b0ea28c1369101aea8f7199d3,72,100,FULL_FETCH,
王子鸣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=731,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011031906159_s.png,01_试点医院/广东省第二中医院/照片/王子鸣-白云院区康复治疗区-未标注-广东省第二中医院.png,png,11577,a470c2a7a90d252aa7b9ac1f888a12263a97680d4b0df868a9bf8b93c6354b9a,82,100,FULL_FETCH,
邱俊芸,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=732,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011032157416_s.jpg,01_试点医院/广东省第二中医院/照片/邱俊芸-白云院区康复治疗区-未标注-广东省第二中医院.png,png,12796,a4443c58d5fb2649624a802f1440e7dd5c8cc13d71a190d17b646f374367c845,71,100,FULL_FETCH,
郑恭鹏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=730,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011031803522_s.png,01_试点医院/广东省第二中医院/照片/郑恭鹏-白云院区康复治疗区-未标注-广东省第二中医院.png,png,15997,8d83e31d2fd907a9a26169021a9207286bd05c459f46b04c1ee4e811ddd2e426,100,100,FULL_FETCH,
陈云生,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=729,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011031421417_s.png,01_试点医院/广东省第二中医院/照片/陈云生-白云院区康复治疗区-未标注-广东省第二中医院.png,png,9115,9d1de7adcdb47aedb43253cd8b431245c116af1eef31a7826359233f7cad6988,66,100,FULL_FETCH,
陈博,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=728,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011031232320_s.png,01_试点医院/广东省第二中医院/照片/陈博-白云院区康复治疗区-未标注-广东省第二中医院.png,png,22895,31e420a9d5f23f7c4c85e41f48df3015eb02dd1f609ad6c57957accc94272ac7,75,100,FULL_FETCH,
陈志勇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=570,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025040902_s.png,01_试点医院/广东省第二中医院/照片/陈志勇-白云院区康复治疗区-未标注-广东省第二中医院.png,png,10566,895321b7de945bc220f02db60d0d2308dbd50a5a45c325409d48685f28a0243a,75,100,FULL_FETCH,
高辰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1122&typeid=1120&cid=1122&ksid=1120&id=725,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221011025619971_s.png,01_试点医院/广东省第二中医院/照片/高辰-白云院区康复治疗区-未标注-广东省第二中医院.png,png,8220,14e67ab3f5c65090883c732088c1e7c9805871ca3a1f4b30646825e89e92da15,56,100,FULL_FETCH,
廖坤莹,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1090&typeid=1088&cid=1090&ksid=1088&id=765,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-11/20221104085523297_s.png,01_试点医院/广东省第二中医院/照片/廖坤莹-白云院区心血管科-医师-广东省第二中医院.png,png,14894,74dcd77e314e2781bdbbd4971dd05aa80cbd227886e15369283b560e5ec2f0fb,73,100,FULL_FETCH,
李国彬,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1090&typeid=1088&cid=1090&ksid=1088&id=721,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-11/20221104084332117_s.jpg,01_试点医院/广东省第二中医院/照片/李国彬-白云院区心血管科-主治中医师-广东省第二中医院.png,png,12958,076936ba1b6f98bfd7c49ae290a08a50da61a9950a3add6f0f196e9af5e47aa6,71,100,FULL_FETCH,
李德军,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1090&typeid=1088&cid=1090&ksid=1088&id=719,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-11/20221104084709303_s.jpg,01_试点医院/广东省第二中医院/照片/李德军-白云院区心血管科-副主任中医师-广东省第二中医院.png,png,14600,556af1a13f024a603b6a9a8dc30376c8b101eb2c09d056982700f39f782d1ba3,97,100,FULL_FETCH,
李桂明,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1090&typeid=1088&cid=1090&ksid=1088&id=718,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010050340827_s.png,01_试点医院/广东省第二中医院/照片/李桂明-白云院区心血管科-主任中医师-广东省第二中医院.png,png,31717,1272f0e158424f52487623e4df63c5b4bb5d6308a5f600ea9dbdb164397f7727,114,100,FULL_FETCH,
肖根发,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1090&typeid=1088&cid=1090&ksid=1088&id=720,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-11/20221104084853236_s.jpg,01_试点医院/广东省第二中医院/照片/肖根发-白云院区心血管科-主治中医师-广东省第二中医院.png,png,12542,1d67651ff344bc5ba35177f80a638b51cc255ce7474ccf1ad91f07687fd397ef,69,100,FULL_FETCH,
徐云英,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1078&typeid=1076&cid=1078&ksid=1076&id=371,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228053105709_s.jpg,01_试点医院/广东省第二中医院/照片/徐云英-白云院区皮肤科-主治医师-广东省第二中医院.png,png,59052,7e3d8297cf295818783b791e16f242a22ea2fd481e700e5ccc1b5c95668b434d,213,160,FULL_FETCH,
史清华,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=707,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010034618358_s.jpg,01_试点医院/广东省第二中医院/照片/史清华-白云院区肿瘤科-主任中医师-广东省第二中医院.png,png,12883,83041757ec7da40d2421df1aa2a61ceda1a79567a3aa50a4794c361de6676daf,67,100,FULL_FETCH,
吕丽琼,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=710,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010040837349_s.jpg,01_试点医院/广东省第二中医院/照片/吕丽琼-白云院区肿瘤科-主管护师-广东省第二中医院.png,png,13305,eab62157aff9129606b1d6a1002f50201c5c3e34468b36ffc5fdd72b0135e7fe,65,100,FULL_FETCH,
周伶,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=709,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010035353598_s.jpg,01_试点医院/广东省第二中医院/照片/周伶-白云院区肿瘤科-住院医师-广东省第二中医院.png,png,13608,6f2da6cd7db6cfa7b7779755ed114beea010da100331ac3c4cba414ab6a15945,72,100,FULL_FETCH,
武如通,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=708,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010035120934_s.jpg,01_试点医院/广东省第二中医院/照片/武如通-白云院区肿瘤科-副主任中医师-广东省第二中医院.png,png,12536,246f5b6ac4ce2355b8adaa0ec98877600c0be459974771e60cc413c38ded9eae,72,100,FULL_FETCH,
陈高峰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=706,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010034043468_s.jpg,01_试点医院/广东省第二中医院/照片/陈高峰-白云院区肿瘤科-主治中医师-广东省第二中医院.png,png,21186,87e81d83565fd6c7368ca4c530b6b4b191d2e478d862435ab0fe80312c4c13fa,90,100,FULL_FETCH,
黎智燊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1098&typeid=1096&cid=1098&ksid=1096&id=695,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-4/20220413041156119_s.jpg,01_试点医院/广东省第二中医院/照片/黎智燊-白云院区肿瘤科-主治中医师-广东省第二中医院.png,png,115181,f1da5ebcbef24b6b88514885ff4554033651c1582c020e199bda87952533c647,260,365,FULL_FETCH,
周嘉澄,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1094&typeid=1092&cid=1094&ksid=1092&id=714,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010042956652_s.png,01_试点医院/广东省第二中医院/照片/周嘉澄-白云院区脑病科-主任中医师-广东省第二中医院.png,png,15529,ff858e8a0addb7ae739c1e3b67bd52bcc42d4ff93c75330375e0444582707044,82,100,FULL_FETCH,
彭玉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1094&typeid=1092&cid=1094&ksid=1092&id=715,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010043231714_s.png,01_试点医院/广东省第二中医院/照片/彭玉-白云院区脑病科-主治中医师-广东省第二中医院.png,png,16493,674f17e489ee050475b997d7f4bb432d5ca810aea7aa012720d8b652ddee3f9e,100,100,FULL_FETCH,
蔡艺贞,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1094&typeid=1092&cid=1094&ksid=1092&id=717,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010043636686_s.jpg,01_试点医院/广东省第二中医院/照片/蔡艺贞-白云院区脑病科-主治中医师-广东省第二中医院.png,png,16235,b979342e7059091ebe8716ac3742c221b7aed32b284d8d8359e61af3f68487ec,95,100,FULL_FETCH,
郭红,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1094&typeid=1092&cid=1094&ksid=1092&id=716,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010043455484_s.png,01_试点医院/广东省第二中医院/照片/郭红-白云院区脑病科-主治中医师-广东省第二中医院.png,png,16538,f4aea218b7a06d0bd4f40a5c04bf8934d6dc312e2dc58275a9ba85f2af35be72,100,100,FULL_FETCH,
叶恒,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1102&typeid=1100&cid=1102&ksid=1100&id=698,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010110748530_s.png,01_试点医院/广东省第二中医院/照片/叶恒-白云院区针康复一区-主治中医师-广东省第二中医院.png,png,16364,b25b34ec2d2017ea3982a0f697f6ee42adfd2e36482e1a1046d8b220d83ebcec,87,100,FULL_FETCH,
徐凯,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1102&typeid=1100&cid=1102&ksid=1100&id=350,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228053825737_s.jpg,01_试点医院/广东省第二中医院/照片/徐凯-白云院区针康复一区-副主任医师-广东省第二中医院.png,png,30471,e39311bb5def473e0259e0bb4f3079246cd982676433e6397c85c84660d45766,113,160,FULL_FETCH,
杜家津,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1102&typeid=1100&cid=1102&ksid=1100&id=700,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010112459870_s.jpg,01_试点医院/广东省第二中医院/照片/杜家津-白云院区针康复一区-住院医师-广东省第二中医院.png,png,13378,66f3989a73d7154347c774cd1bb85b1f652899ac25edf1102130f81d19286360,71,100,FULL_FETCH,
秦小红,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1102&typeid=1100&cid=1102&ksid=1100&id=699,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010112329152_s.jpg,01_试点医院/广东省第二中医院/照片/秦小红-白云院区针康复一区-主治中医师-广东省第二中医院.png,png,16231,4a1126c403de155f38a3f77c0054345c12d28fd3ea5b80454236c0838260ae8b,75,100,FULL_FETCH,
高海燕,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1102&typeid=1100&cid=1102&ksid=1100&id=351,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228053755602_s.jpg,01_试点医院/广东省第二中医院/照片/高海燕-白云院区针康复一区-主治中医师-广东省第二中医院.png,png,30132,3c3d794ddc78b738ae1207c07372003e3e611c435696f0dfbd9f71483235b311,113,160,FULL_FETCH,
周杰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1106&typeid=1104&cid=1106&ksid=1104&id=352,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010030233916_s.png,01_试点医院/广东省第二中医院/照片/周杰-白云院区针康复三区-主任中医师-广东省第二中医院.png,png,14531,4a00e96a2cc79acc5b29643d7079fc280acd6ffc3ca7dcaabaf0144ef77f2476,66,100,FULL_FETCH,
张振宁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1106&typeid=1104&cid=1106&ksid=1104&id=656,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010113940730_s.png,01_试点医院/广东省第二中医院/照片/张振宁-白云院区针康复三区-主治中医师-广东省第二中医院.png,png,15495,9dfe81a1070630f2258389432a6889fdeb7357736086391c326a5543f0a1fc5d,66,100,FULL_FETCH,
袁智先,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1106&typeid=1104&cid=1106&ksid=1104&id=701,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010025700158_s.png,01_试点医院/广东省第二中医院/照片/袁智先-白云院区针康复三区-主任中医师-广东省第二中医院.png,png,16129,798d42d7c04a32e0e8ad357fd1455213c5d3a81720d5e18cd6a470aad4132dc5,67,100,FULL_FETCH,
邓间开,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1106&typeid=1104&cid=1106&ksid=1104&id=703,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010030538116_s.png,01_试点医院/广东省第二中医院/照片/邓间开-白云院区针康复三区-主治中医师-广东省第二中医院.png,png,15882,1b81f82ce61eae95923ef3cc903b28191ce79beac9c50bba14fd25143751dcac,66,100,FULL_FETCH,
邸富荣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1106&typeid=1104&cid=1106&ksid=1104&id=702,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221010030349612_s.png,01_试点医院/广东省第二中医院/照片/邸富荣-白云院区针康复三区-未标注-广东省第二中医院.png,png,16891,985c8cc9d582c8724cafe2b795455e11c4baab82fe77f7428452a56f6936ca4f,66,100,FULL_FETCH,
凌翠敏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=723,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014093408142_s.png,01_试点医院/广东省第二中医院/照片/凌翠敏-白云院区针康复五区-主治中医师-广东省第二中医院.png,png,11701,700e3dbeaf92c7fa69a22579f300bde80730583508ad149bdb30106ec95b8d03,77,100,FULL_FETCH,
刘文丽,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=724,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014093955668_s.png,01_试点医院/广东省第二中医院/照片/刘文丽-白云院区针康复五区-护师-广东省第二中医院.png,png,11981,3999e000be3ff1a31ea65ae1d2b658cd16a6040614b235841164c6ed2e83cc3f,100,100,FULL_FETCH,
张晓燕,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=722,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014093732334_s.png,01_试点医院/广东省第二中医院/照片/张晓燕-白云院区针康复五区-副主任中医师-广东省第二中医院.png,png,11362,64909359de194ba08c2694bd47ca7c65e8f2202d590051e54ca4ec515fb01d5e,73,100,FULL_FETCH,
李婷,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=759,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221021101216784_s.jpg,01_试点医院/广东省第二中医院/照片/李婷-白云院区针康复五区-医师-广东省第二中医院.png,png,18201,5482050cd7b3a7d2db37c0f178ebd4377d1550b39f5605ad08b7ce852c94549b,75,100,FULL_FETCH,
林妙君,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=704,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014093332104_s.png,01_试点医院/广东省第二中医院/照片/林妙君-白云院区针康复五区-主任中医师-广东省第二中医院.png,png,10387,df678a7c8dd8a87d5557f28b572235506ef90e769eeb71ea26a371e75f797a76,77,100,FULL_FETCH,
马洪举,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1110&typeid=1108&cid=1110&ksid=1108&id=705,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014093354685_s.png,01_试点医院/广东省第二中医院/照片/马洪举-白云院区针康复五区-副主任中医师-广东省第二中医院.png,png,12229,3ba3079a549d6cfcae3177607c50d850f08c3c4d1168bb4af9af7388441b4050,77,100,FULL_FETCH,
何桥景,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1114&typeid=1112&cid=1114&ksid=1112&id=588,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013051507298_s.png,01_试点医院/广东省第二中医院/照片/何桥景-白云院区针康复六区-副主任中医师-广东省第二中医院.png,png,17781,61d6ed2068d709bd2c66af4bb37e496806e1e3d6e284afa34d18a43a4cf79ede,74,100,FULL_FETCH,
贺青涛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1114&typeid=1112&cid=1114&ksid=1112&id=586,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221013051133831_s.png,01_试点医院/广东省第二中医院/照片/贺青涛-白云院区针康复六区-主任医师-广东省第二中医院.png,png,12460,433b8f11d5f2ae22f176e08ab6e119820db1dd8b5846e94f18f28582daf1173f,71,100,FULL_FETCH,
刘悦,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1114&typeid=1112&cid=1114&ksid=1112&id=587,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140411030132875.jpg,01_试点医院/广东省第二中医院/照片/刘悦-白云院区针康复六区-主任中医师-广东省第二中医院.jpg,jpg,3641,e77ece28a60ce4ef53f7b87557039e6e2f096d2d515dfd49709282dae896acd1,124,155,FULL_FETCH,
张嘉良,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=752,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014100806325_s.jpg,01_试点医院/广东省第二中医院/照片/张嘉良-白云院区骨科-副主任医师-广东省第二中医院.png,png,12729,dad8c2aa03fb43dc1d0fef83c3adc9d9432c8ae5cf3fb0850549c6b1208a9aa6,72,100,FULL_FETCH,
李慧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=970&typeid=892&cid=970&ksid=892&id=751,实采,,https://www.gdzy5413.com/UploadFiles/image/2022-10/20221014100311500_s.jpg,01_试点医院/广东省第二中医院/照片/李慧-白云院区骨科-主任中医师-广东省第二中医院.png,png,11869,d56977e001534de5f6d7584a63d72d807b029e05fa0fa31718574e18113491b7,66,100,FULL_FETCH,
骆伟雄,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=84&typeid=82&cid=84&ksid=82&id=151,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140224083854870_s.jpg,01_试点医院/广东省第二中医院/照片/骆伟雄-皮肤科-副主任医师-广东省第二中医院.png,png,19096,e0fb82efad658cfccc26a379a8af4cf6498429b230eef9617a3c2eb1816b721a,75,100,FULL_FETCH,
龚五洲,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=84&typeid=82&cid=84&ksid=82&id=153,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140224115156230_s.jpg,01_试点医院/广东省第二中医院/照片/龚五洲-皮肤科-副主任中医师-广东省第二中医院.png,png,12213,a3341eb41f7d1959a487a35ffe9f83c83d0f4e335d9916fcce610b4284b2dd45,70,100,FULL_FETCH,
唐敏,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=314,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014024358559_s.png,01_试点医院/广东省第二中医院/照片/唐敏-眼科-主任医师-广东省第二中医院.png,png,13999,da5efb96b313ae7895ecee13ea740ade6b57465de6d48839fd366440f7ff2a4b,100,100,TRIAL_REUSE,
彭明欢,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=653,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014030057862_s.png,01_试点医院/广东省第二中医院/照片/彭明欢-眼科-主治中医师-广东省第二中医院.png,png,13526,20b6ba70a80ca2cb40ed2fbafc2da3e8660c22b1f3f9262c7c7fc4e94bb4590b,100,100,FULL_FETCH,
李嘉愔,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=778,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014030226378_s.png,01_试点医院/广东省第二中医院/照片/李嘉愔-眼科-医师-广东省第二中医院.png,png,13498,eff7f885d683c8eb65113a65fb9de7f3b1b7236220f2ccf333bc55ec21304637,100,100,FULL_FETCH,
林彦君,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=780,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014030440500_s.png,01_试点医院/广东省第二中医院/照片/林彦君-眼科-医师-广东省第二中医院.png,png,11811,22d1de8bdb5a6653785dce7ae80f2d96a93880e0250dc1ce5ee15ebe748999a7,100,100,FULL_FETCH,
梁凤鸣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=781,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014030547401_s.png,01_试点医院/广东省第二中医院/照片/梁凤鸣-眼科-主任医师-广东省第二中医院.png,png,18902,39415165a80a94ca14fc29b19f60362d7a0deca2bb86f1a36b278ae6bfad37ec,100,100,FULL_FETCH,
王燕,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=777,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014024050515_s.png,01_试点医院/广东省第二中医院/照片/王燕-眼科-主任中医师-广东省第二中医院.png,png,13968,6c91a9fb9b89b97d749cbdcc5097f60b243e5c3d5e398f2c72c6515d86b2d0b2,100,100,FULL_FETCH,
王霜玲,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=315,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/635040380660780000.jpg,01_试点医院/广东省第二中医院/照片/王霜玲-眼科-主任医师-广东省第二中医院.jpg,jpg,8724,031cce9d9280e8da5db269987360b3e693830cbb67630810542e407d33f7f688,150,192,FULL_FETCH,
胡方欣,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1139&typeid=1137&cid=1139&ksid=1137&id=779,实采,,https://www.gdzy5413.com/UploadFiles/image/2025-10/20251014030324305_s.png,01_试点医院/广东省第二中医院/照片/胡方欣-眼科-医师-广东省第二中医院.png,png,13776,443318e4dbd2083c93057e6d971f26cee2532bc8265ad6cb9a6669ac84e11df7,100,100,FULL_FETCH,
胡丹霞,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1143&typeid=1141&cid=1143&ksid=1141&id=617,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140509113257548_s.jpg,01_试点医院/广东省第二中医院/照片/胡丹霞-耳鼻喉门诊-副主任中医师-广东省第二中医院.png,png,26553,208bad2d2ad9fb8b4ee5b31e20462f8e656e553c5dd08216ea7ccda78b43a956,120,160,FULL_FETCH,
黄向阳,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=68&typeid=66&cid=68&ksid=66&id=393,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:10:55Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
张奡,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=43&typeid=41&cid=43&ksid=41&id=256,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054726448_s.jpg,01_试点医院/广东省第二中医院/照片/张奡-肾病科-副主任医师-广东省第二中医院.png,png,27309,6c2480693fa8d1efa72171256c2c8fe6cb144db0a7e537c1ea35f53cb932ce4f,116,160,FULL_FETCH,
张秋林,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=43&typeid=41&cid=43&ksid=41&id=253,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304054706848_s.jpg,01_试点医院/广东省第二中医院/照片/张秋林-肾病科-主任中医师-广东省第二中医院.png,png,27865,d05b6dbb230315907f03c8f8563a4171cf9b6041797e3892b7d4ba246e152f78,116,160,FULL_FETCH,
