姓名,来源链接,状态,失败分类,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
林谋清,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=47&typeid=45&cid=47&ksid=45&id=417,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228033357452_s.jpg,01_试点医院/广东省第二中医院/照片/林谋清-外一科-主治中医师-广东省第二中医院.png,png,27977,d0e3812f91b3c98d4838518677fe433f69d4b45504acf0b85f9e832257a3871c,150,100,TRIAL_REUSE,
翟胜,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=47&typeid=45&cid=47&ksid=45&id=420,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228041316109_s.jpg,01_试点医院/广东省第二中医院/照片/翟胜-外一科-主任中医师-广东省第二中医院.png,png,25544,3ebd6a317b44ab8d9dccb442966131a9cc392a348b2d403f7c37e41bb5e993ec,150,100,FULL_FETCH,
袁道彰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=47&typeid=45&cid=47&ksid=45&id=774,实采,,https://www.gdzy5413.com/UploadFiles/image/2024-12/20241224093822936_s.png,01_试点医院/广东省第二中医院/照片/袁道彰-外一科-主任中医师-广东省第二中医院.png,png,9812,248fc720624d3be3e49de74cdc354f87194148607bcc6f5e4b684f5e49f14828,83,100,FULL_FETCH,
赵冬,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=47&typeid=45&cid=47&ksid=45&id=414,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228032450303_s.jpg,01_试点医院/广东省第二中医院/照片/赵冬-外一科-主任中医师-广东省第二中医院.png,png,27299,fb5fa06465a85bc671adf93f4c125893bae7ea1cc9abb19e4ccb54ed38c46c08,97,100,FULL_FETCH,
黄正宇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=47&typeid=45&cid=47&ksid=45&id=419,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228040943301_s.jpg,01_试点医院/广东省第二中医院/照片/黄正宇-外一科-主治医师-广东省第二中医院.png,png,27230,4ef1518f9dc56866e7fe7b8862f09031faac45966404b3af6b3cdb78b9bd7fc2,150,100,FULL_FETCH,
于锋,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=50&typeid=48&cid=50&ksid=48&id=79,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140430100008988.jpg,01_试点医院/广东省第二中医院/照片/于锋-外二科-主任医师-广东省第二中医院.jpg,jpg,38916,0047ae5e371040cc6bf8c97dc204608988ec2acf8ac669be77f96322be54855b,422,544,FULL_FLICKER_PROBE_REUSE,
王炜,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=50&typeid=48&cid=50&ksid=48&id=257,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140430095657952.jpg,01_试点医院/广东省第二中医院/照片/王炜-外二科-主任医师-广东省第二中医院.jpg,jpg,40986,4b30b54a985306d361648ea4b772315df4174d1ef4165c613bc3c4b37a28cdbe,422,544,FULL_FETCH,
刘婷,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=391,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:26Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
张玉蓉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=106,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633821463933078029.jpg,01_试点医院/广东省第二中医院/照片/张玉蓉-妇科-主任中医师-广东省第二中医院.jpg,jpg,4490,62ae7d49fbb4839b1c8dc63d3d234ce412b4c02a7169a7fc8cbc6a23bfa4d0f0,86,126,FULL_FETCH,
徐丹,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=135,失败,占位图,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""照片响应内容判定为占位图：known-placeholder-sha256:636b19e12d195b9da003dbbed0c68c0004864d6d86e990f8b606aa069b67b5a9；1622 bytes；86×126"",""excluded_resources"":[],""observed_utc"":""2026-08-18T18:09:27Z"",""photo_reference_count"":1,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/upload/633821583484719591.jpg""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
徐莉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=107,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633821465715539273.jpg,01_试点医院/广东省第二中医院/照片/徐莉-妇科-主任中医师-广东省第二中医院.jpg,jpg,4842,7bd721ee5a6749b940f904821a185dfbf301089531593a5b7a46fa32d74365ea,86,126,FULL_FETCH,
王慧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=298,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:28Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
纪珮,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=134,失败,占位图,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""照片响应内容判定为占位图：known-placeholder-sha256:636b19e12d195b9da003dbbed0c68c0004864d6d86e990f8b606aa069b67b5a9；1622 bytes；86×126"",""excluded_resources"":[],""observed_utc"":""2026-08-18T18:09:28Z"",""photo_reference_count"":1,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/upload/633821583047464939.jpg""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
谢波,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=554,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-1/20140128014819759.jpg,01_试点医院/广东省第二中医院/照片/谢波-妇科-主任中医师-广东省第二中医院.jpg,jpg,50162,d993b471fb8d1cb69cabbf4f5e5102b8001e0f8b76268f4156e841c563f39326,342,369,FULL_FETCH,
谢波,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=390,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:29Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
郭涛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=205,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/633869821145456250.jpg,01_试点医院/广东省第二中医院/照片/郭涛-妇科-主任医师-广东省第二中医院.jpg,jpg,5958,d95887b01e9df25d0efcc6273e86e817c31057a6b912248920fe1441901561b3,86,123,FULL_FETCH,
陈小平,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=112,实采,,https://www.gdzy5413.com/UploadFiles/image/upload/634080524836222903.jpg,01_试点医院/广东省第二中医院/照片/陈小平-妇科-主任中医师-广东省第二中医院.jpg,jpg,14986,91797e86d7932d871035a346fd4060b2480ca643c30360bd320bb808ac44942c,148,216,FULL_FETCH,
陈靓芬,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=62&typeid=60&cid=62&ksid=60&id=136,失败,占位图,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""照片响应内容判定为占位图：known-placeholder-sha256:636b19e12d195b9da003dbbed0c68c0004864d6d86e990f8b606aa069b67b5a9；1622 bytes；86×126"",""excluded_resources"":[],""observed_utc"":""2026-08-18T18:09:31Z"",""photo_reference_count"":1,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/upload/633821583923068161.jpg""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
代树程,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=504,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:31Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
李琎,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=509,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:32Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
李雪芳,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=503,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:32Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
林立军,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=508,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:32Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
林雪珊,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=506,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:33Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
沈鸿,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=505,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:33Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
王蓉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=510,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:33Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
董明,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=497,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:34Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
邓秀珍,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=507,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:34Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
邱俊杰,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=502,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:34Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
陈海城,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=499,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:35Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
马连东,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=500,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:35Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
魏国辉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=501,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:35Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
黄承武,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=957&typeid=955&cid=957&ksid=955&id=498,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:36Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
李德军,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=318,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228053149950_s.jpg,01_试点医院/广东省第二中医院/照片/李德军-心血管科-副主任中医师-广东省第二中医院.png,png,44432,6381ffa245d16f999df6e8e2a19893061da120b41051bbf85f96d5757f1a9134,120,160,FULL_FETCH,
李桂明,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=317,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140228053227808_s.jpg,01_试点医院/广东省第二中医院/照片/李桂明-心血管科-主任中医师-广东省第二中医院.png,png,31663,d7c5a4bd325fbc3531c87230a864d7cee66870362a684ee93becb5a920c48cac,120,160,FULL_FETCH,
梁宏宇,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1518&typeid=1516&cid=1518&ksid=1516&id=66,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050715287_s.jpg,01_试点医院/广东省第二中医院/照片/梁宏宇-心血管科-副主任中医师-广东省第二中医院.png,png,28124,16d4b07ee3c210cbab2c38244ba8be7dfd03e1c28c35393f45416443806fb1be,116,160,FULL_FETCH,
王清海,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=47,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140227022417300_s.jpg,01_试点医院/广东省第二中医院/照片/王清海-心血管科-主任中医师-广东省第二中医院.png,png,35696,77222dbe5ef10959dfd840664619a3c3a0acf3f0d48a311ca33a093299036a66,106,160,FULL_FETCH,
苏慧,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=127,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050748413_s.jpg,01_试点医院/广东省第二中医院/照片/苏慧-心血管科-副主任中医师-广东省第二中医院.png,png,24178,70abb6313981f0bcd1d945da5fb05261d5d01d3e0328f8778b4970d480fb9507,116,160,FULL_FETCH,
袁丁,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=308,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050512309_s.jpg,01_试点医院/广东省第二中医院/照片/袁丁-心血管科-主任中医师-广东省第二中医院.png,png,30506,8ab7440900373eef652098498317a911c07241197634641c166e01c5680a9771,116,160,FULL_FETCH,
靳利利,https://www.gdzy5413.com/main/doctor/specialist.aspx?typeid=699,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-2/20140214052754190.jpg,01_试点医院/广东省第二中医院/照片/靳利利-心血管科-主任中医师-广东省第二中医院.jpg,jpg,52324,b11b85afe94fafe92e2486b09c3aa14719ed7204f37e28595583445f74a25917,342,369,TRIAL_REUSE,
靳利利,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=36,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050638700_s.jpg,01_试点医院/广东省第二中医院/照片/靳利利-心血管科-主任中医师-广东省第二中医院.png,png,28133,752b74e9820765ff46c48cdd2bb8852cc2cfd892ca4e71fe1b3de6453d7ce6e3,116,160,FULL_FETCH,
黄培红,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=22&typeid=20&cid=22&ksid=20&id=125,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140304050348298_s.jpg,01_试点医院/广东省第二中医院/照片/黄培红-心血管科-副主任中医师-广东省第二中医院.png,png,24544,13a433df7caf383bd24706d23e7d2c12a608b072c96ffbbb9445d95c19f0c2f6,116,160,FULL_FETCH,
刘征彦,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=492,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-4/20140423021859261_s.jpg,01_试点医院/广东省第二中医院/照片/刘征彦-急诊科-副主任中医师-广东省第二中医院.png,png,19507,41ad4cd17e025210bd2b234109b2f31171e05363f79d798a2cedb2444385dc22,89,100,FULL_FETCH,
李典鸿,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=489,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307101201171_s.jpg,01_试点医院/广东省第二中医院/照片/李典鸿-急诊科-主任中医师-广东省第二中医院.png,png,35970,448b687fb58472aeaf626d7259d5a02bec816be16a3a9196d560a147e280c879,124,160,FULL_FETCH,
李继庭,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=493,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307101004467_s.jpg,01_试点医院/广东省第二中医院/照片/李继庭-急诊科-副主任中医师-广东省第二中医院.png,png,35601,b425ca53b11ef7b892d3e118cd58e3f50cdd82355e11317396027c52b459fc5f,124,160,FULL_FETCH,
梁文坚,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=491,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307101105241_s.jpg,01_试点医院/广东省第二中医院/照片/梁文坚-急诊科-主任中医师-广东省第二中医院.png,png,33150,b161396e53fd12e09221e9e63c0077fb379845ff4b103b2254a9f5149e6741cc,124,160,FULL_FETCH,
江儒文,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=490,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307101128700_s.jpg,01_试点医院/广东省第二中医院/照片/江儒文-急诊科-副主任医师-广东省第二中医院.png,png,35727,0293f7fefce39d70787a57777f947b8a7aed34a9eeb680742269bbf2142084fd,124,160,FULL_FETCH,
陈垚,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=1274&typeid=1272&cid=1274&ksid=1272&id=495,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-3/20140307100917975_s.jpg,01_试点医院/广东省第二中医院/照片/陈垚-急诊科-主治中医师-广东省第二中医院.png,png,35181,58303061c86f7c18bb88bd5ceb3a8c84a4a5a40f7c723fbfc61224931dfe56ea,124,160,FULL_FETCH,
朱光,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=75&typeid=73&cid=75&ksid=73&id=425,失败,无照片容器,,,,,,,,FULL_FETCH,"{""detail_http"":200,""detection_feature"":""ksdoctorinfo 本人照片容器存在，但 src/background 为空或仅为 /UploadFiles/image/"",""excluded_resources"":[{""reason"":""照片引用为空目录且无文件名"",""url"":""https://www.gdzy5413.com/UploadFiles/image/""}],""observed_utc"":""2026-08-18T18:09:44Z"",""photo_reference_count"":0,""resource_urls"":[""https://www.gdzy5413.com/UploadFiles/image/""],""template_signature"":""资料卡 div[style*='width: 120px'] > img[width='120px'][height='155px']""}"
罗凛,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=75&typeid=73&cid=75&ksid=73&id=423,实采,,https://www.gdzy5413.com/UploadFiles/image/2014-5/20140509095532285_s.jpg,01_试点医院/广东省第二中医院/照片/罗凛-推拿科-主任中医师-广东省第二中医院.png,png,29324,1ed01b36474e9917d77434626f17578a64732ef91486a1b58f20105f0f6b5c05,122,160,FULL_FETCH,
何宇巍,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=767,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327102839830_s.jpg,01_试点医院/广东省第二中医院/照片/何宇巍-检验科-主管技师-广东省第二中医院.png,png,12991,975f31c2124fbd27eaa87658449261f2a4186f774a109fe3da017c2346822b2e,71,100,TRIAL_REUSE,
刘启波,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=363,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327101611128_s.jpg,01_试点医院/广东省第二中医院/照片/刘启波-检验科-未标注-广东省第二中医院.png,png,12911,3b4207a43f8a7b61cf51aa7f7135d91a37d8eb65cef06a5a41d5ae118bf47a1c,71,100,FULL_FETCH,
卢建伟,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=772,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327103351508_s.jpg,01_试点医院/广东省第二中医院/照片/卢建伟-检验科-主管技师-广东省第二中医院.png,png,11922,3b2e9e5ab6034e31aed151fb6969a889b810ce4e5dfcc0423f00afaaa400315f,68,100,FULL_FETCH,
李冉,https://www.gdzy5413.com/main/ks/templet2/ksdoctorinfo.aspx?bid=926&typeid=131&cid=926&ksid=131&id=389,实采,,https://www.gdzy5413.com/UploadFiles/image/2023-3/20230327101957287_s.jpg,01_试点医院/广东省第二中医院/照片/李冉-检验科-未标注-广东省第二中医院.png,png,13791,0d7a28b460e79153b5580f44bd2a49fbeb7c353f05a99c61dedc0db86138eab1,71,100,FULL_FETCH,
