row_number,sequence,hospital,name,source_link,column,removed_length,original_sha256,remaining_sha256,profile_path,profile_replacements,profile_before_sha256,profile_after_sha256
673,672,中山大学肿瘤防治中心,丘惠娟,https://www.sysucc.org.cn/node/3768,详情正文摘录,43,0bc0391d1bd8d8140a6a434c583ebaf7ce1e1d2a7801b011dd3697122179621e,21358a158178d7dce2eee62d61a65a74b31ec3a149257c42992b1787834e46a9,,0,,
674,673,中山大学肿瘤防治中心,张蓓,https://www.sysucc.org.cn/node/3773,详情正文摘录,42,b38eae077e082e14f93d03c72397db6f14c381204711c6f0f0ccfa30cd725314,f5d3e7ea854b39be599cf3ca6df4ddb64e62d485eae2c27079f0065aac2cfe0d,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/张蓓.md,1,ff9d2c22b0578e3e7be743b02188b4cef91acd702ce646e9c3be2c39d7b21cb0,3ed95461775cadc3eb3a75f53ca265e890a6d2d9f26c010d65aa7f002db9093d
677,676,中山大学肿瘤防治中心,欧阳华强,https://www.sysucc.org.cn/node/6681,详情正文摘录,44,4237ce8e146cfa8f166693cc15500cfe399e7e14896830044b38b2a0f12a6595,c50f091f137d2e45c7cb50c6e04de8f787b0e9d03ca35649244156003adf62e1,,0,,
678,677,中山大学肿瘤防治中心,范腾,https://www.sysucc.org.cn/node/8022,详情正文摘录,42,d0b99f23bf2639d5518264baaf89211f4e0ca7f234111d55f5ebd4c4bf259d00,6b0f116345ad0c07c5162707a2e98827bb9af5389cbe3fe0e6bb324471ef7503,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/范腾.md,1,23a20c4077f1d2606b335bfd0d4ec358366cc91d6bb72039e9ae3dec13e5a869,6eef124032c1626b47936fdcf0cb9565f1d4e1a0dbe6250dedd7c7934fbfbc97
679,678,中山大学肿瘤防治中心,阚钧,https://www.sysucc.org.cn/node/6488,详情正文摘录,42,e49e17e34f3964cb32a9918523dfdc2107955988b3adbe5683104e1834772bf2,7a1488007a984c9a87b612e4630c36b179e9a58c97e3389a0e16019195956588,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/阚钧.md,1,b2b35d0258873e9c4d6b3c6b86c54f5da3e20551d5a871de69cc8ab8f120ec91,53e9465833c28d5216499f737f3a45220d2d1c188969c60e1260b72dea5d4a9a
680,679,中山大学肿瘤防治中心,陈平,https://www.sysucc.org.cn/node/3778,详情正文摘录,42,c38508da9c1e8819cec707377319a7cff270dc5501148038e1d958cc0a5d98dc,5b08840a325bd13d4b07fe54d516484ad33c156ed1f678096c12b1e14dfa05a8,,0,,
681,680,中山大学肿瘤防治中心,陈徐贤,https://www.sysucc.org.cn/node/3774,详情正文摘录,43,88170f05f8e6993d3575286fe3fee7be3510023925d68eac1fd0afaa814e05f4,60bc2e29bc07281f4b0cc59005050438fd664b38e08b1530104f05ec4f74817e,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/陈徐贤.md,1,2707cdbc5c3a3c152ad788d9213e9a00c79960fd97acf539dd39d1f3c7bb9cbd,d507d3c86a622fe5cb8a1e4dd28f5d3bc2d00db65e207addbb4e159743fe13c3
682,681,中山大学肿瘤防治中心,黄国贤,https://www.sysucc.org.cn/node/3775,详情正文摘录,43,583c3e2391e12c4a8d9a8de8157cab6c1b84bec91d733f8d3ea1b49786ed763a,e560ad686ed9fad14c05be26d2e741eade4c5af19d32eef062a691f79b5c2647,,0,,
683,682,中山大学肿瘤防治中心,黄圆圆,https://www.sysucc.org.cn/node/3769,详情正文摘录,43,b05ff60636fce40bce2134794e2f064db348cd82393f7b6685e017cf9bb56e0c,848a5cff8691ebb4a3661228846b272653212ae45198ff8f3de7eea38a2add01,,0,,
684,683,中山大学肿瘤防治中心,黄金圣,https://www.sysucc.org.cn/node/3779,详情正文摘录,43,e01110b46f62ddef0a9224749a69d3533ddd932b2b79071d475a34946da5ff58,a9ab378d6eac451a35b3fa7cd91da5454f876b609356c2cc74ad7ca7bd8279ca,,0,,
685,684,中山大学肿瘤防治中心,医学教育,https://www.sysucc.org.cn/taxonomy/term/267,详情正文摘录,36,6b696eb44624f55118c2f338ea9e825b21d4fac36872b5005ff32b220a66dfca,913dd3d77a34ac095a9e2da23eea50dcecc03b164e04d0be21ee21cd73e346ca,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/医学教育.md,2,b1d01d0316f8d77bcd735167cc476e557683d8f2a0f32b5d9072cfd033081da3,f424eb3094cf72459865d7bb25e4f50d88e4a1b9255807da4340c85f8e069663
686,685,中山大学肿瘤防治中心,叶文锋,https://www.sysucc.org.cn/node/3927,详情正文摘录,45,aa3f1cf59d59f045f17383bb1101e11be9d793dfdc4cc0d85c81790ca3910ffa,9f5fdc6d3eb4c584315fe7af5c7850616ed45d43e515c4d18c62fa9d9dbf71c9,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/叶文锋.md,1,bf890547811f761080232eef5951b8c4e349580903c7a71d55e1660b08d49d3d,2bceea9bfeef9257a8ceff4206f286ae950aeb5c4513f96fe493fa3a5ebeecb1
687,686,中山大学肿瘤防治中心,吴锡文,https://www.sysucc.org.cn/node/12740,详情正文摘录,45,24f61fb2ed07f33e873796b232aca6e4c7e9550f28d270ca5d9faf1ad8a7cbf4,e2cae088787d833a8c1e794b1452ac80adf46e2828c8b3d5de75aaa8b87ab187,,0,,
689,688,中山大学肿瘤防治中心,"《PLoS ONE》2011 IF4.8） 2.High Expression of p300 in Human Breast Cancer Correlates with Tumor Recurrence and Predicts Patients Adverse Prognosis （杂志名称：Chinese Journal of Cancer Research 2011 IF0.59） 3.Targeted Expression of BikDD Eliminates Breast Cancer with Virtually No Toxicity in Noninvasive Imaging Models. （杂志名称：Mol Cancer Ther 2012 IF 5.22） 4.Simultaneous modulation of COX-2, p300, Akt, and Apaf-1signaling by melatonin to inhibit proliferation and induceapoptosis in breast cancer cells （杂志名称：Journal of Pineal Research 2012 IF 5.79） 5.Melatoninsuppressesproinflammatory mediators in lipopolysaccharide-stimulated CRL1999 cells via targeting MAPK, NF-jB, c/EBPb, and p300 signaling （杂志名称：Journal of Pineal Research 2012 IF 5.79） 6.青年乳腺癌209例生存分析 (杂志名称：中国医师进修杂志2010) 7.超声刀在乳腺癌改良根治术中的应用 (杂志名称：实用医学杂志2010) 更新时间：2014.5.13",https://www.sysucc.org.cn/node/3741,详情正文摘录,43,3e5dc68532cb9850c3b42f327006f411bc5bc2f3875c579db56adf65e31861dc,4a7fb7c0dd0236afd31cd3375193f5e92c4a3c23841aa958f456be7f6d466bd6,,0,,
690,689,中山大学肿瘤防治中心,刘鹏,https://www.sysucc.org.cn/node/3742,详情正文摘录,42,cd989987f3ff89a047da3c42b8d7815b3d0996cad8a1fe90f796fb069de59ca7,b650c373103bcf181276882b7288e441b1bf5e8ef793515d9477e4a64b025e60,,0,,
691,690,中山大学肿瘤防治中心,双泽宇,https://www.sysucc.org.cn/node/3746,详情正文摘录,43,6f229eaabcef7a64791490faf01b8ae1bba48f00b58613c59bbf9f1009216410,33e1f4fda568ed135368c6c915f87c78f08b7e206d29b327505c4de7ad8f8dcb,,0,,
692,691,中山大学肿瘤防治中心,叶锋,https://www.sysucc.org.cn/node/6565,详情正文摘录,42,6ca388bf0a8c764086d51c41589073386f75daab01f14754a5d46e83d9ae3c78,ea0a996c35f8cbfdf91c14aa6a51cccf423a6aa16d55b617d7ff28923cf0465b,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/叶锋.md,1,564de9fc4c397c8a2ca03d91dea67a716a9ce124068ddef56b2dc48d92cd1a64,85c2143bcb56a5397d3d01925c21b3bb525e98171eedf7f2e356cd1a602064d5
693,692,中山大学肿瘤防治中心,吴浩,https://www.sysucc.org.cn/node/8129,详情正文摘录,42,22be8b80faa0b3ca7fa7f6a0c46c2ad48d4c3ec80569f41aac6282e1ec34e833,85ca8389cd2b700e8d4b50da62b04e63deaf97245b3265126943fb485f114bf7,,0,,
694,693,中山大学肿瘤防治中心,唐军,https://www.sysucc.org.cn/node/3738,详情正文摘录,42,33782466121210ca8a0dd8449b000e12baa98c01313c7fe1fed3cefc4a6d4e43,eebe11d2946b427430b4bdc3eac15f525ace01f652c59261bd9509e20ca670bd,,0,,
695,694,中山大学肿瘤防治中心,孔亚楠,https://www.sysucc.org.cn/node/3745,详情正文摘录,43,88d495e5742d872ae11e9aad12c3f75be11d9801dd6792ba42e501d37ddf2920,aa4afc3c8f22d36a6d994ecc0ea8b553b18e7c41f2342909c9b2c18e0e7b5a4e,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/孔亚楠.md,1,918eccc0ce46015f56f9e82c8f32b64e73e60c12cf43375437082b4cac5d2774,80d6ceae3c207b34deb6cd840122f46cc454851ae6e8c9e57acd1fb3fd58a67b
696,695,中山大学肿瘤防治中心,李宁,https://www.sysucc.org.cn/node/3748,详情正文摘录,42,d9f93bc8643c3ce94751f83d0e65dd74ae19450ba370355dd125e2358b7e94eb,298ec117eeca7c219a056c98f216784704bbb24ac2cb532ef0e0764f73316097,,0,,
697,696,中山大学肿瘤防治中心,李星,https://www.sysucc.org.cn/node/3749,详情正文摘录,42,86811e4f3230873bb02216c64951497356e699181d7cd10b09efde18e633f162,7c5ffced86222b107002c88e8bb799eccca00ce1d0203d863c5e0bee317b9005,,0,,
698,697,中山大学肿瘤防治中心,杨安力,https://www.sysucc.org.cn/node/3747,详情正文摘录,43,ac1adc8a5f2da50fd8f871eafaff7c75a96fc2d795375b916ae4da4687abfac1,0676f89a7cd4631a774b5608da09a3e6fbcf244682921d95d71fdcb2b9bd190c,,0,,
699,698,中山大学肿瘤防治中心,梁格豪,https://www.sysucc.org.cn/node/9759,详情正文摘录,43,12fccafbc3081480f1f46d1db8d874f285e5db193214ba1e5469d0ac6c98e710,6a98376ed0e7fb5857f70ae0edfdd2e4af1f1533688c2df0bf0be11ff8bdafcb,,0,,
700,699,中山大学肿瘤防治中心,熊震充,https://www.sysucc.org.cn/node/8487,详情正文摘录,43,8686e2c6938ef4fe6ac846e9b53a67eeb63f5e3271142e354fb5d7c9c6e941cb,cdf65730df5a5d61d1f705ad236637f6409a7ecd82151894d71562a57bc09fa6,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/熊震充.md,1,776092409f5c8019909b24b441ad963b672c9df6529b504369640a47c89fda0c,f42d67f4bc82eed93e7e8ac0e1c4c3533d9affc67e5f857e3ac95068ef0f5be9
701,700,中山大学肿瘤防治中心,王曦,https://www.sysucc.org.cn/node/3737,详情正文摘录,42,0b7458b23ba9fc99be9c799e0bb55df2a09c4f1bed258be2b34a190f0cb3ec67,842791c0fdeaed06f09982847b64ea4ee7d19ba599ac25461a418ab360cac713,,0,,
702,701,中山大学肿瘤防治中心,王瑾,https://www.sysucc.org.cn/node/3743,详情正文摘录,42,fb3772e92f3fd6aeba8b5824cbd4e5a50edc67e7813e40cc6d32353fa2eb767a,348f154b0dbecadea88bd92c186fb0dae8c146558e5d7f594d84bf1dbaef93bf,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/王瑾.md,1,1894195847aa4ce955949c64b605c3c1a6a6f783080132648dfbbb20764de20a,323c15ca70036d846b9632102054c78ed199bccd84fec5a09fe27368f29c8b13
704,703,中山大学肿瘤防治中心,谢新华,https://www.sysucc.org.cn/node/3744,详情正文摘录,43,7d06a709b7a69063520304724bab7385ec97cbe7c3e6d1251336bef5a352b484,3830246d817d454e0fe64b8106191c65cb938772a720995c3ed8e77a93cc2967,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/谢新华.md,1,0c1f09450a6b2720af01c5c26b549d42b20642a3b5043c738daffa9c3160d96c,4ea77c5e431f9f9937e8083e410a01d40a676baf757c05aaba55a292077a9aa0
705,704,中山大学肿瘤防治中心,韦尉东,https://www.sysucc.org.cn/node/3740,详情正文摘录,43,0bff1ab0b00d79660de97332c6a087f2ff0775e3bde7aaf7ffff48f316e565b7,6917b6e4f868ce72c49aab4f322568747b9b71145c2eb624358a19d8f361b506,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/韦尉东.md,1,5feff1e0313ec29747fd1a1f0587b60f03b910629a81c20d8798c463d80eff82,89bb618119a038beb77cae78f9993a5cb5c0cd4f7d7fc78c796b28fc9e48f467
706,705,中山大学肿瘤防治中心,孙斐斐,https://www.sysucc.org.cn/node/3805,详情正文摘录,45,e147f22adf3503ac02c20b52c53e2f3c23fedf12db6f3e14718fc36baede5322,8fb2f49f61b91eebdcfc55c946fbf69a36e01e4fcb79635bf2a8511e5904d184,,0,,
707,706,中山大学肿瘤防治中心,张翼鷟,https://www.sysucc.org.cn/node/3800,详情正文摘录,45,08d6d1d9dc530bc27845b3bc9f83bcae31065f85aeb69a47fe6c8eebbbba5bfb,e2701aacf2ed087c0da8bdc5be627d194f8b16c79a8a5e7fb2a8e4cf2c9a8ebd,,0,,
708,707,中山大学肿瘤防治中心,朱佳,https://www.sysucc.org.cn/node/3802,详情正文摘录,44,967822c5b64a7ce6d7b7f319219e36eb06b54f5a4ac4550df1de22bea30bec81,632bb429fc40d14b8844b071972e11327e292264529f09e56ebd6fd757dfae64,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/朱佳.md,1,b7a00af4e2976a84f7a9247b184ecba8d9e71d17a9924c39510ea46d451d1b2c,943f0f397f604491d7e97c82928e907322a58c9f0d10281d728a03de2ed8cdb2
709,708,中山大学肿瘤防治中心,王娟,https://www.sysucc.org.cn/node/3806,详情正文摘录,44,8a687d44b69ea5d87e8e295c80bf82fdd771820afe41f16810ae316bcfc2386e,ca9a94ce2be8962c093b07d68bc9fe053a983b41c8ce8799910a850d59f88d55,,0,,
710,709,中山大学肿瘤防治中心,甄子俊,https://www.sysucc.org.cn/node/3801,详情正文摘录,45,741259d804ac07f77416070daff3552bbcc1b2bb0dbdcbc0e82ab2962f3c0752,aad9cba1d67e0a5a783b26b12585e52017fa9efe82cffcebdea5e4ace1e918ca,,0,,
712,711,中山大学肿瘤防治中心,阙旖,https://www.sysucc.org.cn/node/3804,详情正文摘录,44,709d1dcaa323e4198ec3319654d76e21dbdb00d538bab5ef62e55161c4075e5a,22e0d0017757812532900056563b125ff4d89aaaa49adbc26e067d735f883efc,,0,,
713,712,中山大学肿瘤防治中心,任超,https://www.sysucc.org.cn/node/1515,详情正文摘录,41,e9d102c50828088c3291fa02f4b5dcaf2aaa3dc5857337d37bc2cca648034f54,ab60563be72e994c48df18e93485194a52af104e07c4c5e7a7f24073130b84eb,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/任超.md,1,77ef1114d106fd79d6ca86cc06e7ad3893327b9148a3f77672aca37671f6c61b,38a0244f44d26f141edb211bd8b1dc490f01023782433ba13f9e957d96722ebd
714,713,中山大学肿瘤防治中心,何明明,https://www.sysucc.org.cn/node/1519,详情正文摘录,42,d01c30aea42d6b1b0f71f09224e9c8f6e9bc5240b4ec317b06fedc1651299c72,ab291b5f959c1b5871715d2239b4696ab224fdce359a6ae19586b5bf154d597c,,0,,
715,714,中山大学肿瘤防治中心,侯雪,https://www.sysucc.org.cn/node/1501,详情正文摘录,41,d882e3c5d7b7092530273dd887b00b4bda618f7c961aa89acd90e2c87341e3aa,50861cea18232986b13a24edada292fac5fca01b4acf8e5b92ab66b7b18c2a81,,0,,
717,716,中山大学肿瘤防治中心,刘俊玲,https://www.sysucc.org.cn/node/1495,详情正文摘录,42,8aa42519a7d148bd527983edc53d4196280dc45ff79123d9c30e8e0bd3ed19a2,b1c9aa83cae6a112469f693a074c903a6d40a4ce0bc61ebd69638657545b5a94,,0,,
718,717,中山大学肿瘤防治中心,刘盼盼,https://www.sysucc.org.cn/node/1504,详情正文摘录,42,45904b80b3245fca6b3f695191a40f7d2e5c293bc9f328cba899126bed1a98aa,33990996f86246e34cf3342c08c7c2e10ea1ba32c118d2b4919db17f6b5eeb38,,0,,
719,718,中山大学肿瘤防治中心,史艳侠,https://www.sysucc.org.cn/node/1477,详情正文摘录,42,e1125b30f788b612357567caa882982d1ef9bd2f83cc9d6c63620ee804e0f174,5b78cad6e9224455a4b937a66f4a97527fa3f408be62c707262aa2f512f6cbe3,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/史艳侠.md,1,3a452a7dac76b476ad9aea460140bbacbc37e6bbac40da94118e5f1b9abc42f1,59396dedefbcbe5550e73e0650a65674bd5435c80125bf9405d24e0b0d88b4c4
720,719,中山大学肿瘤防治中心,周华强,https://www.sysucc.org.cn/node/8018,详情正文摘录,42,60ab3afbec948b63d208044b46d20af1fa0ed0cc6b2d9e1b450f8d48d7895889,a68e659d0bf0a107979216a7a7902d2e5dfce115c932cda9554a0cb8dab12d17,,0,,
721,720,中山大学肿瘤防治中心,周婷,https://www.sysucc.org.cn/node/1520,详情正文摘录,41,036e1a28c353da7ec4db78172db64a90a4a9ab67119cc1a8633a0b6a86f0e21c,32dff4f00588a43934ba34c5938f20a10248dd0a6d4d0c56af8c9bfaa0ec70c9,,0,,
724,723,中山大学肿瘤防治中心,夏雯,https://www.sysucc.org.cn/node/1506,详情正文摘录,41,c3de7979c252b7ae1e47632c3f08b948a33267118766cf9e0c8e5dbba037fe89,5ae243526b253071f6980713109f3e45eade868b5a965467c31c754ed9895227,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/夏雯.md,1,f1aa30bf3ecbf4e8a7fdd4e50692394e2a0644c6cce050e40032308bb5909c87,32846df74dade5645ce3bce33b8d24417f8ad18e5c3f3742fe99888865a27566
725,724,中山大学肿瘤防治中心,孙鹏,https://www.sysucc.org.cn/node/1513,详情正文摘录,41,0cfc0b9d7d204bb80d64b98826aa031e54cc9ddfc2d30cfd8d00f593e095c219,aaeabad9f5c112718b91152618b8b35ccd4afb230d8650eb71214fe8e93f8460,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/孙鹏.md,1,0ccff457a3b21322b61a4e870496cf149802a3e380d1e7989405f804c39c825e,658f8df33c79b2ed61728515aa00830ca3b84c9c0a4330c95c3462b67fd1dd89
726,725,中山大学肿瘤防治中心,安欣,https://www.sysucc.org.cn/node/1503,详情正文摘录,41,2776e1f3a5f3aa86172049615cbf4039ab4c03925093d4914a0eeff2fced4aa7,c07767cec021fd6ae65446237ebafc3491c83ed6e738ef42243a41caf5893472,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/安欣.md,1,e28007e81c692d6cca536e22774cec5d48043398d092f9e4a3b8105758171fa3,640a30fe0abecd5ea782ee3e99b315b686399172b08baf5088335da18911f757
728,727,中山大学肿瘤防治中心,张亚雄,https://www.sysucc.org.cn/node/1639,详情正文摘录,42,e08341833f4b3c50d79c59e0ed246686279992155d80bec01f5df4f53546a5fe,a1fe92442b6164c620fc4e18c35da287c15d75a244859da2c2123bfede58ce64,,0,,
732,731,中山大学肿瘤防治中心,徐瑞华,https://www.sysucc.org.cn/node/1473,详情正文摘录,42,69c5a8bc1039861e3f62e0e829fad34841e8f2313a113b1185918da335be8fd9,5f2422fdc66a86e8218aa5f7d4eee1da390b2b679cdecfd19fb33eced6fda5a1,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/徐瑞华.md,1,321324e0a7dbee585d2d2815182c2df95f776a43733fd031c802b173b7b8d815,a1803ccceeafdde6f39d958c13ebc9e999d7f757bc11445d9fc7773e64a9368b
733,732,中山大学肿瘤防治中心,徐菲,https://www.sysucc.org.cn/node/1496,详情正文摘录,41,d69aecafad8e38bd6dbc1c59b81988454edcbc687dcc263da8f7fe3aabd870ed,02870c2dc4690ff2c76016eaa4f869c420b657c20110845fb6afa88b9f71eb44,,0,,
734,733,中山大学肿瘤防治中心,方文峰,https://www.sysucc.org.cn/node/1489,详情正文摘录,42,cc24de3caf84317970d7392b6cc61d4a8a9d18237e38906d66d44c42668df86c,7be5ee59fb262e58ede5b0c57b1be4b74c19dd42839327287a19b0b7a303501a,,0,,
736,735,中山大学肿瘤防治中心,李志铭,https://www.sysucc.org.cn/node/1483,详情正文摘录,42,355cc4b8d68c22ae4f8494acd314388034227c976f900dc38ef1d60efd0e508f,cd82c4f441842d65c50708900abd9e21ebdedc01b63069e89c836d815fa7313c,,0,,
738,737,中山大学肿瘤防治中心,林桐榆,https://www.sysucc.org.cn/node/1487,详情正文摘录,42,ff071db2a8d8d64e839a43ed0a36b4330482e30fd1c5c530b0442cef27258779,858843d992fd9ef1219c5ef4fdf2e8ed6c65655684302634210c899b80a93721,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/林桐榆.md,1,89b48641382230f27c9033bbd392f6cb7735466094edf8b72fa73fecaf267efa,7201034798ff9f564eb45dfe8535a670c3c579c9947297ab38180ed83e738254
739,738,中山大学肿瘤防治中心,梁颖,https://www.sysucc.org.cn/node/1494,详情正文摘录,41,0570196289db0575ad5aba6acf0ca053d0cf630aa7f57e8abc3f945e3ad7ac8d,55e0d260fcf8b8a4f688f7a88c0d459a7932c51709819be1acbce9af3c831f21,,0,,
742,741,中山大学肿瘤防治中心,洪若熙,https://www.sysucc.org.cn/node/1508,详情正文摘录,42,8033fcc07e2530d12b78ca4183041c20138dcec9ba7fdf3e746e1eb77255b104,cccf9fcc3d178969a65199503bd15c62625b3f61f0bf2c681bbd6fbaec356ae8,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/洪若熙.md,1,e16c5d9f96716386155f3071ee08f4756063907ad70dce92dd680fa22e6f10c1,1b43efa397b9bc57fbaa0ab469233d987b1fc7f97c5d08dea36a214afb555b9a
743,742,中山大学肿瘤防治中心,王宇,https://www.sysucc.org.cn/node/1516,详情正文摘录,41,89f974b76a21a438a4263d1df7d15f8ad30b27b70775c66f9245475e36a18e54,5eaaebc27be6cc41bd73ca43a54f2e1a9ab2c2233291785d8088dfba87ad1f2e,,0,,
744,743,中山大学肿瘤防治中心,王峰,https://www.sysucc.org.cn/node/1476,详情正文摘录,41,0ca163249e14cde599cf0894b9a99ed13e57d28a0824c741b8b7a5104abd568b,f5b574e0ffc067bb6c315a6d038e07fa756310f4fc0b542af671a476a136b8d5,,0,,
745,744,中山大学肿瘤防治中心,王德深 学历：中山大学临床医学博士,https://www.sysucc.org.cn/node/1505,详情正文摘录,42,6848f8389b218a8576d865db654459c16a6049538b1f2c2dae7f062301ecbdac,b16c55dc7c22668559054ee0eeefaee20755552031b670b1f8143e2115517305,,0,,
746,745,中山大学肿瘤防治中心,王志强,https://www.sysucc.org.cn/node/1498,详情正文摘录,42,9d8337a63aec83a690ac8b6dfa0003c586ba07ab095fe00654d281af03a214bb,ecc3a47585d2400984fad9a265b2ca1999f5d5684d5a87f243be30f505001c74,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/王志强.md,1,6ac7bac436ceafdeda5739d13ee63834492ecc4ded7738f435a47f848c0116fa,cbdb2aac664cfc8df27b7b1ba49697311b4233c9d518d0da73fe56a78aa57985
749,748,中山大学肿瘤防治中心,王潇潇,https://www.sysucc.org.cn/node/1510,详情正文摘录,42,bf3640fa0e39d2912f11b9eb76a2c26e9d8c0f93d46855de549cfbc8e0be53d7,e537cee581afb0b20e72414960f6c6cb5e1f7f9e6ca09009926a19ad3fd8f1ae,,0,,
750,749,中山大学肿瘤防治中心,王英男,https://www.sysucc.org.cn/node/10437,详情正文摘录,42,3353ea8788f301f358e5c5d77d158f40b6ed3a780a58364d78f91761b14b7ad4,bba6a9dea259c8964f926e15d9f2b4f99215ff2a2587736bf4a9570aa9808f7a,,0,,
751,750,中山大学肿瘤防治中心,王钊,https://www.sysucc.org.cn/node/8017,详情正文摘录,41,c4a917ac74ceda620ecf75e99c65a6c4917c94aa1d88f20ea7be060cab858641,1bdfe546e2044066a9ea50eb7a2852b1701785bf5202967d74c2c6faffce474a,,0,,
753,752,中山大学肿瘤防治中心,田小朋,https://www.sysucc.org.cn/node/1521,详情正文摘录,42,05e306aa1d2baa3ae51aaccdb77eef725889e6d0b3d404654dd4da069f900cda,1266e31931c25f2f0c88d5c46581274c7ba85b9205d56e17307258b6965aac88,,0,,
754,753,中山大学肿瘤防治中心,白冰,https://www.sysucc.org.cn/node/1518,详情正文摘录,41,359e2a8a04c7669fc67190fd75a244d4df9816af42864ccdedf4893df15883ba,f8459993abbe0d3ab86f1fb640a5588e1300811b7ac72e44cb193c18a06f4f9f,,0,,
755,754,中山大学肿瘤防治中心,聂蔓,https://www.sysucc.org.cn/node/1638,详情正文摘录,41,95ab2159ed22b5a758cc2acdfa28faab689c807d28f76908ad9b7a33e2bec555,8fd074a19faa765a554097be9fa86e9b36a030a87ec31bcb8111dd1e28dc49b4,,0,,
757,756,中山大学肿瘤防治中心,薛聪,https://www.sysucc.org.cn/node/1507,详情正文摘录,41,6d7d535e4a645b627923e515f39ca761e9387b654383fb82080c15951ba31c72,1cc54218b22b652670e1594f4ca6f34bdafb3ff434e576e3e804c188dd4f5e43,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/薛聪.md,1,8a237559abfeac898efe42e5928eabf1948540e0e5511d0cc54b2756c02b068c,55d6f6e2fb2d9b91971e6871014b90fd2e4ecf1baa32eec5a5aaa782dc47145a
759,758,中山大学肿瘤防治中心,赵媛媛,https://www.sysucc.org.cn/node/1499,详情正文摘录,42,aff6765ccee970e5a2ac68f3929f95cc648dcfda8462ba561fc39e3494f2f3a8,1ca640f75e55a8bedfee44163ed066f18fcd0683035acc606977cb12224e8929,,0,,
760,759,中山大学肿瘤防治中心,赵珅,https://www.sysucc.org.cn/node/1522,详情正文摘录,41,4b5551c4e594ff41492b8c26a4b026dbc9449ee44d0b9baa0a933a102acadb34,9e1bf564f9e3d7b1ea0b5b4799a10b22da5bc9326ee34bd2ecaa963bbe7b577c,医生画像仓库/01_试点医院/中山大学肿瘤防治中心/赵珅.md,1,ebce048521ebbd78f3a7097e8306c9188b62529720a26646e3f16964dde85eea,95f6688981561a3b7064fe9ea01352538f2bfd2588622a68ffe23fa94fa57536
761,760,中山大学肿瘤防治中心,邱妙珍,https://www.sysucc.org.cn/node/1502,详情正文摘录,42,dac2a3b833abb4b232ca6ac079e9526101b7c8774cf4b6da9f6834832d1f90be,7ed05b0cb586976e5fe13ec27b5ce9db765afcdde3037736413784872a4285eb,,0,,
763,762,中山大学肿瘤防治中心,金颖,https://www.sysucc.org.cn/node/1514,详情正文摘录,41,412efd626954c8199edc259662f34324bcf9fcc9c6bcef5ed958c3ab22a21259,96cde52a9e70ff33f4ab6058702a44d35184ed1cb70218f202d2e95edce0b911,,0,,
764,763,中山大学肿瘤防治中心,陈丽昆,https://www.sysucc.org.cn/node/1480,详情正文摘录,42,e4ee1cb46a4030a4e6eb0dd9703f17b2319eea34c0752b4786ebe7e06d65b6cf,be4d3550bc6ec14593c0f6c69e8b2dddc9bdd4b7fdf460fb82a5327fe8bfaffe,,0,,
765,764,中山大学肿瘤防治中心,陈港,https://www.sysucc.org.cn/node/1633,详情正文摘录,41,40287ad9862ba39119c94c2cbb90be1b4999efe6a0bee8e83904da4672075197,43c6d00ef9d664259da0435a15a1e20a9c434196f4452ad5ff0557a3d4493241,,0,,
768,767,中山大学肿瘤防治中心,高岩,https://www.sysucc.org.cn/node/6442,详情正文摘录,41,02cb463dc86fa62e12c508858fa80a04f245ddb4153521fe789d96b6fa8d2fe1,38d7c67fd123e3e7721506eac2e20b351590d6d51bcdc44e36c89805d70abf4a,,0,,
769,768,中山大学肿瘤防治中心,魏小丽,https://www.sysucc.org.cn/node/1512,详情正文摘录,42,40ca8bc5d7ac3fcb71bde08a9cbf504655831507c3f0b3cfb3a19b7f609d063d,6b0c47e587246234365aadafe539e4884fa5648f2682a53f368fe8cfd128eda1,,0,,
770,769,中山大学肿瘤防治中心,黄嘉佳,https://www.sysucc.org.cn/node/1497,详情正文摘录,42,20acc3030e8fdfc067d703de0428ea7128fac55e8cdb1f9edcddcf8beb44cab9,3d05f19d7d38067df293b9eead250cb657620201b073c9350989a7f59e09d568,,0,,
