姓名,来源链接,状态,失败三态,照片链接,照片文件,字节数,SHA-256,魔数,宽,高,引用路径风格,错误证据
关国晟,https://www.gy3y.cn/ks/nkxt/xxgnk/doctor_4.html,实采,,https://www.gy3y.cn/Upload/201411/6355095587733094009570010.jpg,01_试点医院/广州医科大学附属第三医院/照片/关国晟-荔湾院区心血管内科-副主任医师-广州医科大学附属第三医院.jpg,33338,9af9bc7f88127198c0a63ff1b72cf67123667ee2206a3ff835867e027ddda7b3,FFD8FFE113B8457869660000,200,266,Upload原图,
卢雄,https://www.gy3y.cn/ks/nkxt/xxgnk/doctor_5.html,实采,,https://www.gy3y.cn/Upload/201411/6355095585558094007325262.jpg,01_试点医院/广州医科大学附属第三医院/照片/卢雄-荔湾院区心血管内科-副主任医师-广州医科大学附属第三医院.jpg,32405,f108431983362adb551cfb4d1ba84a4b79ee415cf4fca47d2a077fa59b68fb32,FFD8FFE112D9457869660000,200,266,Upload原图,
李文杰,https://www.gy3y.cn/ks/nkxt/xxgnk/doctor_6.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
黄寰,https://www.gy3y.cn/ks/nkxt/nkmz/doctor_7.html,实采,,https://www.gy3y.cn/Upload/201410/6354856247148571642123710.jpg,01_试点医院/广州医科大学附属第三医院/照片/黄寰-荔湾院区内科门诊-副主任医师-广州医科大学附属第三医院.jpg,208356,6ddb760200b62f0c82ae4fa90f3905aab811e4a6e2270133195282e26c5146e4,FFD8FFE10F3F457869660000,775,1055,Upload原图,
许耘红,https://www.gy3y.cn/ks/nkxt/xxgnk/doctor_8.html,实采,,https://www.gy3y.cn/Upload/201411/6355095629945594002498241.jpg,01_试点医院/广州医科大学附属第三医院/照片/许耘红-荔湾院区心血管内科-副主任医师-广州医科大学附属第三医院.jpg,33750,5b1c15432293ccbdb0ba965ee4c22eaf4df18319165ac2f9da2f20f2dd749dd2,FFD8FFE113D9457869660000,200,266,Upload原图,
蔡玉宇,https://www.gy3y.cn/ks/nkxt/xxgnk/doctor_9.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
许治强,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_10.html,实采,,https://www.gy3y.cn/Upload/201411/6355096692500301506902433.jpg,01_试点医院/广州医科大学附属第三医院/照片/许治强-荔湾院区神经内科-主任医师-广州医科大学附属第三医院.jpg,32173,d33bffb2fc99f314f937b73e965bde23f35dfa1d45ac1bf9691de2efcd83c6b5,FFD8FFE112DB457869660000,200,266,Upload原图,
梁燕玲,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_11.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
周伯荣,https://www.gy3y.cn/ks/nkxt/jsyxk/doctor_12.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
刘子凡,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_13.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
匡永锋,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_14.html,实采,,https://www.gy3y.cn/Upload/201411/6355097549459643507389307.jpg,01_试点医院/广州医科大学附属第三医院/照片/匡永锋-荔湾院区神经内科-副主任医师-广州医科大学附属第三医院.jpg,31582,f6ba4af31bb29c3d79ccc7a288a7cfad2297ca20367d65537a3c93151a5813fd,FFD8FFE1126A457869660000,200,266,Upload原图,
关海涛,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_15.html,实采,,https://www.gy3y.cn/Upload/201411/6355097601029956004673078.jpg,01_试点医院/广州医科大学附属第三医院/照片/关海涛-荔湾院区神经内科-副主任医师-广州医科大学附属第三医院.jpg,33750,ab7afacd1b6d48a0c27fe489f82538fd135002330003648776361b2ff16f9d40,FFD8FFE113F7457869660000,200,266,Upload原图,
刘宇明,https://www.gy3y.cn/ks/nkxt/sjnk/doctor_16.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
沈兰,https://www.gy3y.cn/ks/nkxt/nkmz/doctor_17.html,实采,,https://www.gy3y.cn/Upload/201411/6355097633479956004542988.jpg,01_试点医院/广州医科大学附属第三医院/照片/沈兰-荔湾院区内科门诊-副主任医师-广州医科大学附属第三医院.jpg,34831,8e00782d59d0bdc1717ae032940f36f605f4f075dfa9116b313a9e5fd8744b0f,FFD8FFE1143C457869660000,200,266,Upload原图,
魏立平,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_19.html,实采,,https://www.gy3y.cn/Upload/201411/6355104425068862802417237.jpg,01_试点医院/广州医科大学附属第三医院/照片/魏立平-荔湾院区呼吸与危重症医学科-主任医师-广州医科大学附属第三医院.jpg,35382,bbd9a11747e2f9722b25a1b0d5e0752208f30a35ee4e80de88245ac49c98b89d,FFD8FFE11505457869660000,200,266,Upload原图,
喻延,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_20.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
张世叶,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_21.html,实采,,https://www.gy3y.cn/Upload/201411/6355104439378146221768414.jpg,01_试点医院/广州医科大学附属第三医院/照片/张世叶-荔湾院区呼吸与危重症医学科-副主任医师-广州医科大学附属第三医院.jpg,33324,9cd2574482c92c7a76803b2dfb42b5f733854b3500aa0f303c745382459ec02f,FFD8FFE1138C457869660000,200,266,Upload原图,
梁贤球,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_22.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
林敏,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_23.html,实采,,https://www.gy3y.cn/Upload/201411/6355104452381188006142678.jpg,01_试点医院/广州医科大学附属第三医院/照片/林敏-荔湾院区呼吸与危重症医学科-副主任医师-广州医科大学附属第三医院.jpg,34613,6e6c372b97870e42adcc8aecac7ca93434c7c82892698411640fc1104e62b243,FFD8FFE11477457869660000,200,266,Upload原图,
胡国平,https://www.gy3y.cn/ks/nkxt/hxnk/doctor_24.html,实采,,https://www.gy3y.cn/Upload/201411/6355104476806031689589595.jpg,01_试点医院/广州医科大学附属第三医院/照片/胡国平-荔湾院区呼吸与危重症医学科-副主任医师-广州医科大学附属第三医院.jpg,32208,3aca34a3a425126e37a76c8bd1e3b1ad5e1f729aaac8108cb1011a80d650e444,FFD8FFE112C5457869660000,200,266,Upload原图,
梁波,https://www.gy3y.cn/ks/nkxt/snk/doctor_25.html,实采,,https://www.gy3y.cn/Upload/201411/6355104483230990568027525.jpg,01_试点医院/广州医科大学附属第三医院/照片/梁波-荔湾院区肾内科-副主任医师-广州医科大学附属第三医院.jpg,32522,c0f923d5d450d41d040481552c4cd4565e95f52fef2e3f03b4f73de8960ee7e5,FFD8FFE11311457869660000,200,266,Upload原图,
沈文清,https://www.gy3y.cn/ks/nkxt/snk/doctor_26.html,实采,,https://www.gy3y.cn/Upload/201411/6355104493248113952524681.jpg,01_试点医院/广州医科大学附属第三医院/照片/沈文清-荔湾院区肾内科-主任医师-广州医科大学附属第三医院.jpg,34972,60c96d55007730a2e025733db47ee0f14c42936291b93189820c406ec0887ffe,FFD8FFE114C0457869660000,200,266,Upload原图,
周鹏志,https://www.gy3y.cn/ks/nkxt/njzx/doctor_27.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
黄越前,https://www.gy3y.cn/ks/nkxt/xhnk/doctor_28.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
谭慧珍,https://www.gy3y.cn/ks/nkxt/xhnk/doctor_29.html,实采,,https://www.gy3y.cn/Upload/201411/6355104519241647794246558.jpg,01_试点医院/广州医科大学附属第三医院/照片/谭慧珍-荔湾院区消化内科-副主任医师-广州医科大学附属第三医院.jpg,33186,e7c187a279626eb3a4079c933a6f07cdddd98bb0c699ef14944c3e945a035abc,FFD8FFE11407457869660000,200,266,Upload原图,
唐加明,https://www.gy3y.cn/ks/nkxt/xyk/doctor_30.html,实采,,https://www.gy3y.cn/Upload/201411/6355104526138037255610007.jpg,01_试点医院/广州医科大学附属第三医院/照片/唐加明-荔湾院区血液科-主任医师-广州医科大学附属第三医院.jpg,32402,d565de6928d927c35e4618467fee62b5e55387d9f91e6b0b23f2117bf00a5ecb,FFD8FFE11292457869660000,200,266,Upload原图,
罗冰,https://www.gy3y.cn/ks/nkxt/xyk/doctor_31.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
张建瑜,https://www.gy3y.cn/ks/nkxt/fsmyk/doctor_32.html,实采,,https://www.gy3y.cn/Upload/202506/638850746379947612.jpg,01_试点医院/广州医科大学附属第三医院/照片/张建瑜-荔湾院区风湿免疫科-主任医师-广州医科大学附属第三医院.jpg,33368,9d299885e66d86f70396ca96f07c7648154b19cea1962ef1fcddf546b9b9f229,FFD8FFE11657457869660000,200,266,Upload原图,
张莹,https://www.gy3y.cn/ks/nkxt/nfmk/doctor_33.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
林榕,https://www.gy3y.cn/ks/nkxt/nfmk/doctor_36.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
陈慧,https://www.gy3y.cn/ks/nkxt/nfmk/doctor_37.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
黄东健,https://www.gy3y.cn/ks/nkxt/zzyxk/doctor_38.html,实采,,https://www.gy3y.cn/Upload/201410/6354881270811944874812460.jpg,01_试点医院/广州医科大学附属第三医院/照片/黄东健-荔湾院区重症医学科（ICU）-主任医师-广州医科大学附属第三医院.jpg,145277,c615e333da2cac99d2ffb2e44d7a086461ae028d74b5e347070f16e16e73b5df,FFD8FFE000104A4649460001,496,661,Upload原图,
徐仲,https://www.gy3y.cn/ks/nkxt/lnyxk/doctor_39.html,实采,,https://www.gy3y.cn/Upload/201411/6355104595014981179810417.jpg,01_试点医院/广州医科大学附属第三医院/照片/徐仲-荔湾院区老年医学科-主任医师-广州医科大学附属第三医院.jpg,32694,920a7dd4c48186f2be83db3c731a3344add862bb7ac5ed571e399973bb3f6e0a,FFD8FFE1133C457869660000,200,266,Upload原图,
孔羽翱,https://www.gy3y.cn/ks/nkxt/zzyxk/doctor_40.html,实采,,https://www.gy3y.cn/Upload/201411/6355104604983603575622905.jpg,01_试点医院/广州医科大学附属第三医院/照片/孔羽翱-荔湾院区重症医学科（ICU）-副主任医师-广州医科大学附属第三医院.jpg,30738,c1dc48a776053dd06466f3692cca5437a7cc11adaaf8ccc0eff01a854c27b71d,FFD8FFE111B8457869660000,200,266,Upload原图,
李斌,https://www.gy3y.cn/ks/nkxt/lnyxk/doctor_42.html,实采,,https://www.gy3y.cn/Upload/201411/6355104626894260616416405.jpg,01_试点医院/广州医科大学附属第三医院/照片/李斌-荔湾院区老年医学科-副主任医师-广州医科大学附属第三医院.jpg,35116,dda350ba741bb13e13e1ee764cf4f533d89a35d1020cdac6c3c42960d0979f50,FFD8FFE113CF457869660000,200,266,Upload原图,
杨澄宇,https://www.gy3y.cn/ks/wkxt/xgwk/doctor_52.html,实采,,https://www.gy3y.cn/Upload/201411/6355123367278696612266579.jpg,01_试点医院/广州医科大学附属第三医院/照片/杨澄宇-荔湾院区普外一区（血管外科）-主任医师-广州医科大学附属第三医院.jpg,33502,1a684d5669477b2683167d6de5c03f0e81bb0215fd4340b0bd1062c3a65b246b,FFD8FFE113C5457869660000,200,266,Upload原图,
乔安意,https://www.gy3y.cn/ks/wkxt/pwyq/doctor_53.html,实采,,https://www.gy3y.cn/Upload/201411/6355104844008230059817316.jpg,01_试点医院/广州医科大学附属第三医院/照片/乔安意-荔湾院区普外一区（肝胆外科）-主任医师-广州医科大学附属第三医院.jpg,35059,1bf6da84516d25dc5ea00758365876c8419df68780678cc2fe99839b067f760c,FFD8FFE1141D457869660000,200,266,Upload原图,
潘裕国,https://www.gy3y.cn/ks/wkxt/pwyq/doctor_55.html,实采,,https://www.gy3y.cn/Upload/202207/637937323583684465.jpg,01_试点医院/广州医科大学附属第三医院/照片/潘裕国-荔湾院区普外一区（肝胆外科）-副主任医师-广州医科大学附属第三医院.jpg,1029148,470a99c3c204771bfeccf7a0ee15663dd3610a4f9c561918864cc5d674766a41,FFD8FFE113F5457869660000,2175,3180,Upload原图,
骆曦图,https://www.gy3y.cn/ks/wkxt/xgwk/doctor_56.html,实采,,https://www.gy3y.cn/Upload/201501/6355752271194008196904844.jpg,01_试点医院/广州医科大学附属第三医院/照片/骆曦图-荔湾院区普外一区（血管外科）-副主任医师-广州医科大学附属第三医院.jpg,205423,352fe28fc6798256a8c5d61a9da4aaae77615f314ed91fe5a4b0db07d0e9d4bb,FFD8FFE112EE457869660000,1181,1571,Upload原图,
张平,https://www.gy3y.cn/ks/wkxt/gkyq/doctor_65.html,实采,,https://www.gy3y.cn/Upload/201603/6359241991189243701173610.jpg,01_试点医院/广州医科大学附属第三医院/照片/张平-荔湾院区脊柱外科-主任医师-广州医科大学附属第三医院.jpg,217635,dac80dd1b047d74fb466e33b456c42cd6f35f75a6688a230050c5432f3a6d5b0,FFD8FFE000104A4649460001,825,1155,Upload原图,
杨波,https://www.gy3y.cn/ks/wkxt/gkyq/doctor_66.html,实采,,https://www.gy3y.cn/Upload/202506/638847290600207445.jpg,01_试点医院/广州医科大学附属第三医院/照片/杨波-荔湾院区脊柱外科-主任医师-广州医科大学附属第三医院.jpg,58554,f525dba5ec040f5e2bc030d4040dd93870b27ad77b2d3df4db9483b36dba5aaf,FFD8FFE000104A4649460001,960,1206,Upload原图,
潘永谦,https://www.gy3y.cn/ks/mjz/tjzx/doctor_68.html,实采,,https://www.gy3y.cn/Upload/201411/6355123403023780346729074.jpg,01_试点医院/广州医科大学附属第三医院/照片/潘永谦-荔湾院区健康管理中心-主任医师-广州医科大学附属第三医院.jpg,34570,7ad0a95ae75283e41aacad79d77dd2b2e358b0f0270cb0521d0f59c9e8e64f50,FFD8FFE11439457869660000,200,266,Upload原图,
张亮,https://www.gy3y.cn/ks/wkxt/gkyq/doctor_69.html,实采,,https://www.gy3y.cn/Upload/201411/6355123408811243301014603.jpg,01_试点医院/广州医科大学附属第三医院/照片/张亮-荔湾院区脊柱外科-主任医师-广州医科大学附属第三医院.jpg,33536,3c5765af7a3b82339ce3c053a2fc0768113786b4681033b2ae91ccdf22e30aa7,FFD8FFE113C4457869660000,200,266,Upload原图,
吕玉明,https://www.gy3y.cn/ks/wkxt/gkyq/doctor_71.html,实采,,https://www.gy3y.cn/Upload/201603/6359242632947850897135793.jpg,01_试点医院/广州医科大学附属第三医院/照片/吕玉明-荔湾院区脊柱外科-主任医师-广州医科大学附属第三医院.jpg,138805,4aaefd2011c381b5697074647b06319369e7aee02bbb3a5bf47af3424a1f80a7,FFD8FFE000104A4649460001,386,524,Upload原图,
尹飚,https://www.gy3y.cn/ks/wkxt/csgk/doctor_72.html,实采,,https://www.gy3y.cn/Upload/201411/6355123434123581309183490.jpg,01_试点医院/广州医科大学附属第三医院/照片/尹飚-荔湾院区创伤骨科-副主任医师-广州医科大学附属第三医院.jpg,32448,028ae975d3d2159cf8c7a490181b1d705405b2b32028cbb9704689713695de62,FFD8FFE11290457869660000,200,266,Upload原图,
余升华,https://www.gy3y.cn/ks/wkxt/csgk/doctor_75.html,实采,,https://www.gy3y.cn/Upload/202007/6372963367100294601990238.jpg,01_试点医院/广州医科大学附属第三医院/照片/余升华-荔湾院区创伤骨科-主任医师-广州医科大学附属第三医院.jpg,690231,ba6517fddc7a24163a407601177c10f443b63bc042716e4231e9ce84e9bfbb9f,FFD8FFE11413457869660000,1242,1668,Upload原图,
曾勉东,https://www.gy3y.cn/ks/wkxt/gkeq/doctor_76.html,实采,,https://www.gy3y.cn/Upload/201411/6355123525558933617476028.jpg,01_试点医院/广州医科大学附属第三医院/照片/曾勉东-荔湾院区关节外科-主任医师-广州医科大学附属第三医院.jpg,31925,0251e8e7cbdfb201a5d6b031e0e7d7b983233ddefaf78f11b4f28b5935067111,FFD8FFE11241457869660000,200,266,Upload原图,
范震波,https://www.gy3y.cn/ks/wkxt/csgk/doctor_77.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
詹鸿,https://www.gy3y.cn/ks/wkxt/mzk/doctor_78.html,实采,,https://www.gy3y.cn/Upload/202301/638094732310691276.png,01_试点医院/广州医科大学附属第三医院/照片/詹鸿-荔湾院区麻醉科-未标注-广州医科大学附属第三医院.png,63913,140c08086ed5a52c35c6809c91edb3f495c7f655412ece80338885e5e1a04240,89504E470D0A1A0A0000000D,229,314,Upload原图,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 200@2026-08-17T11:35:40Z Content-Type text/plain；页面可达；照片引用=https://www.gy3y.cn/Upload/202301/638094732310691276.png；照片 HTTP 200@2026-08-17T11:35:40Z；原始字节=63913；尺寸=229x314；SHA-256=140c08086ed5a52c35c6809c91edb3f495c7f655412ece80338885e5e1a04240；当轮冻结；第 5 轮 HTTP 200@2026-08-17T11:36:40Z Content-Type text/plain；页面可达；照片引用=https://www.gy3y.cn/Upload/202301/638094732310691276.png；已冻结第 4 轮原始照片，后续轮不覆盖
吴涯雯,https://www.gy3y.cn/ks/wkxt/mzk/doctor_81.html,实采,,https://www.gy3y.cn/Upload/201411/6355123580336708034425314.jpg,01_试点医院/广州医科大学附属第三医院/照片/吴涯雯-荔湾院区麻醉科-主任医师-广州医科大学附属第三医院.jpg,35490,3dfb18a1fbdb1a349751d146d2b490e0cd433ca584eb388ccc57094c3fc9cbdc,FFD8FFE11427457869660000,200,266,Upload原图,
肖生红,https://www.gy3y.cn/ks/wkxt/mzk/doctor_85.html,实采,,https://www.gy3y.cn/Upload/201411/6355123619225521644249229.jpg,01_试点医院/广州医科大学附属第三医院/照片/肖生红-荔湾院区麻醉科-副主任医师-广州医科大学附属第三医院.jpg,35360,33a5f49807ce879e1bd342ab92c7c60b21db0f9e029a1b4b1278daf9369edc2f,FFD8FFE113BA457869660000,200,266,Upload原图,
刘平,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_86.html,实采,,https://www.gy3y.cn/Upload/201411/6355123647591941998152769.jpg,01_试点医院/广州医科大学附属第三医院/照片/刘平-荔湾院区泌尿外科-主任医师-广州医科大学附属第三医院.jpg,32033,c4ffd316bd49dfb990eceffdd79eb0ff8b8f9e80f74d6890ea53b8cab1850a6e,FFD8FFE11299457869660000,200,266,Upload原图,
潘兆君,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_88.html,实采,,https://www.gy3y.cn/Upload/201411/6355123657978577757518372.jpg,01_试点医院/广州医科大学附属第三医院/照片/潘兆君-荔湾院区泌尿外科-主任医师-广州医科大学附属第三医院.jpg,33377,89132c5a442449f6c6b9ee4a09556b83fae29ffa0951aca857540d4fe5498843,FFD8FFE113FF457869660000,200,266,Upload原图,
黄孝庭,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_89.html,实采,,https://www.gy3y.cn/Upload/201411/6355123662481328096229109.jpg,01_试点医院/广州医科大学附属第三医院/照片/黄孝庭-荔湾院区泌尿外科-主任医师-广州医科大学附属第三医院.jpg,34046,9a689499b08941fc20569ccba367bd95dfc97207a312895c95eded3726a51ef1,FFD8FFE11435457869660000,200,266,Upload原图,
佘锡鸾,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_91.html,实采,,https://www.gy3y.cn/Upload/201411/6355123690189433199807370.jpg,01_试点医院/广州医科大学附属第三医院/照片/佘锡鸾-荔湾院区泌尿外科-主任医师-广州医科大学附属第三医院.jpg,33731,d393383b91475ac265d2c83c17d5681e3bcd50315858dbe0fc50144200e900c4,FFD8FFE11405457869660000,200,266,Upload原图,
钟剑峰,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_92.html,实采,,https://www.gy3y.cn/Upload/201411/6355123696665788444388459.jpg,01_试点医院/广州医科大学附属第三医院/照片/钟剑峰-荔湾院区泌尿外科-副主任医师-广州医科大学附属第三医院.jpg,31343,23415068b2cf673fa7e8eb8a083a22c22c14764038c43ba6b858c97e4136da13,FFD8FFE1127E457869660000,200,266,Upload原图,
邹自灏,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_93.html,实采,,https://www.gy3y.cn/Upload/201411/6355123716173287911557432.jpg,01_试点医院/广州医科大学附属第三医院/照片/邹自灏-荔湾院区泌尿外科-副主任医师-广州医科大学附属第三医院.jpg,32106,46580dc3c1f6d0dd1c783135db4984b3c98c651f85acd5db4f979565113a9696,FFD8FFE11311457869660000,200,266,Upload原图,
李育斌,https://www.gy3y.cn/ks/wkxt/mnwk/doctor_94.html,失败,详情不可达,,,,,,,,,第 1 轮 HTTP 302→200@2026-08-17T11:32:40Z Content-Type text/plain；页面标题 404；第 2 轮 HTTP 302→200@2026-08-17T11:33:40Z Content-Type text/plain；页面标题 404；第 3 轮 HTTP 302→200@2026-08-17T11:34:40Z Content-Type text/plain；页面标题 404；第 4 轮 HTTP 302→200@2026-08-17T11:35:40Z Content-Type text/plain；页面标题 404；第 5 轮 HTTP 302→200@2026-08-17T11:36:40Z Content-Type text/plain；页面标题 404
