姓名,来源链接,状态,失败三态,照片链接,照片文件,字节数,SHA-256,宽,高,错误证据
内科,https://www.zssy.com.cn/node/6008,失败,无照片容器,,,,,,,无照片容器
外科,https://www.zssy.com.cn/node/14062,失败,无照片容器,,,,,,,无照片容器
李名安,https://www.zssy.com.cn/node/15372,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E6%9D%8E%E5%90%8D%E5%AE%89.jpg,01_试点医院/中山大学附属第三医院/照片/李名安-介入科-副主任医师-中山大学附属第三医院.jpg,762255,60b88cda2d1276f0aae049ca5d9ee144bb782c63abfb77b50ec7d842e4352339,2022,2172,
吴春,https://www.zssy.com.cn/node/14218,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2017092716543556019517.png,01_试点医院/中山大学附属第三医院/照片/吴春-介入科-副主任医师-中山大学附属第三医院.jpg,99023,4cc044985ca700e3b4417561082bdfae59e354d613c4ce569ad098224543d037,364,450,
张炎,https://www.zssy.com.cn/node/11266,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014031122491698609594.jpg,01_试点医院/中山大学附属第三医院/照片/张炎-不育与性医学科-主任医师-中山大学附属第三医院.jpg,129963,7141704879cda58dbac5bd2df50ef6e8d344fcde557ad354751b08b395304fa5,521,694,
齐涛,https://www.zssy.com.cn/node/28381,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%BD%90%E6%B6%9B.png,01_试点医院/中山大学附属第三医院/照片/齐涛-不育与性医学科-副主任医师-中山大学附属第三医院.png,408710,7858d3f366ff645eeb1f979a74eb3f2e6191eb607213b98ef7b595caa538eeb2,650,948,
精神,https://www.zssy.com.cn/node/14071,失败,无照片容器,,,,,,,无照片容器
中医科,https://www.zssy.com.cn/node/14072,失败,无照片容器,,,,,,,无照片容器
张昆,https://www.zssy.com.cn/node/20373,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/11_3.jpg,01_试点医院/中山大学附属第三医院/照片/张昆-中医科-副主任医师-中山大学附属第三医院.jpg,179247,323508cc721d20a6fa91db7cccadd00c3f190746325864f75ad26a9364b2d420,390,567,
张炯善,https://www.zssy.com.cn/node/23368,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/24.jpg,01_试点医院/中山大学附属第三医院/照片/张炯善-中医科-副主任医师-中山大学附属第三医院.jpg,172896,d8013c54d28882b3558ccf2e8acc824e270832747eb361afac4a13f21d4ef5f8,390,567,
戴敏,https://www.zssy.com.cn/node/11292,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/29.jpg,01_试点医院/中山大学附属第三医院/照片/戴敏-中医科-主任医师-中山大学附属第三医院.jpg,174915,2f890180d8a776b8746f9064c3972d9144d68a06b36fbce87167a1110954214b,390,567,
招柏明,https://www.zssy.com.cn/node/28422,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/30%20%E6%8B%9B%E6%9F%8F%E6%98%8E.jpg,01_试点医院/中山大学附属第三医院/照片/招柏明-中医科-副主任医师-中山大学附属第三医院.jpg,174058,c0cb48952e5a1c92ee4d2d9989077fe5cb459f0bbf7958812c2ffed7fec8fd04,390,567,
李永伟,https://www.zssy.com.cn/node/11289,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/32.jpg,01_试点医院/中山大学附属第三医院/照片/李永伟-中医科-副主任医师-中山大学附属第三医院.jpg,182250,fe8dfef2f09881b7c23c9ab13f8844377a57ba8c4fab71ed07bee90c90e34487,390,567,
李跃,https://www.zssy.com.cn/node/28419,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/36%E6%9D%8E%E8%B7%83.jpg,01_试点医院/中山大学附属第三医院/照片/李跃-中医科-副主任医师-中山大学附属第三医院.jpg,191452,8446a34b0c6fad072a22e2f5e9f8e8fba5862cacec5bf52881806d4785a0a125,390,567,
杨宏志,https://www.zssy.com.cn/node/11072,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/6_0.jpg,01_试点医院/中山大学附属第三医院/照片/杨宏志-中医科-主任医师-中山大学附属第三医院.jpg,176186,dfc1801f7a9c6c6ef38509a380f595ebb738bfb1689f2e4f9a108ee4911fd3db,390,567,
杨跃武,https://www.zssy.com.cn/node/11291,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/5_1.jpg,01_试点医院/中山大学附属第三医院/照片/杨跃武-中医科-副主任医师-中山大学附属第三医院.jpg,176015,51c517599a1a9c6c03ba1f8e113349d5df735b65936a61b89b74121721dd5cfa,390,567,
王凤林,https://www.zssy.com.cn/node/20369,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/21.jpg,01_试点医院/中山大学附属第三医院/照片/王凤林-中医科-副主任医师-中山大学附属第三医院.jpg,175801,c425a8d65d16ffd2c4c52944cb9de9db82a0f5a8415cdd9d52ce7735287d8d31,390,567,
王拥泽,https://www.zssy.com.cn/node/11312,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/25.jpg,01_试点医院/中山大学附属第三医院/照片/王拥泽-中医科-副主任医师-中山大学附属第三医院.jpg,183189,aa8ef504f2e5e4593b3bdd13d231ff04611c3a6cb6c92e843b29f27d18fe0a51,390,567,
谢和平,https://www.zssy.com.cn/node/11297,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/3.jpg,01_试点医院/中山大学附属第三医院/照片/谢和平-中医科-副主任医师-中山大学附属第三医院.jpg,179765,2aaf5147a17f8dbba29772a1e0db822e3a819331eeb51066572363e618935b80,390,567,
邹增城,https://www.zssy.com.cn/node/28420,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/34%20%E9%82%B9%E5%A2%9E%E5%9F%8E.jpg,01_试点医院/中山大学附属第三医院/照片/邹增城-中医科-副主任医师-中山大学附属第三医院.jpg,175708,5141b222c9d2ef88e9a69ba383ab9fdb8a8ecaa313abe8d722318ade5819a212,390,567,
陈燕,https://www.zssy.com.cn/node/20372,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/27.jpg,01_试点医院/中山大学附属第三医院/照片/陈燕-中医科-副主任医师-中山大学附属第三医院.jpg,172865,a24552fc128dd0fab069a17766cd9c4be46da8ce84358d10f15c9b7bb1d3efd2,390,567,
陈鸿杰,https://www.zssy.com.cn/node/28421,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/15%20%E9%99%88%E9%B8%BF%E6%9D%B0.jpg,01_试点医院/中山大学附属第三医院/照片/陈鸿杰-中医科-副主任医师-中山大学附属第三医院.jpg,170225,4426347c51bc6c8f16e766b7a78016e673b2efde9b8da45ebbb4cc20ddfb158d,390,567,
卞华伟,https://www.zssy.com.cn/node/15400,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E6%97%A0%E6%A0%87%E9%A2%98.png,01_试点医院/中山大学附属第三医院/照片/卞华伟-临床营养科-副主任医师-中山大学附属第三医院.png,347003,378a07eaf660d00633698e1d4772c8cae81a0110bf81cff293868351a9fb94bf,325,466,
吴玲玲,https://www.zssy.com.cn/node/14151,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/f428bd0cdf91c5f705f7880f664a018.png,01_试点医院/中山大学附属第三医院/照片/吴玲玲-产科-主任医师-中山大学附属第三医院.png,1792350,63480558e9a2e05e5925a53370a72a90abfcc6965daa4b68cbeb92ed684d8244,2480,1949,
周水生,https://www.zssy.com.cn/node/14148,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/6f53dfb34f950b13c7004f7902ba51e.png,01_试点医院/中山大学附属第三医院/照片/周水生-产科-副主任医师-中山大学附属第三医院.png,964465,b91f1f0aeb6b6a6a5259e81a7c6fce77cb62449571029b1b6ec2b0c2296d7ad3,1558,1238,
周瑾,https://www.zssy.com.cn/node/28849,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%91%A8%E7%91%BE.png,01_试点医院/中山大学附属第三医院/照片/周瑾-产科-副主任医师-中山大学附属第三医院.png,588042,e50e8aa53a408cd9a025a65fa75ed6f66da8a4e5b52078fabe2fb7b827016bad,874,695,
尹玉竹,https://www.zssy.com.cn/node/14152,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/bde76cb28236abacd0cc9c1b56492f1.png,01_试点医院/中山大学附属第三医院/照片/尹玉竹-产科-主任医师-中山大学附属第三医院.png,531820,18b43059d248da669ee07c47570775dd857b2c17bc540bc8e9428209ea37e48e,796,654,
崔金晖,https://www.zssy.com.cn/node/28848,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%B4%94%E9%87%91%E6%99%96.jpg,01_试点医院/中山大学附属第三医院/照片/崔金晖-产科-副主任医师-中山大学附属第三医院.jpg,156269,5f3beb79df2d58ea24a05a4daa1310beb31c583be8d5292757598ff1ad08455b,1280,1792,
张媛,https://www.zssy.com.cn/node/28844,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%BC%A0%E5%AA%9B.png,01_试点医院/中山大学附属第三医院/照片/张媛-产科-副主任医师-中山大学附属第三医院.png,398258,063773f9e6147c4a217c2ea42893ea7acd96930aa458b02ce1b9c1293aeccb6e,875,690,
李萍,https://www.zssy.com.cn/node/28845,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20250811114525.png,01_试点医院/中山大学附属第三医院/照片/李萍-产科-副主任医师-中山大学附属第三医院.png,903197,fb6a3e94e62f878b5b0621eb46ab48c4c9392fb418a10a01a4f762675df3989e,811,819,
梅志雄,https://www.zssy.com.cn/node/14150,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/10.png,01_试点医院/中山大学附属第三医院/照片/梅志雄-产科-主任医师-中山大学附属第三医院.png,1429276,a828fb3a9111ed16383027840c69cc9de664785b7edd9dd4545e7315e9f90964,2480,1949,
滕奔琦,https://www.zssy.com.cn/node/14146,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E6%BB%95%E5%8C%BB%E7%94%9F.png,01_试点医院/中山大学附属第三医院/照片/滕奔琦-产科-副主任医师-中山大学附属第三医院.png,464148,7cde649366659ba2ee3b8a43285c6259f943cd485cada2c0d9bfe2b260e43591,797,568,
范建辉,https://www.zssy.com.cn/node/11053,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E8%8C%83%E8%80%81%E5%B8%88.png,01_试点医院/中山大学附属第三医院/照片/范建辉-产科-主任医师-中山大学附属第三医院.png,580578,ababa7ec5c416fb1797b4a6256cfdb3060c4f8b2af4a604dad446888ce215388,874,686,
许成芳,https://www.zssy.com.cn/node/14153,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/6.png,01_试点医院/中山大学附属第三医院/照片/许成芳-产科-主任医师-中山大学附属第三医院.png,1740025,f83c25b0086cf4ced5b4ee606ca8898600af229094b1f5e7dba3f2c5fa1a99e9,2480,1949,
邓妮,https://www.zssy.com.cn/node/14107,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%82%93%E8%80%81%E5%B8%88.png,01_试点医院/中山大学附属第三医院/照片/邓妮-产科-副主任医师-中山大学附属第三医院.png,419037,61db8233ea06cb2b81bb13feb7d9d152d9278d8999d69bf5a115768857999726,789,651,
韩振艳,https://www.zssy.com.cn/node/28843,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%9F%A9%E6%8C%AF%E8%89%B3.png,01_试点医院/中山大学附属第三医院/照片/韩振艳-产科-副主任医师-中山大学附属第三医院.png,511831,a2fb997a9c429220ed720e47127c45d2d9052e02d3991c860cedaeb471d85ee3,874,667,
介入科,https://www.zssy.com.cn/node/14059,失败,无照片容器,,,,,,,无照片容器
向展望,https://www.zssy.com.cn/node/28432,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%90%91%E5%B1%95%E6%9C%9B_1.jpg,01_试点医院/中山大学附属第三医院/照片/向展望-介入科-副主任医师-中山大学附属第三医院.jpg,486228,284ba3540f9b5dade20228bee76624e7b8664fda622edee787236bf0c116f761,879,1280,
姜在波,https://www.zssy.com.cn/node/14263,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2016022600134360441251.jpg,01_试点医院/中山大学附属第三医院/照片/姜在波-介入科-主任医师-中山大学附属第三医院.jpg,147228,face023e89841abbb543a4225386362cde85d380bdf231bef29d400d94f24725,476,662,
李征然,https://www.zssy.com.cn/node/14261,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100816454630001758.jpg,01_试点医院/中山大学附属第三医院/照片/李征然-介入科-副主任医师-中山大学附属第三医院.jpg,12158,f0c73e87acbc7ad7fca4edd54e35ac0a83595d99c0710ffb4d90a31f480d87ac,106,150,
陈俊伟,https://www.zssy.com.cn/node/15228,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%99%88%E4%BF%8A%E4%BC%9F.png,01_试点医院/中山大学附属第三医院/照片/陈俊伟-介入科-副主任医师-中山大学附属第三医院.png,251846,5725bb6e8c0819d45b316d5f956c2ea69534239b287092349b9631c49f9a85e3,432,648,
黄明声,https://www.zssy.com.cn/node/14264,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2016022600171209883849.jpg,01_试点医院/中山大学附属第三医院/照片/黄明声-介入科-教授-中山大学附属第三医院.jpg,135973,fe6c5d0d6a9b62567ab7a4ea8baaaa0c5475a9b13d0a41e2b200cb4f948de953,476,662,
儿科,https://www.zssy.com.cn/node/14065,失败,无照片容器,,,,,,,无照片容器
唐新意,https://www.zssy.com.cn/node/11202,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031312012796557340.jpg,01_试点医院/中山大学附属第三医院/照片/唐新意-儿科-副主任医师-中山大学附属第三医院.jpg,122750,e60bb5b46393650db6e19fe9a30b176d3ae7f4e462a585814a9a443b3e73c40e,390,567,
张萍萍,https://www.zssy.com.cn/node/11170,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031317415409905699.png,01_试点医院/中山大学附属第三医院/照片/张萍萍-儿科-副主任医师-中山大学附属第三医院.jpg,23917,a02a43102997d4ec394746513c3dad1585d70b2458f4473c7fcc3fcfab53de81,145,187,
朱顺叶,https://www.zssy.com.cn/node/11160,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031312065472373849.jpg,01_试点医院/中山大学附属第三医院/照片/朱顺叶-儿科-副主任医师-中山大学附属第三医院.jpg,317061,7a659a4cb4f9ebb39758ed252b6852bb51fedd52d4aaeb4b6a5b0107f99132e9,713,929,
李晓峰,https://www.zssy.com.cn/node/11169,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031415265056821145.png,01_试点医院/中山大学附属第三医院/照片/李晓峰-儿科-副主任医师-中山大学附属第三医院.jpg,23787,b4c0e615fabc5a70830f03cf20686b6ee33939469ecda1c8d5c24f8498243099,167,233,
梁亚勇,https://www.zssy.com.cn/node/11172,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031317200750316250.png,01_试点医院/中山大学附属第三医院/照片/梁亚勇-儿科-副主任医师-中山大学附属第三医院.jpg,47288,1ef3f0338361b32ea68ad2b0e7bd93a48e6cc68555bbf697e67326b8b2ff1fb6,253,318,
潘思年,https://www.zssy.com.cn/node/11171,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100817330882204627.jpg,01_试点医院/中山大学附属第三医院/照片/潘思年-儿科-副主任医师-中山大学附属第三医院.jpg,15297,7abcfa7c49958ad4300dcc1571b1d03907bbc6dd3b4c8e4dbe22aec813d77d2c,115,150,
牟一坤,https://www.zssy.com.cn/node/11165,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014022321441945900937.jpg,01_试点医院/中山大学附属第三医院/照片/牟一坤-儿科-副主任医师-中山大学附属第三医院.jpg,179383,6d2e71ee369b8461d8498101070c0111ab46b186b5d5519afab9f987d6d68f6f,1698,2362,
王清文,https://www.zssy.com.cn/node/11156,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031415392197470628%20%281%29_%E5%89%AF%E6%9C%AC.jpg,01_试点医院/中山大学附属第三医院/照片/王清文-儿科-副主任医师-中山大学附属第三医院.jpg,1123132,5356fb26681a391b2510726a093e168ff1dbbbdec36aacd507db40d794d2646d,2258,3264,
纪经智,https://www.zssy.com.cn/node/11167,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014022321480921009483.jpg,01_试点医院/中山大学附属第三医院/照片/纪经智-儿科-副主任医师-中山大学附属第三医院.jpg,125926,9f493e50249ec6c98e48b917a24cf189a1244c77d8160b62041a453049c0a88d,1772,2280,
肖作源,https://www.zssy.com.cn/node/11168,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019031215365080112805.jpg,01_试点医院/中山大学附属第三医院/照片/肖作源-儿科-副主任医师-中山大学附属第三医院.jpg,49279,4e2f6d7f446c2a1d4d170a226a5369e997163d84b4605ac267f270a095b6136a,260,378,
蔡耘,https://www.zssy.com.cn/node/11163,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100816263804202185.jpg,01_试点医院/中山大学附属第三医院/照片/蔡耘-儿科-副主任医师-中山大学附属第三医院.jpg,15003,992abc417f88a8a8a93e1f47a9b3e6562b27692a51f19dd8f03ed18a6d24063f,116,150,
陈壮桂,https://www.zssy.com.cn/node/11175,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100817333981702162.jpg,01_试点医院/中山大学附属第三医院/照片/陈壮桂-儿科-主任医师-中山大学附属第三医院.jpg,12177,e4cceb6dc6f7612a702949e8693d8a7e05ab7579b25906e5a3b2484b372b046f,109,150,
陈奋华,https://www.zssy.com.cn/node/11173,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100816341379501711.jpg,01_试点医院/中山大学附属第三医院/照片/陈奋华-儿科-副主任医师-中山大学附属第三医院.jpg,14334,3ce3118185fa4341547f5386c625caa75d0ace98f945e2403fe5ac8558f57adc,108,150,
陈惠芹,https://www.zssy.com.cn/node/11193,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%9B%BE%E7%89%871.png,01_试点医院/中山大学附属第三医院/照片/陈惠芹-儿科-副主任医师-中山大学附属第三医院.png,132815,58ee2a2ffd896aa1dacaf8d0d48e86b0087408df07f15353a0123c5c42273690,336,489,
陈虹,https://www.zssy.com.cn/node/11164,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014022321230378306953.jpg,01_试点医院/中山大学附属第三医院/照片/陈虹-儿科-副主任医师-中山大学附属第三医院.jpg,162294,790d9ba05a20f44ea1559a0a1b8c8cc5e2cc72d00e96e48e10530f6bc6c1f57e,1992,2756,
黎雅婷,https://www.zssy.com.cn/node/11157,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2020102011175341924957.jpg,01_试点医院/中山大学附属第三医院/照片/黎雅婷-儿科-副主任医师-中山大学附属第三医院.jpg,196785,21c0739f0c2d7ffb1e46f72b6704c05a6aecd6f519da888c733676d29081bb21,648,972,
詹国栋,https://www.zssy.com.cn/node/29978,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E8%A9%B9%E5%9B%BD%E6%A0%8B%E7%94%9F%E6%B4%BB%E7%85%A7.jpeg,01_试点医院/中山大学附属第三医院/照片/詹国栋-儿童行为发育中心-副主任医师-中山大学附属第三医院.jpg,715257,ef59eb42f30bcfa45950c52c3e2438f61e2222e0c5369193f35c74dc18e61054,1908,2465,
邓红珠,https://www.zssy.com.cn/node/11107,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2013100816382893000243.jpg,01_试点医院/中山大学附属第三医院/照片/邓红珠-儿童行为发育中心-主任医师-中山大学附属第三医院.jpg,12078,ada2fdfc8232535397fd63f5a5fcf1bf569172c14350967801f89c28a87634c9,106,150,
邹小兵,https://www.zssy.com.cn/node/15313,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%82%B9%E4%B8%BB%E4%BB%BB.png,01_试点医院/中山大学附属第三医院/照片/邹小兵-儿童行为发育中心-主任医师-中山大学附属第三医院.png,321354,2b19914a5aa3dc9f94756545f174332437bb8b94ee0434d573c16157ad977b68,522,587,
刘小云,https://www.zssy.com.cn/node/15239,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%88%98%E5%B0%8F%E4%BA%91.jpg,01_试点医院/中山大学附属第三医院/照片/刘小云-全科医学科-副主任医师-中山大学附属第三医院.jpg,223259,bfab35d9b852bbc7ef2afcdcf175e7fc218e544fb0974a7cacc888aa01604b0b,853,1280,
周凤丽,https://www.zssy.com.cn/node/11036,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%91%A8%E5%87%A4%E4%B8%BD.jpg,01_试点医院/中山大学附属第三医院/照片/周凤丽-全科医学科-主任医师-中山大学附属第三医院.jpg,313765,66e5e38329e8f48ebfe5c30864e473a881e556902ccd4c78dc9202b44aacf171,1852,2214,
张扣兴,https://www.zssy.com.cn/node/15231,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/1.%E5%BC%A0%E6%89%A3%E5%85%B4%EF%BC%88%E5%AD%A6%E7%A7%91%E5%B8%A6%E5%A4%B4%E4%BA%BA%EF%BC%89.jpg,01_试点医院/中山大学附属第三医院/照片/张扣兴-全科医学科-主任医师-中山大学附属第三医院.jpg,1683615,da84a449f74e963104dc44aa84f8432e29500064ec95643e1eec523735b3e127,3466,4852,
张海燕,https://www.zssy.com.cn/node/15237,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20210827182042.jpg,01_试点医院/中山大学附属第三医院/照片/张海燕-全科医学科-副主任医师-中山大学附属第三医院.jpg,94189,4199f2ff6cfd3fffa208bf71d016d8bb26533d18add205ff3a5f22b2bf1cb693,1080,1570,
江玮,https://www.zssy.com.cn/node/15235,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/6.%E6%B1%9F%E7%8E%AE%EF%BC%88%E4%B8%BB%E6%B2%BB%E5%8C%BB%E5%B8%88%EF%BC%89.jpg,01_试点医院/中山大学附属第三医院/照片/江玮-全科医学科-主治医师-中山大学附属第三医院.jpg,128500,8c8eb24acb447072182f8d4f4987603cdf98b25f111919ee0253b6c493ad3e60,1024,1536,
陈宣蓉,https://www.zssy.com.cn/node/15234,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E9%99%88%E5%AE%A3%E8%93%891.jpg,01_试点医院/中山大学附属第三医院/照片/陈宣蓉-全科医学科-主治医师-中山大学附属第三医院.jpg,20587,ae34b1043d3389876b221f74dbb56fdfd01f39018a424f1c788c25fc575ca73e,412,568,
严晋华,https://www.zssy.com.cn/node/14128,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014021722301344845171.jpg,01_试点医院/中山大学附属第三医院/照片/严晋华-内分泌与代谢病学科-主任医师-中山大学附属第三医院.jpg,72355,edd5bf8197aa6729f07d2be392407a995c30afd5536daccf447c52c4b4f6bcaf,300,400,
何学敏,https://www.zssy.com.cn/node/29739,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%9B%BE%E7%89%872_11.png,01_试点医院/中山大学附属第三医院/照片/何学敏-内分泌与代谢病学科-副研究员-中山大学附属第三医院.png,315590,bff65921f4a16d2d2fb4acdd41484640238b656aa3001cc2d1e6fb7dda468584,579,619,
姚斌,https://www.zssy.com.cn/node/14139,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019030515064577166185.jpg,01_试点医院/中山大学附属第三医院/照片/姚斌-内分泌与代谢病学科-主任医师-中山大学附属第三医院.jpg,97371,8bc880e36686d09ab0762468cfb8e2f2c3e389d4d33423c0d9b92beab8b28c6d,354,472,
张国超,https://www.zssy.com.cn/node/14133,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2014022521435039400516.jpg,01_试点医院/中山大学附属第三医院/照片/张国超-内分泌与代谢病学科-副主任医师-中山大学附属第三医院.jpg,286935,8a17bd5da416e865782e9eae97b79b799c646eb39f77d41fbd7b06a8fdfb669e,1880,2507,
张瑶,https://www.zssy.com.cn/node/29738,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/%E5%9B%BE%E7%89%871_18.png,01_试点医院/中山大学附属第三医院/照片/张瑶-内分泌与代谢病学科-副主任医师-中山大学附属第三医院.png,465996,cd5d4beb9d7d3564c6f03cba41daea2e076e512ed6b765a02f5a6c261ffef1d0,321,362,
彭军,https://www.zssy.com.cn/node/25309,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/377b2af451e1bdd1d4941be1bf8aeea.jpg,01_试点医院/中山大学附属第三医院/照片/彭军-内分泌与代谢病学科-副研究员-中山大学附属第三医院.jpg,50433,9e10235ec050e23b469f3e28ac57a36ded27fe5f0fdc37c4268015f957e97671,295,413,
徐芬,https://www.zssy.com.cn/node/14126,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/2019030915004088963273.jpg,01_试点医院/中山大学附属第三医院/照片/徐芬-内分泌与代谢病学科-研究员-中山大学附属第三医院.jpg,108163,ce284bb98040bd1fe06a4a019f544465bd98ec6adb2abdd8fea2799afb8e1232,354,472,
曾龙驿,https://www.zssy.com.cn/node/14136,实采,,https://www.zssy.com.cn/sites/zssy.prod.sysucloud1.sysu.edu.cn/files/830097.jpg,01_试点医院/中山大学附属第三医院/照片/曾龙驿-内分泌与代谢病学科-教授-中山大学附属第三医院.jpg,11018,43220e2ec3782c4554227d45f93898107c3b1fb26a8c2f3abde7ea74bef0324a,132,176,
