ID,姓名,来源链接,状态,失败分类,分类状态,API category,API keshi_ids,API image 字段原值,照片链接,照片文件,实际格式,字节数,SHA-256,宽,高,来源批次,错误证据
32,徐冬雪,https://www.gykqyy.com/list.html?category=55&id=32,实采,,FINAL,55,5,https://www.gykqyy.com/uploads/20240717/f0f92226120e164e535787d9027c6ce2.png,https://www.gykqyy.com/uploads/20240717/f0f92226120e164e535787d9027c6ce2.png,01_试点医院/广州医科大学附属口腔医院/照片/徐冬雪-荔湾院区儿童口腔科-副主任医师-广州医科大学附属口腔医院.png,png,165617,648b31a723b8575ad06f3325d4ded8602e8d01a3cec1f9951294c95d619610d3,369,464,FULL_FETCH,
53,赵伟,https://www.gykqyy.com/list.html?category=55&id=53,实采,,FINAL,55,6,https://www.gykqyy.com/uploads/20240718/0e9a5ea23ea2bbfaefef6815aff6bdf1.png,https://www.gykqyy.com/uploads/20240718/0e9a5ea23ea2bbfaefef6815aff6bdf1.png,01_试点医院/广州医科大学附属口腔医院/照片/赵伟-荔湾院区口腔颌面外科-副主任医师-广州医科大学附属口腔医院.png,png,909229,af9ea6ec034416afdbe96c551060e597148fa3333038a4e67f15c33c15f14854,800,980,FULL_FETCH,
139,邓力,https://www.gykqyy.com/list.html?category=55&id=139,实采,,FINAL,55,30,https://www.gykqyy.com/uploads/20240710/9ad90c551c90f358ea66fa0ccebe70f8.jpg,https://www.gykqyy.com/uploads/20240710/9ad90c551c90f358ea66fa0ccebe70f8.jpg,01_试点医院/广州医科大学附属口腔医院/照片/邓力-荔湾院区颞下颌关节科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,609834,5879d99e31cb601c3ad46cdde711a9b8fcfe49f208172efb0d39272e25d640cb,2486,3719,FULL_FETCH,
140,麦熙,https://www.gykqyy.com/list.html?category=55&id=140,实采,,FINAL,55,"15,30",https://www.gykqyy.com/uploads/20240822/4f1dd8c87502085d37c11d59177d911c.jpg,https://www.gykqyy.com/uploads/20240822/4f1dd8c87502085d37c11d59177d911c.jpg,01_试点医院/广州医科大学附属口腔医院/照片/麦熙-荔湾院区颞下颌关节科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,16406,cedd9270cfbf47f492b0881210cc6dbfb6932c23fbfbdf22a80caca8f62e4785,267,400,FULL_FETCH,
308,刘春江,https://www.gykqyy.com/list.html?category=55&id=308,实采,,FINAL,55,35,https://www.gykqyy.com/uploads/20240724/222e16a9dadc30e87b42cf4351e5aaf8.jpg,https://www.gykqyy.com/uploads/20240724/222e16a9dadc30e87b42cf4351e5aaf8.jpg,01_试点医院/广州医科大学附属口腔医院/照片/刘春江-麻醉手术中心-副主任医师-广州医科大学附属口腔医院.png,png,299388,8dd8f41ffb6ef0c8dca0161c0bd382bbdaa24c2b75b5a75e8573dd6375fb7670,480,625,FULL_FETCH,
35,盛婷,https://www.gykqyy.com/list.html?category=55&id=35,实采,,FINAL,55,5,https://www.gykqyy.com/uploads/20241012/ac0261f93fe78b8df2efe8ab89b6885b.jpg,https://www.gykqyy.com/uploads/20241012/ac0261f93fe78b8df2efe8ab89b6885b.jpg,01_试点医院/广州医科大学附属口腔医院/照片/盛婷-荔湾院区儿童口腔科-副主任医师-广州医科大学附属口腔医院.png,png,198771,c23f1593f6b70d935f1131800031663a2276a1137381e5d002b34b8bc0d06fd7,314,416,FULL_FETCH,
317,俞艳,https://www.gykqyy.com/list.html?category=55&id=317,实采,,FINAL,55,10,https://www.gykqyy.com/uploads/20240815/61137ee0f7a10fbeac32f6ba06734ac4.png,https://www.gykqyy.com/uploads/20240815/61137ee0f7a10fbeac32f6ba06734ac4.png,01_试点医院/广州医科大学附属口腔医院/照片/俞艳-荔湾院区牙体牙髓科-副主任医师-广州医科大学附属口腔医院.png,png,342951,4a9bb95c09d0cbc41cb7857d4519cee99363ce3b3ddc405b8d880b4a738cf1ef,498,659,FULL_FETCH,
126,韦丽芬,https://www.gykqyy.com/list.html?category=55&id=126,实采,,FINAL,55,14,https://www.gykqyy.com/uploads/20241012/0c0611226fd899fde783c22a96b339b2.jpg,https://www.gykqyy.com/uploads/20241012/0c0611226fd899fde783c22a96b339b2.jpg,01_试点医院/广州医科大学附属口腔医院/照片/韦丽芬-荔湾院区口腔种植科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,459765,cfb560289ce7e8f8cb818ace6cb53fed84b93e63557699b5985cc89f65d08613,2782,3709,FULL_FETCH,
87,孔媛媛,https://www.gykqyy.com/list.html?category=55&id=87,实采,,FINAL,55,"10,39",https://www.gykqyy.com/uploads/20241012/23aa9ea459ab9604e70ecd7d17360bb3.jpg,https://www.gykqyy.com/uploads/20241012/23aa9ea459ab9604e70ecd7d17360bb3.jpg,01_试点医院/广州医科大学附属口腔医院/照片/孔媛媛-荔湾院区牙体牙髓科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,489794,470b4d73ba12e70b9a27c07539ccf100b65062804c237fa2ec50f403f2d3828a,2880,3840,FULL_FETCH,
74,吕胡玲,https://www.gykqyy.com/list.html?category=55&id=74,实采,,FINAL,55,8,https://www.gykqyy.com/uploads/20241016/24cb8ad298780455385fc50cec93c7db.jpg,https://www.gykqyy.com/uploads/20241016/24cb8ad298780455385fc50cec93c7db.jpg,01_试点医院/广州医科大学附属口腔医院/照片/吕胡玲-荔湾院区口腔修复科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,466654,46265251c1f34f56c034e88552f7d8a2b486f09fcae020998a819a1ad3f4bd12,2880,3840,FULL_FETCH,
106,秦文光,https://www.gykqyy.com/list.html?category=55&id=106,实采,,FINAL,55,11,https://www.gykqyy.com/uploads/20241012/3d55c5f9276ddb32554dd68b6c13bee9.png,https://www.gykqyy.com/uploads/20241012/3d55c5f9276ddb32554dd68b6c13bee9.png,01_试点医院/广州医科大学附属口腔医院/照片/秦文光-荔湾院区牙周病科-副主任医师-广州医科大学附属口腔医院.png,png,538437,7bdd4deae4c8e9f8b0b8b2f25671d85ca651b037eb028d1b9651cf30b5e6741c,495,662,FULL_FETCH,
72,余培,https://www.gykqyy.com/list.html?category=55&id=72,实采,,FINAL,55,"8,39",https://www.gykqyy.com/uploads/20241016/f36e37d50bae0e85898f377d2e2dc785.jpg,https://www.gykqyy.com/uploads/20241016/f36e37d50bae0e85898f377d2e2dc785.jpg,01_试点医院/广州医科大学附属口腔医院/照片/余培-荔湾院区口腔修复科-副主任医师-广州医科大学附属口腔医院.jpg,jpg,411710,94f764feb60325ec23ffbedbe7c735e4e4b3dd494b2707bc805a0ab03d532f35,2827,3769,FULL_FETCH,
118,赵陆,https://www.gykqyy.com/list.html?category=55&id=118,实采,,FINAL,55,13,https://www.gykqyy.com/uploads/20260226/16452531a8e17000bce5ed9348dbe14a.png,https://www.gykqyy.com/uploads/20260226/16452531a8e17000bce5ed9348dbe14a.png,01_试点医院/广州医科大学附属口腔医院/照片/赵陆-荔湾院区口腔正畸科-副主任医师-广州医科大学附属口腔医院.png,png,475994,e4ab72a973e071608f6ae1b9189e785925e82822e182ceb07ab90f9034e5563b,1266,1266,FULL_FETCH,
256,欧玲伶,https://www.gykqyy.com/list.html?category=55&id=256,失败留空,无照片容器,FINAL,55,21,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
82,张文娟,https://www.gykqyy.com/list.html?category=55&id=82,失败留空,无照片容器,FINAL,55,10,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
83,闫亮,https://www.gykqyy.com/list.html?category=55&id=83,失败留空,无照片容器,FINAL,55,10,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
300,吴磊,https://www.gykqyy.com/list.html?category=55&id=300,失败留空,无照片容器,FINAL,55,37,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
55,张君伟,https://www.gykqyy.com/list.html?category=55&id=55,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
59,黄珞,https://www.gykqyy.com/list.html?category=55&id=59,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
141,李传洁,https://www.gykqyy.com/list.html?category=55&id=141,实采,,FINAL,55,15,https://www.gykqyy.com/uploads/20260226/df096a04ab52969e7e17a47386a93e03.png,https://www.gykqyy.com/uploads/20260226/df096a04ab52969e7e17a47386a93e03.png,01_试点医院/广州医科大学附属口腔医院/照片/李传洁-越秀院区颞下颌关节科-副主任医师-广州医科大学附属口腔医院.png,png,258583,9b159b8487a2874c1c872b6217489631e08ae36db9bd6776107186d162da407c,1267,845,FULL_FETCH,
143,曹威,https://www.gykqyy.com/list.html?category=55&id=143,失败留空,无照片容器,FINAL,55,30,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
289,陈伟鸿,https://www.gykqyy.com/list.html?category=55&id=289,失败留空,无照片容器,FINAL,55,24,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
69,梁倩,https://www.gykqyy.com/list.html?category=55&id=69,失败留空,无照片容器,FINAL,55,8,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
86,李阳,https://www.gykqyy.com/list.html?category=55&id=86,实采,,FINAL,55,10,https://www.gykqyy.com/uploads/20260226/d7ab6b314bb4db57f1cb8ff0280c5fcb.png,https://www.gykqyy.com/uploads/20260226/d7ab6b314bb4db57f1cb8ff0280c5fcb.png,01_试点医院/广州医科大学附属口腔医院/照片/李阳-荔湾院区牙体牙髓科-副主任医师-广州医科大学附属口腔医院.png,png,98475,478de64552d3c0e056e13919a4255e64d486a3bb5312ac7bd81d3e53fb5235cf,337,389,FULL_FETCH,
103,朱德星,https://www.gykqyy.com/list.html?category=55&id=103,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
288,周子亮,https://www.gykqyy.com/list.html?category=55&id=288,失败留空,无照片容器,FINAL,55,27,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
65,陈浩,https://www.gykqyy.com/list.html?category=55&id=65,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
73,孙千月,https://www.gykqyy.com/list.html?category=55&id=73,失败留空,无照片容器,FINAL,55,8,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
88,李慧,https://www.gykqyy.com/list.html?category=55&id=88,失败留空,无照片容器,FINAL,55,10,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
104,叶兰峰,https://www.gykqyy.com/list.html?category=55&id=104,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
129,曾妃菲,https://www.gykqyy.com/list.html?category=55&id=129,失败留空,无照片容器,FINAL,55,14,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
251,杨凯,https://www.gykqyy.com/list.html?category=55&id=251,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
64,陈伦秋,https://www.gykqyy.com/list.html?category=55&id=64,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
90,赵健,https://www.gykqyy.com/list.html?category=55&id=90,失败留空,无照片容器,FINAL,55,10,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
108,姜新娣,https://www.gykqyy.com/list.html?category=55&id=108,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
58,刘耀然,https://www.gykqyy.com/list.html?category=55&id=58,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
77,杨双,https://www.gykqyy.com/list.html?category=55&id=77,失败留空,无照片容器,FINAL,55,8,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
107,乔聪聪,https://www.gykqyy.com/list.html?category=55&id=107,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
134,查骏,https://www.gykqyy.com/list.html?category=55&id=134,失败留空,无照片容器,FINAL,55,14,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
261,王记位,https://www.gykqyy.com/list.html?category=55&id=261,失败留空,无照片容器,FINAL,55,22,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
105,唐樱花,https://www.gykqyy.com/list.html?category=55&id=105,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
132,李小宇,https://www.gykqyy.com/list.html?category=55&id=132,失败留空,无照片容器,FINAL,55,14,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
186,李源静,https://www.gykqyy.com/list.html?category=55&id=186,失败留空,无照片容器,FINAL,55,8,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
203,李平,https://www.gykqyy.com/list.html?category=55&id=203,失败留空,无照片容器,FINAL,55,19,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
242,张翠翠,https://www.gykqyy.com/list.html?category=55&id=242,失败留空,无照片容器,FINAL,55,21,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
57,潘国凯,https://www.gykqyy.com/list.html?category=55&id=57,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
92,黄雨婷,https://www.gykqyy.com/list.html?category=55&id=92,失败留空,无照片容器,FINAL,55,37,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
200,赵爽,https://www.gykqyy.com/list.html?category=55&id=200,失败留空,无照片容器,FINAL,55,19,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
37,李唐萍,https://www.gykqyy.com/list.html?category=55&id=37,失败留空,无照片容器,FINAL,55,5,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
61,李智聪,https://www.gykqyy.com/list.html?category=55&id=61,失败留空,无照片容器,FINAL,55,6,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
84,涂欣冉,https://www.gykqyy.com/list.html?category=55&id=84,失败留空,无照片容器,FINAL,55,10,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
102,陈吉荣,https://www.gykqyy.com/list.html?category=55&id=102,失败留空,无照片容器,FINAL,55,11,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
155,谢灵芝,https://www.gykqyy.com/list.html?category=55&id=155,失败留空,无照片容器,FINAL,55,16,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
202,陈志英,https://www.gykqyy.com/list.html?category=55&id=202,失败留空,无照片容器,FINAL,55,19,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
216,魏珍,https://www.gykqyy.com/list.html?category=55&id=216,失败留空,无照片容器,FINAL,55,20,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
223,陈勰,https://www.gykqyy.com/list.html?category=55&id=223,失败留空,无照片容器,FINAL,55,20,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
244,聂敏,https://www.gykqyy.com/list.html?category=55&id=244,实采,,FINAL,55,37,https://www.gykqyy.com/uploads/20260226/b9846b40effe3aa9bafd53836f18882b.png,https://www.gykqyy.com/uploads/20260226/b9846b40effe3aa9bafd53836f18882b.png,01_试点医院/广州医科大学附属口腔医院/照片/聂敏-全科口腔中心-副主任医师-广州医科大学附属口腔医院.png,png,229973,e1cc3d5943e79c72a6860903bd80a3961d3f1cdc0aac315556bd9f250336269a,754,754,FULL_FETCH,
247,安银哲,https://www.gykqyy.com/list.html?category=55&id=247,实采,,FINAL,55,21,https://www.gykqyy.com/uploads/20260226/609b1e90ed2b727377a497f83f6ee20b.png,https://www.gykqyy.com/uploads/20260226/609b1e90ed2b727377a497f83f6ee20b.png,01_试点医院/广州医科大学附属口腔医院/照片/安银哲-越秀院区牙周病科-副主任医师-广州医科大学附属口腔医院.png,png,485186,b1150f78cf394bfa3b4a52dc80fa96bb58d25aa383768e5413b64a76f36027e6,1489,1916,FULL_FETCH,
277,陈斌,https://www.gykqyy.com/list.html?category=55&id=277,失败留空,无照片容器,FINAL,55,23,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
312,谢俊明,https://www.gykqyy.com/list.html?category=55&id=312,失败留空,无照片容器,FINAL,55,33,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
39,郑蒲珏,https://www.gykqyy.com/list.html?category=55&id=39,失败留空,无照片容器,FINAL,55,5,,,,,,,,,FULL_API_SIGNAL,UTC=2026-08-18T19:45:51Z；API=https://www.gykqyy.com/api/article/getZhuanjiaList?category=55；category=55；image_field=null；signal=NO_PHOTO_CONTAINER_EMPTY_IMAGE_FIELD；判定=API image 字段为空/null；页面 fallback 为 ./images/null.jpg，未下载 fallback
