name,department,primary_title,title_level,source_link,detail_id,detail_status,detail_probe_utc,detail_attempts,detail_final_url,page_name,page_title,template_signature,photo_reference_count,single_con_image_count,outside_image_reference_count,detection_feature,container_html_snippet,excluded_resource_examples,photo_url,opaque_query,filename,disk_path,bytes,sha256,declared_extension,extension,content_type,width,height,photo_status,photo_final_url
宁玉萍,神经内科,主任医师,正高,https://www.gzbrain.cn/myzj/info_itemid_966.html,966,200,2026-08-18T20:24:51Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:51Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_966.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_966.html,宁玉萍,主任医师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw==""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw==,5a6B546J6JCNLnBuZw==,宁玉萍-神经内科-主任医师-广州医科大学附属脑科医院.png,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/宁玉萍-神经内科-主任医师-广州医科大学附属脑科医院.png,86227,8324542d39f1d4890c4b9ec1ff3f91efdc43acb03271bc7046410d2b04f28bb7,png,png,image/png,197,266,200,https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw==
成友军,神经外科,副主任医师,副高,https://www.gzbrain.cn/myzj/info_itemid_803.html,803,200,2026-08-18T20:24:52Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:52Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_803.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_803.html,成友军,副主任医师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2019/05/20190521100304156.jpg?5oiQ5Y+L5YabLeiTneW6lS5qcGc=""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2019/05/20190521100304156.jpg?5oiQ5Y+L5YabLeiTneW6lS5qcGc=,5oiQ5Y+L5YabLeiTneW6lS5qcGc=,成友军-神经外科-副主任医师-广州医科大学附属脑科医院.png,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/成友军-神经外科-副主任医师-广州医科大学附属脑科医院.png,79908,a10a649dae3e0852774d53b8111b30259582aab7cd28ee509788eba9478f7525,jpg,png,image/jpeg,201,320,200,https://www.gzbrain.cn/uploadfiles/2019/05/20190521100304156.jpg?5oiQ5Y+L5YabLeiTneW6lS5qcGc=
周素妙,中西医结合科,主治医师,中级,https://www.gzbrain.cn/myzj/info_itemid_96281.html,96281,200,2026-08-18T20:24:52Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:52Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_96281.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_96281.html,周素妙,主治医师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2025/01/20250120110534979.jpg?bW1leHBvcnQxNzM2OTExMDg5MDM2LmpwZw==""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2025/01/20250120110534979.jpg?bW1leHBvcnQxNzM2OTExMDg5MDM2LmpwZw==,bW1leHBvcnQxNzM2OTExMDg5MDM2LmpwZw==,周素妙-中西医结合科-主治医师-广州医科大学附属脑科医院.jpg,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/周素妙-中西医结合科-主治医师-广州医科大学附属脑科医院.jpg,82589,2f46ddc9a40de1729299a44cb928c108a5572762bc5070be393f882c3c39e586,jpg,jpg,image/jpeg,969,1264,200,https://www.gzbrain.cn/uploadfiles/2025/01/20250120110534979.jpg?bW1leHBvcnQxNzM2OTExMDg5MDM2LmpwZw==
张双春,临床心理科,心理治疗师,其他,https://www.gzbrain.cn/myzj/info_itemid_11791.html,11791,200,2026-08-18T20:24:56Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:56Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_11791.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_11791.html,张双春,心理治疗师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2019/09/20190926171211532.jpg?5byg5Y+M5pil6K+B5Lu254WnXzIwMTkwOTI2MTcxMDMzLmpwZw==""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2019/09/20190926171211532.jpg?5byg5Y+M5pil6K+B5Lu254WnXzIwMTkwOTI2MTcxMDMzLmpwZw==,5byg5Y+M5pil6K+B5Lu254WnXzIwMTkwOTI2MTcxMDMzLmpwZw==,张双春-临床心理科-心理治疗师-广州医科大学附属脑科医院.jpg,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/张双春-临床心理科-心理治疗师-广州医科大学附属脑科医院.jpg,533853,41a23de684a5f474fbf5489b39597985030a273b5fb821441f9f3f47db9bca8a,jpg,jpg,image/jpeg,1507,1573,200,https://www.gzbrain.cn/uploadfiles/2019/09/20190926171211532.jpg?5byg5Y+M5pil6K+B5Lu254WnXzIwMTkwOTI2MTcxMDMzLmpwZw==
周亮,社区精神科,教授,正高,https://www.gzbrain.cn/myzj/info_itemid_4746.html,4746,200,2026-08-18T20:24:56Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:56Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_4746.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_4746.html,周亮,教授,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw==""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw==,5ZGo5LquLkpQRw==,周亮-社区精神科-教授-广州医科大学附属脑科医院.jpg,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/周亮-社区精神科-教授-广州医科大学附属脑科医院.jpg,21126,63b8c2d2b1f747859604c631e319fbc64102c3d89840a232c3eb960b8c0c34d0,jpg,jpg,image/jpeg,302,403,200,https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw==
彭妙官,内分泌科,副主任医师,副高,https://www.gzbrain.cn/myzj/info_itemid_100106.html,100106,200,2026-08-18T20:24:57Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:57Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_100106.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_100106.html,彭妙官,副主任医师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2025/04/20250417170630017.jpg?5bm/6ISR6K+B5Lu254WnX+WJr+acrC5qcGc=""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2025/04/20250417170630017.jpg?5bm/6ISR6K+B5Lu254WnX+WJr+acrC5qcGc=,5bm/6ISR6K+B5Lu254WnX+WJr+acrC5qcGc=,彭妙官-内分泌科-副主任医师-广州医科大学附属脑科医院.jpg,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/彭妙官-内分泌科-副主任医师-广州医科大学附属脑科医院.jpg,954574,80929a070621228295f0a59d2fcd6d8f6e6d938336545ac4c431d4153ae50e80,jpg,jpg,image/jpeg,6000,7500,200,https://www.gzbrain.cn/uploadfiles/2025/04/20250417170630017.jpg?5bm/6ISR6K+B5Lu254WnX+WJr+acrC5qcGc=
王治华,司法鉴定科,主治医师,中级,https://www.gzbrain.cn/myzj/info_itemid_560.html,560,200,2026-08-18T20:24:58Z,"[{""attempt"":1,""utc"":""2026-08-18T20:24:58Z"",""status"":200,""content_type"":""text/html"",""final_url"":""https://www.gzbrain.cn/myzj/info_itemid_560.html"",""error"":""""}]",https://www.gzbrain.cn/myzj/info_itemid_560.html,王治华,主治医师,.single_con > .single_cn > .single-img > img[src],1,1,21,single_con direct single_cn; direct single-img contains exactly one img[src]; same-site HTTPS /uploadfiles/YYYY/MM file with one opaque query token,"<div class=""single-img""> <img alt="""" src=""/uploadfiles/2019/05/20190507082902653.jpg?546L5rK75Y2OLmpwZw==""/> </div>","[{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153347740.png?bG9nbzEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/11/20231127153354654.png?bG9nbzIucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/04/20200409112748900.jpg?5o2V6I63LkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2023/12/20231207094319422.jpg?5b6u5L+h5Zu+54mHXzIwMjMxMjA2MTgwNzA1X+WJr+acrC5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2026/08/20260812105615429.png?U2NyZWVuU2hvdF8yMDI2LTA4LTEyXzEwNTU1OF85MDEucG5n"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/06/20190610095458209.png?5a6B546J6JCNLnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190523111507264.png?6buE5YW05YW1LnBuZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2020/05/20200509152519408.jpg?5ZGo5LquLkpQRw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2019/05/20190513094312481.jpg?6YOt5bu66ZuELmpwZw=="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/12/20251204172753476.jpg?My7lpKflkIjnhacuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2025/09/20250915172104703.jpg?MTc1NzkyNzg3OTE4NS5qcGc="",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""},{""url"":""https://www.gzbrain.cn/uploadfiles/2024/03/20240312144935423.jpg?aW1hZ2UwMDcuanBn"",""reason"":""公共图标/装饰候选"",""feature"":""outside strict .single-img doctor portrait container""}]",https://www.gzbrain.cn/uploadfiles/2019/05/20190507082902653.jpg?546L5rK75Y2OLmpwZw==,546L5rK75Y2OLmpwZw==,王治华-司法鉴定科-主治医师-广州医科大学附属脑科医院.jpg,work/广州医科大学附属脑科医院_photo_backfill_trial_photos/王治华-司法鉴定科-主治医师-广州医科大学附属脑科医院.jpg,98392,ac7c6efbc721081135536142ec8550187dcf68462d040fc40f5703137d51415b,jpg,jpg,image/jpeg,598,882,200,https://www.gzbrain.cn/uploadfiles/2019/05/20190507082902653.jpg?546L5rK75Y2OLmpwZw==
