姓名,来源链接,状态,失败三态,照片链接,照片文件,字节数,SHA-256,魔数,宽,高,引用路径风格,错误证据
邱志楠,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_227.html,实采,,https://www.gyfyyy.cn/Upload/202410/638659057116929102.jpg,01_试点医院/广州医科大学附属第一医院/照片/邱志楠-中医科-主任医师-广州医科大学附属第一医院.jpg,3473,e5e14466982a3b5007f7c11702dc4a3bce8f97efa3aa8f52a6d8bbc4aed8d09f,FFD8FFE000104A4649460001,100,145,Upload原图,
任培华,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_228.html,实采,,https://www.gyfyyy.cn/images/doctor/RENPEIHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/任培华-中医科-主任医师-广州医科大学附属第一医院.jpg,40195,a27cd55dae6122692e356cfc59ae9d7e9a0a8739667551b7abd1dc65d6c2ec5d,FFD8FFDB0084000101010101,325,400,doctor原图,
任培华,https://www.gyfyyy.cn/cn/ks/zyk/zxyjk/doctor_321.html,实采,,https://www.gyfyyy.cn/images/doctor/RENPEIHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/任培华-中西医结合科-副主任医师-广州医科大学附属第一医院.jpg,40195,a27cd55dae6122692e356cfc59ae9d7e9a0a8739667551b7abd1dc65d6c2ec5d,FFD8FFDB0084000101010101,325,400,doctor原图,
武志娟,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_229.html,实采,,https://www.gyfyyy.cn/images/doctor/WUZHIJUAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/武志娟-中医科-主任医师-广州医科大学附属第一医院.jpg,37946,3b2dd58ce252827403857497b087d174ee3c378d9bee21425bf33ebd9ca4fe19,FFD8FFDB0084000101010101,325,400,doctor原图,
赖毛华,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_230.html,实采,,https://www.gyfyyy.cn/images/doctor/LAIMAOHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/赖毛华-中医科-主任医师-广州医科大学附属第一医院.jpg,74833,155d5b8d92f399d740d8d455151f089c10223521ae73c1fbc0bdc7043176b9b8,FFD8FFDB0084000101010101,325,400,doctor原图,
叶振宇,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_231.html,实采,,https://www.gyfyyy.cn/images/doctor/YEZHENYU.jpg,01_试点医院/广州医科大学附属第一医院/照片/叶振宇-中医科-主任医师-广州医科大学附属第一医院.jpg,40027,ac9b7234fcf06a78b551ccdbd29ecdc13e11858fcacc6b147fe582c41c75285b,FFD8FFDB0084000101010101,325,400,doctor原图,
杨辉,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_232.html,实采,,https://www.gyfyyy.cn/images/doctor/YANGHUI.jpg,01_试点医院/广州医科大学附属第一医院/照片/杨辉-中医科-主任医师-广州医科大学附属第一医院.jpg,35513,fb7b01ada5a91cda2b7f15f3849b1d3bde6ee85cc9ee5cee62970d67385371c1,FFD8FFDB0084000101010101,325,400,doctor原图,
范萍,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_233.html,实采,,https://www.gyfyyy.cn/images/doctor/FANPING.jpg,01_试点医院/广州医科大学附属第一医院/照片/范萍-中医科-主任医师-广州医科大学附属第一医院.jpg,37263,194220006bc93ed991c861b6c0c87ff9b816553be2414f2392f6c15fafd4e6da,FFD8FFDB0084000101010101,325,400,doctor原图,
朱琳,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_234.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHULIN.jpg,01_试点医院/广州医科大学附属第一医院/照片/朱琳-中医科-主任医师-广州医科大学附属第一医院.jpg,38313,f4a33cd19edb59b1069eb1d03341f8ae956d6972dc5cba1231636fb641bc07ca,FFD8FFDB0084000101010101,325,400,doctor原图,
喻清和,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_235.html,实采,,https://www.gyfyyy.cn/images/doctor/YUQINGHE.jpg,01_试点医院/广州医科大学附属第一医院/照片/喻清和-中医科-主任医师-广州医科大学附属第一医院.jpg,36634,85d526c13dbeed603ffd5fcd133d6b160fd15f17b427d4a15969b11d33eb0721,FFD8FFDB0084000101010101,325,400,doctor原图,
郑湘宏,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_236.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHENGXIANGHONG.jpg,01_试点医院/广州医科大学附属第一医院/照片/郑湘宏-中医科-主任医师-广州医科大学附属第一医院.jpg,40763,2664680a2e37bc798718698e05179519e07e880b9521b431e91afa6b32bbe5c3,FFD8FFDB0084000101010101,325,400,doctor原图,
刘华,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_237.html,实采,,https://www.gyfyyy.cn/images/doctor/LIUHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/刘华-中医科-主任医师-广州医科大学附属第一医院.jpg,40732,854729af2c71f2023cca1b475ce669f7c080c01099aa1b45f0cdc6096801a4f3,FFD8FFDB0084000101010101,325,400,doctor原图,
王峰,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_239.html,实采,,https://www.gyfyyy.cn/Upload/202410/638659057378537003.jpg,01_试点医院/广州医科大学附属第一医院/照片/王峰-中医科-副主任医师-广州医科大学附属第一医院.jpg,3294,585aab6769a135f3dd679e1d993309da329b767e5fcd886b756b03ff36fcb6de,FFD8FFE000104A4649460001,100,145,Upload原图,
张大鹏,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_242.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHANGDAPENG.jpg,01_试点医院/广州医科大学附属第一医院/照片/张大鹏-中医科-副主任医师-广州医科大学附属第一医院.jpg,39036,6bfca384be23477d6fee1c62bd453f01dcddb3a9fe822f53bfb19af2ed2aa11f,FFD8FFDB0084000101010101,325,400,doctor原图,
梁子敬,https://www.gyfyyy.cn/cn/ks/jzk/doctor_245.html,实采,,https://www.gyfyyy.cn/images/doctor/LIANGZIJING.jpg,01_试点医院/广州医科大学附属第一医院/照片/梁子敬-急诊科-主任医师-广州医科大学附属第一医院.jpg,78413,585b629524b3b33c270af113bc5a150a14f113bb0539523925aa8bfdc8e96495,FFD8FFDB0084000101010101,325,400,doctor原图,
黄伟青,https://www.gyfyyy.cn/cn/ks/jzk/doctor_247.html,实采,,https://www.gyfyyy.cn/images/doctor/HUANGWEIQING.jpg,01_试点医院/广州医科大学附属第一医院/照片/黄伟青-急诊科-主任医师-广州医科大学附属第一医院.jpg,93437,f3b414fcd063a31c1fbb2a96b2b448e3d70b070d92391eb578acede7d38b4850,FFD8FFDB0084000101010101,325,400,doctor原图,
尹伦辉,https://www.gyfyyy.cn/cn/ks/qtzk/kfk/doctor_249.html,实采,,https://www.gyfyyy.cn/images/doctor/YINLUNHUI.jpg,01_试点医院/广州医科大学附属第一医院/照片/尹伦辉-康复科-主任医师-广州医科大学附属第一医院.jpg,44652,5ab7d0848d248fb50ce30ba0f999a3744a3b0981f7e30f70fc30097bccb2f2d5,FFD8FFDB0084000101010101,325,400,doctor原图,
何惠莲,https://www.gyfyyy.cn/cn/ks/qtzk/kfk/doctor_250.html,实采,,https://www.gyfyyy.cn/images/doctor/HEHUILIAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/何惠莲-康复科-副主任医师-广州医科大学附属第一医院.jpg,36398,a70f59dc321087a56094ad2b2931b0a9841ba89cd392a3d8d46b21bfe4b9f142,FFD8FFDB0084000101010101,325,400,doctor原图,
程浩,https://www.gyfyyy.cn/cn/ks/qtzk/yk/doctor_252.html,实采,,https://www.gyfyyy.cn/images/doctor/CHENGHAO.jpg,01_试点医院/广州医科大学附属第一医院/照片/程浩-眼科-主任医师-广州医科大学附属第一医院.jpg,39354,9847b16f7662aebca7d02a729ba9481a067fa241e590251286557e22575b1654,FFD8FFDB0084000101010101,325,400,doctor原图,
路晓明,https://www.gyfyyy.cn/cn/ks/qtzk/yk/doctor_253.html,实采,,https://www.gyfyyy.cn/images/doctor/LUXIAOMING.jpg,01_试点医院/广州医科大学附属第一医院/照片/路晓明-眼科-副主任医师-广州医科大学附属第一医院.jpg,38586,5516702d5a3f48ed13c226d0e45d3a7aeb1d1ca94e694b77f36f0eeebb78f43b,FFD8FFDB0084000101010101,325,400,doctor原图,
黎健菁,https://www.gyfyyy.cn/cn/ks/qtzk/yk/doctor_254.html,实采,,https://www.gyfyyy.cn/images/doctor/LIJIANJING.jpg,01_试点医院/广州医科大学附属第一医院/照片/黎健菁-眼科-主任医师-广州医科大学附属第一医院.jpg,44145,74be701c2e01d31b163f224e053c10d30e29de531e085a93d063830ab1cf5126,FFD8FFDB0084000101010101,325,400,doctor原图,
刘琳,https://www.gyfyyy.cn/cn/ks/qtzk/yk/doctor_255.html,实采,,https://www.gyfyyy.cn/images/doctor/LIULIN.jpg,01_试点医院/广州医科大学附属第一医院/照片/刘琳-眼科-副主任医师-广州医科大学附属第一医院.jpg,75302,0a73a0ea61a163d5aaa42cc96a199f4508cd8137e13fb0042dc2222fcba70b72,FFD8FFDB0084000101010101,325,400,doctor原图,
张树标,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_258.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHANGSHUBIAO.jpg,01_试点医院/广州医科大学附属第一医院/照片/张树标-口腔科-主任医师-广州医科大学附属第一医院.jpg,41380,18f44203055167ef89aebd20869275195c17b0109d8bcb86013ba91ce06e3720,FFD8FFDB0084000101010101,325,400,doctor原图,
吉建新,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_259.html,实采,,https://www.gyfyyy.cn/images/doctor/JIJIANXIN.jpg,01_试点医院/广州医科大学附属第一医院/照片/吉建新-口腔科-主任医师-广州医科大学附属第一医院.jpg,40562,b1442a0410f4bf3c4877e8b719456498dc8caa0ed947e76f8310550893f26456,FFD8FFDB0084000101010101,325,400,doctor原图,
王敬旭,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_260.html,实采,,https://www.gyfyyy.cn/images/doctor/WANGJINGXU.jpg,01_试点医院/广州医科大学附属第一医院/照片/王敬旭-口腔科-主任医师-广州医科大学附属第一医院.jpg,38738,888060c8c010309d794c7dcc3492ed39f8e3232d6ec20e7ab8ca55228a4cc61b,FFD8FFDB0084000101010101,325,400,doctor原图,
余伟明,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_261.html,实采,,https://www.gyfyyy.cn/images/doctor/YUWEIMING.jpg,01_试点医院/广州医科大学附属第一医院/照片/余伟明-口腔科-副主任医师-广州医科大学附属第一医院.jpg,39157,762c5ac53607edf3091f0bf8731c3de424a9cabd07b298a024afb08b909b2424,FFD8FFDB0084000101010101,325,400,doctor原图,
易晓辉,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_262.html,实采,,https://www.gyfyyy.cn/images/doctor/YIXIAOHUI.jpg,01_试点医院/广州医科大学附属第一医院/照片/易晓辉-口腔科-副主任医师-广州医科大学附属第一医院.jpg,40896,fd72c8dda1566e299e24f38606f0fa8b4e1a63f3a81e2fd23b15dd10ed40fea5,FFD8FFDB0084000101010101,325,400,doctor原图,
余永春,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_263.html,实采,,https://www.gyfyyy.cn/Upload/202410/638659690329195042.jpg,01_试点医院/广州医科大学附属第一医院/照片/余永春-口腔科-副主任医师-广州医科大学附属第一医院.jpg,454374,96be2a98f297af5a1746299935dd67b0aa015cbffab0489d46b435ae73a04bda,FFD8FFE000104A4649460001,590,885,Upload原图,
张孝文,https://www.gyfyyy.cn/cn/ks/qtzk/ebhk/doctor_264.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHANGXIAOWEN.jpg,01_试点医院/广州医科大学附属第一医院/照片/张孝文-耳鼻咽喉头颈外科-主任医师-广州医科大学附属第一医院.jpg,40037,69e62fb29c0a014077bf536035e4bc1c6f8cd16e3ecbbd68dcd09040c4923b76,FFD8FFDB0084000101010101,325,400,doctor原图,
张明,https://www.gyfyyy.cn/cn/ks/qtzk/ebhk/doctor_265.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHANGMING.jpg,01_试点医院/广州医科大学附属第一医院/照片/张明-耳鼻咽喉头颈外科-副主任医师-广州医科大学附属第一医院.jpg,39703,41bf53deb87b600b70fcd20eec30f4634cd2356dc2446ba6e19568e13c42ed48,FFD8FFDB0084000101010101,325,400,doctor原图,
梁健新,https://www.gyfyyy.cn/cn/ks/qtzk/ebhk/doctor_266.html,实采,,https://www.gyfyyy.cn/Upload/202501/638731346207034931.jpg,01_试点医院/广州医科大学附属第一医院/照片/梁健新-耳鼻咽喉头颈外科-主任医师-广州医科大学附属第一医院.jpg,88570,0cf278bb6803b63910f3bc79dee478e13856b4b5f183788a546f8db6154a0c17,FFD8FFE000104A4649460001,261,391,Upload原图,
肖立智,https://www.gyfyyy.cn/cn/ks/qtzk/ebhk/doctor_269.html,实采,,https://www.gyfyyy.cn/images/doctor/XIAOLIZHI.jpg,01_试点医院/广州医科大学附属第一医院/照片/肖立智-耳鼻咽喉头颈外科-副主任医师-广州医科大学附属第一医院.jpg,37817,ed5e5a0eca3d93a4bc07a0e62137594c2859b16fe6168f0681be6066ece0bd9a,FFD8FFDB0084000101010101,325,400,doctor原图,
熊春萍,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_271.html,实采,,https://www.gyfyyy.cn/images/doctor/XIONGCHUNPING.jpg,01_试点医院/广州医科大学附属第一医院/照片/熊春萍-皮肤科-主任医师-广州医科大学附属第一医院.jpg,40067,c2a9cac5fb0051f8d8ee3ef2c5c847b6e4f099e346c1e679d71348b17fd652ee,FFD8FFDB0084000101010101,325,400,doctor原图,
谭凤明,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_273.html,实采,,https://www.gyfyyy.cn/images/doctor/TANFENGMING.jpg,01_试点医院/广州医科大学附属第一医院/照片/谭凤明-皮肤科-主任医师-广州医科大学附属第一医院.jpg,36926,41f11393dbb9a9d4f35e9b2a68bd1ee3740e1e2e4e02049403eb5a714dbe007a,FFD8FFDB0084000101010101,325,400,doctor原图,
卢浩锵,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_274.html,实采,,https://www.gyfyyy.cn/images/doctor/LUHAOQIANG.jpg,01_试点医院/广州医科大学附属第一医院/照片/卢浩锵-皮肤科-主任医师-广州医科大学附属第一医院.jpg,39464,b48fd4316303ccc4f930d1f35e700656159498bb09ceafb1da9da28af5525c9e,FFD8FFDB0084000101010101,325,400,doctor原图,
黄卫宁,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_275.html,实采,,https://www.gyfyyy.cn/Upload/202201/637791329432640321.jpg,01_试点医院/广州医科大学附属第一医院/照片/黄卫宁-皮肤科-主任医师-广州医科大学附属第一医院.jpg,66883,3907ab65695f98754da5f9e8c3e0ae9b8261cca8c597b89be5d4750b917d95d2,FFD8FFDB0084000101010101,325,400,Upload原图,
黄卓辉,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_276.html,实采,,https://www.gyfyyy.cn/images/doctor/HUANGZHUOHUI.jpg,01_试点医院/广州医科大学附属第一医院/照片/黄卓辉-皮肤科-副主任医师-广州医科大学附属第一医院.jpg,37524,9142d0eff063886a87e2104203cfff19d7ebfbf1d03e72aba3dd880ebf59f845,FFD8FFDB0084000101010101,325,400,doctor原图,
王欣璐,https://www.gyfyyy.cn/cn/ks/yj/hyxk/doctor_278.html,实采,,https://www.gyfyyy.cn/images/doctor/WANGXINLU.jpg,01_试点医院/广州医科大学附属第一医院/照片/王欣璐-核医学科-主任医师-广州医科大学附属第一医院.jpg,41626,f93ec3c931a1446960817b0fad695f5652f1a5a0d3c67eed1c32c49f29661f59,FFD8FFDB0084000101010101,325,400,doctor原图,
伍筱梅,https://www.gyfyyy.cn/cn/ks/yj/fsk/doctor_279.html,实采,,https://www.gyfyyy.cn/Upload/202410/638659709267257716.jpg,01_试点医院/广州医科大学附属第一医院/照片/伍筱梅-放射科-主任医师-广州医科大学附属第一医院.jpg,418860,4dfb4ca70b11d3941800db474c26e2d571d33ccf8010bf7356ef00b9947dcbcc,FFD8FFE000104A4649460001,712,1068,Upload原图,
曾庆思,https://www.gyfyyy.cn/cn/ks/yj/fsk/doctor_280.html,实采,,https://www.gyfyyy.cn/images/doctor/ZENGQINGSI.jpg,01_试点医院/广州医科大学附属第一医院/照片/曾庆思-放射科-主任医师-广州医科大学附属第一医院.jpg,41848,18542e9dc8786cabe17b657021d4e296fa88b24f313bfe54b675acab07ddda3d,FFD8FFDB0084000101010101,325,400,doctor原图,
汤庆,https://www.gyfyyy.cn/cn/ks/yj/csyxk/doctor_281.html,实采,,https://www.gyfyyy.cn/images/doctor/SHANGQING.jpg,01_试点医院/广州医科大学附属第一医院/照片/汤庆-超声医学科-主任医师-广州医科大学附属第一医院.jpg,39820,d059a437e60e8d88b9fe342f18c66312703b1f4e873af7910f54a975d36cbc67,FFD8FFDB0084000101010101,325,400,doctor原图,
王海洋,https://www.gyfyyy.cn/cn/ks/wk/xgwk/doctor_282.html,实采,,https://www.gyfyyy.cn/images/doctor/WANGHAIYANG.jpg,01_试点医院/广州医科大学附属第一医院/照片/王海洋-血管外科-主任医师-广州医科大学附属第一医院.jpg,37250,85426ba3494ee26b0e814fe92b2efd1eb1bb669dc22a6e3a1371aef50e5c594b,FFD8FFDB0084000101010101,325,400,doctor原图,
岳劼,https://www.gyfyyy.cn/cn/ks/wk/xgwk/doctor_283.html,实采,,https://www.gyfyyy.cn/images/doctor/YUEJIE.jpg,01_试点医院/广州医科大学附属第一医院/照片/岳劼-血管外科-副主任医师-广州医科大学附属第一医院.jpg,35700,041c93c206d4ac16ec246565fbb8734debf0695f74268c42755154de41a891d6,FFD8FFDB0084000101010101,325,400,doctor原图,
胡号应,https://www.gyfyyy.cn/cn/ks/qtzk/lcxlk/doctor_284.html,实采,,https://www.gyfyyy.cn/images/doctor/HUHAOYING.jpg,01_试点医院/广州医科大学附属第一医院/照片/胡号应-临床心理科-主任医师-广州医科大学附属第一医院.jpg,39457,eaaff4ecfc412a704ef0d3b931aea82301f3da931ab03893508a83e001f3ef52,FFD8FFDB0084000101010101,325,400,doctor原图,
陈科全,https://www.gyfyyy.cn/cn/ks/nk/xhnk/doctor_285.html,实采,,https://www.gyfyyy.cn/images/doctor/CHENKEQUAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/陈科全-消化内科-主任医师-广州医科大学附属第一医院.jpg,36269,1103731445ab24e351ec456ca0622f1d93dd2f151f4a164f07ee559162f0ae19,FFD8FFDB0084000101010101,325,400,doctor原图,
郭武城,https://www.gyfyyy.cn/cn/ks/qtzk/kqk/doctor_286.html,实采,,https://www.gyfyyy.cn/Upload/202208/637970418215946453.jpg,01_试点医院/广州医科大学附属第一医院/照片/郭武城-口腔科-主治医师-广州医科大学附属第一医院.jpg,78466,39ba5202a05fa9bcf3cb26ac7e0a1c0952cf548c06abd8bfd1edee3f4ff29ed2,FFD8FFDB0084000101010101,325,400,Upload原图,
何颖,https://www.gyfyyy.cn/cn/ks/zyk/zjzyz/doctor_287.html,实采,,https://www.gyfyyy.cn/images/doctor/HEYIN.jpg,01_试点医院/广州医科大学附属第一医院/照片/何颖-针灸专业组-主治医师-广州医科大学附属第一医院.jpg,81318,20f5dbe8ce6ff9c1ee2b567c3c0ae193a17f351e07e840c1f11dd4ee0f54fad4,FFD8FFDB0084000101010101,325,400,doctor原图,
钱东阳,https://www.gyfyyy.cn/cn/ks/wk/gjwk/doctor_288.html,实采,,https://www.gyfyyy.cn/images/doctor/QIANDONGYANG.jpg,01_试点医院/广州医科大学附属第一医院/照片/钱东阳-关节外科-主任医师-广州医科大学附属第一医院.jpg,38359,edf9936b260df4a8c1c86d03c34de192a9d6a719c5a8b156387b407a4cbc1d63,FFD8FFDB0084000101010101,325,400,doctor原图,
王霞,https://www.gyfyyy.cn/cn/ks/qtzk/pfk/doctor_289.html,实采,,https://www.gyfyyy.cn/Upload/202201/637791390733494689.jpg,01_试点医院/广州医科大学附属第一医院/照片/王霞-皮肤科-副主任医师-广州医科大学附属第一医院.jpg,53317,ece33ac6dd4f8d7c7f39a67d3d6a4d47cb81efe1e0478cbedd89a5cf705bfa39,FFD8FFDB0084000101010101,325,400,Upload原图,
何振涛,https://www.gyfyyy.cn/cn/ks/ek/ek/doctor_290.html,实采,,https://www.gyfyyy.cn/images/doctor/HEZHENTAO.jpg,01_试点医院/广州医科大学附属第一医院/照片/何振涛-儿科-副主任医师-广州医科大学附属第一医院.jpg,39088,1eb569178928560ab733117324e3f9ecfd4f6e145e5b6a81235a0edb01a5cac8,FFD8FFDB0084000101010101,325,400,doctor原图,
陈建雄,https://www.gyfyyy.cn/cn/ks/zyk/zjzyz/doctor_291.html,实采,,https://www.gyfyyy.cn/images/doctor/CHENJIANXIONG.jpg,01_试点医院/广州医科大学附属第一医院/照片/陈建雄-针灸专业组-副主任医师-广州医科大学附属第一医院.jpg,44488,9cb0f5bc9084297073efe62602df54a71abfe7cbba2d21ffd7ccbdfd2d807b64,FFD8FFDB0084000101010101,325,400,doctor原图,
谭愈昱,https://www.gyfyyy.cn/cn/ks/nk/nfbk/doctor_292.html,实采,,https://www.gyfyyy.cn/images/doctor/TANYUYU.jpg,01_试点医院/广州医科大学附属第一医院/照片/谭愈昱-内分泌科-副主任医师-广州医科大学附属第一医院.jpg,41752,4f2e6eda3bff87ac8c68b1f8da02721b1b672b34dafce8250dc74c298c1cdfce,FFD8FFDB0084000101010101,325,400,doctor原图,
陈保荣,https://www.gyfyyy.cn/cn/ks/nk/zlnk/doctor_297.html,实采,,https://www.gyfyyy.cn/Upload/202201/637775965072269406.jpg,01_试点医院/广州医科大学附属第一医院/照片/陈保荣-肿瘤科-副主任医师-广州医科大学附属第一医院.jpg,79900,3e1cc9fa637ba9f039be887db91f6be6de42f03126c5719c201d114d56d2efed,FFD8FFDB0084000101010101,325,400,Upload原图,
要国华,https://www.gyfyyy.cn/cn/ks/nk/zlnk/doctor_298.html,实采,,https://www.gyfyyy.cn/images/doctor/YAOGUOHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/要国华-肿瘤科-副主任医师-广州医科大学附属第一医院.jpg,40123,e0e4557bcf38f1c10d0b4a50c6497c2b00cfa417c9f61ce01cb1077b029174c4,FFD8FFDB0084000101010101,325,400,doctor原图,
李莹,https://www.gyfyyy.cn/cn/ks/nk/zlnk/doctor_299.html,实采,,https://www.gyfyyy.cn/images/doctor/LIYING.jpg,01_试点医院/广州医科大学附属第一医院/照片/李莹-肿瘤科-副主任医师-广州医科大学附属第一医院.jpg,36878,936b847f720c0f0b46fe98ce0286ceb5e142ee3cf7559119f9b786027fd917da,FFD8FFDB0084000101010101,325,400,doctor原图,
刘昌秀,https://www.gyfyyy.cn/cn/ks/zyk/zjzyz/doctor_300.html,实采,,https://www.gyfyyy.cn/images/doctor/LIUCHANGXIU.jpg,01_试点医院/广州医科大学附属第一医院/照片/刘昌秀-针灸专业组-主治医师-广州医科大学附属第一医院.jpg,39597,235d6a450816329d59c0d9f54769f5123196401132bb4b5e1b6892ba95ac9c99,FFD8FFDB0084000101010101,325,400,doctor原图,
谭玮璐,https://www.gyfyyy.cn/cn/ks/zyk/zxyjk/doctor_301.html,实采,,https://www.gyfyyy.cn/images/doctor/TANWEILU.jpg,01_试点医院/广州医科大学附属第一医院/照片/谭玮璐-中西医结合科-副主任医师-广州医科大学附属第一医院.jpg,74364,20fca6f058a4ebf9051953a9360bcac9120544fb14f3ec4c6da19c28cdae4543,FFD8FFDB0084000101010101,325,400,doctor原图,
童娟,https://www.gyfyyy.cn/cn/ks/zyk/zjzyz/doctor_305.html,实采,,https://www.gyfyyy.cn/images/doctor/TONGJUAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/童娟-针灸专业组-主任医师-广州医科大学附属第一医院.jpg,36563,6c32073d9d99005ada76505275ab0a0a4735f8e511ae5818e2262ccf4d5739ff,FFD8FFDB0084000101010101,325,400,doctor原图,
张子谦,https://www.gyfyyy.cn/cn/ks/zyk/zjzyz/doctor_306.html,实采,,https://www.gyfyyy.cn/images/doctor/ZHANGZIQIAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/张子谦-针灸专业组-副主任医师-广州医科大学附属第一医院.jpg,39132,63b57afec9f39c92852fb1cf5fdd0caeda2f13f9370d6e161237147638e3c30d,FFD8FFDB0084000101010101,325,400,doctor原图,
李娟,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_310.html,实采,,https://www.gyfyyy.cn/images/doctor/LIJUAN.jpg,01_试点医院/广州医科大学附属第一医院/照片/李娟-中医科-主任医师-广州医科大学附属第一医院.jpg,38903,b4f44443c2f4b1e2b2ea3dee6efb3470f347bf004ca2d92a92eae9ca9aba9c44,FFD8FFDB0084000101010101,325,400,doctor原图,
宋兴华,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_311.html,实采,,https://www.gyfyyy.cn/images/doctor/SONGXINGHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/宋兴华-中医科-副主任医师-广州医科大学附属第一医院.jpg,70320,6fa08fecfec0a4cbef2f82e64a2ca62b7d1fa66b3ef07bc560a8c199cd462a17,FFD8FFDB0084000101010101,325,400,doctor原图,
黄婉怡,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_312.html,实采,,https://www.gyfyyy.cn/images/doctor/HUANGWANYI.jpg,01_试点医院/广州医科大学附属第一医院/照片/黄婉怡-中医科-主任医师-广州医科大学附属第一医院.jpg,34737,b3cef7f0e4240833551cbf9e9fc35fa8f123d7322ab578db27740c47cd60f0be,FFD8FFDB0084000101010101,325,400,doctor原图,
潘素滢,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_318.html,实采,,https://www.gyfyyy.cn/images/doctor/PANSIYING.jpg,01_试点医院/广州医科大学附属第一医院/照片/潘素滢-中医科-副主任医师-广州医科大学附属第一医院.jpg,36249,b97a0c362724314fa09db8dfea00e73976f226955339ed16d465fbb0ced6953f,FFD8FFDB0084000101010101,325,400,doctor原图,
王文,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_319.html,实采,,https://www.gyfyyy.cn/images/doctor/WANGWEN.jpg,01_试点医院/广州医科大学附属第一医院/照片/王文-中医科-主治医师-广州医科大学附属第一医院.jpg,38355,4f84e5d9a2e8b1ec28d983730c19c24bfcef36253ba79493674715e46a49f840,FFD8FFDB0084000101010101,325,400,doctor原图,
王鹏,https://www.gyfyyy.cn/cn/ks/zyk/zyk/doctor_320.html,实采,,https://www.gyfyyy.cn/Upload/202309/638301321785352535.jpg,01_试点医院/广州医科大学附属第一医院/照片/王鹏-中医科-主任医师-广州医科大学附属第一医院.jpg,79455,14919139cc7d3f6a8318336fff4b39def5c7127d0b3233974a234f6850678997,FFD8FFE110E9457869660000,325,400,Upload原图,
夏鑫华,https://www.gyfyyy.cn/cn/ks/zyk/zxyjk/doctor_322.html,实采,,https://www.gyfyyy.cn/images/doctor/XIAXINHUA.jpg,01_试点医院/广州医科大学附属第一医院/照片/夏鑫华-中西医结合科-主任医师-广州医科大学附属第一医院.jpg,38923,d45fbbb5b3e369e9139ceefb0ce885ac16c5f40d953cf0b890c9de30696bb93f,FFD8FFDB0084000101010101,325,400,doctor原图,
林婷婷,https://www.gyfyyy.cn/cn/ks/yj/yyk/doctor_323.html,实采,,https://www.gyfyyy.cn/images/doctor/LINTINGTING.jpg,01_试点医院/广州医科大学附属第一医院/照片/林婷婷-营养科-主治医师-广州医科大学附属第一医院.jpg,39484,b66256c269193a8552a2c0306ba59030862ea9a40cf2565a76f1c8297a8cf495,FFD8FFDB0084000101010101,325,400,doctor原图,
