row_number,sequence,hospital,name,source_link,original_length,removed_segment,removed_length,remaining_length,segment_start,segment_end,segment_position,match_type,site_title,name_variant,owner_atypical_profile_case,quote_boundary_status,original_sha256,remaining_sha256
1130,1129,中山大学肿瘤防治中心,罗孔嘉,https://www.sysucc.org.cn/node/3627,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 罗孔嘉 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,罗孔嘉,NO,NO,NO_ADJACENT_QUOTE,75c43fd1e51a2462cfaabb5b3989341acdbaad2edeac76b071b4dda5a940c4b8,5ce2375a740529af2a6398c5236e1e882fa79faceb28bfca6f30de865488fbc5
1131,1130,中山大学肿瘤防治中心,胡祎,https://www.sysucc.org.cn/node/3621,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 胡祎 ,41,1759,0,41,START,SYSUCC_CLINICAL_EXPERT,胡祎,NO,NO,NO_ADJACENT_QUOTE,63f82db16b2f20dc83403793eecdbdd22f05cf52b1e95064dd07126ef547a2fc,eb002bdf1a21cd9fbaf99a06488ee27f8d5a656e1b103a27543a82fda071bf54
1132,1131,中山大学肿瘤防治中心,苏晓东,https://www.sysucc.org.cn/node/3619,1257,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 苏晓东 ,42,1215,0,42,START,SYSUCC_CLINICAL_EXPERT,苏晓东,NO,NO,NO_ADJACENT_QUOTE,7362bf2738bcae7d94791c4b3ac2edea97b2edabfc1f493c762fa3a2ec8ded2d,220408ab89b0941ef0ca51274dd1644cbd56145af92186ee075f8bd836871d78
1133,1132,中山大学肿瘤防治中心,赵泽锐,https://www.sysucc.org.cn/node/3628,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 赵泽锐 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,赵泽锐,NO,NO,NO_ADJACENT_QUOTE,e49fbc918f04c0ce963941600a610062e7be5ea8cebfed3bdbb3d85998e6ad80,0410bbe4d914767db9479ec7c5c74bfce6f2fe44f08b8f8878c9706babe600ab
1134,1133,中山大学肿瘤防治中心,陈友芳,https://www.sysucc.org.cn/node/3631,700,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 陈友芳 ,42,658,0,42,START,SYSUCC_CLINICAL_EXPERT,陈友芳,NO,NO,NO_ADJACENT_QUOTE,6d78ab7491678e72c5e8fd6854e8b4a26aaf5448686f79a665bf3d754da11315,e4f52515028b441237328c9ade81fb5e5da3a2f0c32900060a30bba2c517d19a
1135,1134,中山大学肿瘤防治中心,陈骏英,https://www.sysucc.org.cn/node/3630,574,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 陈骏英 ,42,532,0,42,START,SYSUCC_CLINICAL_EXPERT,陈骏英,NO,NO,NO_ADJACENT_QUOTE,e4d1cc4ff3ff23cacceb8a16474ef566e2e032075a414c42295b9abc3772c120,283cd1958b9d5e9d82d9c05a0ed8fd1dbab35ae6d6ceb1e30c8b7998de0f1941
1136,1135,中山大学肿瘤防治中心,马国伟,https://www.sysucc.org.cn/node/3617,928,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 马国伟 ,42,886,0,42,START,SYSUCC_CLINICAL_EXPERT,马国伟,NO,NO,NO_ADJACENT_QUOTE,c6f28abc2fd957a0628b5497d66dc328abee428f7ef22e6f6c925df782848486,e278fac0cda6b7d60217ef68a28e73c6ab46d11323341719cb876df3164fe0f1
1137,1136,中山大学肿瘤防治中心,龙浩,https://www.sysucc.org.cn/node/3609,1009,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 胸科 / 临床专家 龙浩 ,41,968,0,41,START,SYSUCC_CLINICAL_EXPERT,龙浩,NO,NO,NO_ADJACENT_QUOTE,ebca6e682c2ba164160263915597361ba13fc7a378a81b3f145b7173cfd808ba,87477a56f17a02dd43b5c81ba59abc2ded48827cc9e140a9b560e1d00f4d3172
1138,1137,中山大学肿瘤防治中心,刘澍,https://www.sysucc.org.cn/node/6423,1149,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 刘澍 ,42,1107,0,42,START,SYSUCC_CLINICAL_EXPERT,刘澍,NO,NO,NO_ADJACENT_QUOTE,dc5531c4acde00e09c5bc4bfb7c4156bce53641070292bb4e2e0e3fcd5908540,55db04adec0efc6e7d4c3f1e2ee3eaf7529426a41eb8df6d82c40e821210d8e8
1139,1138,中山大学肿瘤防治中心,刘韬,https://www.sysucc.org.cn/node/3923,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 刘韬 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,刘韬,NO,NO,NO_ADJACENT_QUOTE,596d387529254a125475c79c3a3139868f3d9b687e98f9be065a507a3a5ef829,966d3ebeddee5bb5f5a214d0d886fdf9e6b00b9ccbbda6ca59d9bac49a7f96e0
1140,1139,中山大学肿瘤防治中心,房财富,https://www.sysucc.org.cn/node/6552,646,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 房财富 ,43,603,0,43,START,SYSUCC_CLINICAL_EXPERT,房财富,NO,NO,NO_ADJACENT_QUOTE,11ff85dab40348ba500bf00c0efafcbe6034064e2876b053b469bd8728863df8,e25acbbe0e0b784ff85c0cdd27c410286def533acfe6dbc45a29fa7d5adbc5c8
1141,1140,中山大学肿瘤防治中心,梁蔚婷,https://www.sysucc.org.cn/node/3926,516,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 梁蔚婷 ,43,473,0,43,START,SYSUCC_CLINICAL_EXPERT,梁蔚婷,NO,NO,NO_ADJACENT_QUOTE,c80406cd25413305474672d8d59775f938d9c6811072c311dbe22001f130c5df,545c194b523848d74916f271bf54465eed1b37d635c300adba1938381e15712b
1142,1141,中山大学肿瘤防治中心,陈倩超,https://www.sysucc.org.cn/node/3925,288,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 陈倩超 ,43,245,0,43,START,SYSUCC_CLINICAL_EXPERT,陈倩超,NO,NO,NO_ADJACENT_QUOTE,63ad100bec46f9e5c9029ead3d2f5e2006ed79b1f75f9d4db989942d9581263c,8042d00e084f2a427198a252ce478783c3d0c3cb756c9f248d8b4e8e368d719f
1143,1142,中山大学肿瘤防治中心,陈卓佳,https://www.sysucc.org.cn/node/3924,587,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 陈卓佳 ,43,544,0,43,START,SYSUCC_CLINICAL_EXPERT,陈卓佳,NO,NO,NO_ADJACENT_QUOTE,59d04fdafb44267164316fa0444d866193603557e0fedc44fcdd7e5e1472fcf3,89cf271c69a6a9634b66d7c236617299c311d0b30bfcf174b1d420f968b06a4a
1144,1143,中山大学肿瘤防治中心,黄红兵,https://www.sysucc.org.cn/node/3922,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 药学部 / 临床专家 黄红兵 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,黄红兵,NO,NO,NO_ADJACENT_QUOTE,4c311c1a0766999811da279b8a6f0cf0d0f413334fb00e265d306d835c24db78,0cec5bf29117a94df95da4261f0af3c75608f794e157a591e07574d2a9eacf6c
1145,1144,中山大学肿瘤防治中心,吴秉毅,https://www.sysucc.org.cn/node/3793,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 吴秉毅 ,45,1755,0,45,START,SYSUCC_CLINICAL_EXPERT,吴秉毅,NO,NO,NO_ADJACENT_QUOTE,df7a83d214e75102e9713389ef3a6c1ef5afe8ee5acc7cffc1e189c34d9986f2,4e625782cd6e96121d17308acdc07f18f2cec77e9b612edc8cf926084f660a7f
1146,1145,中山大学肿瘤防治中心,夏忠军,https://www.sysucc.org.cn/node/3795,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 夏忠军 ,45,1755,0,45,START,SYSUCC_CLINICAL_EXPERT,夏忠军,NO,NO,NO_ADJACENT_QUOTE,749228968a3fca742ca882801e5a1d279632c2691acd9170fdca3417aa439689,dbfada8d353d637d2fd4700cabcb26ba5b9c06fa89afa5f8112e6967e2893956
1147,1146,中山大学肿瘤防治中心,宋远斌,https://www.sysucc.org.cn/node/6470,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 宋远斌 ,45,1755,0,45,START,SYSUCC_CLINICAL_EXPERT,宋远斌,NO,YES,NO_ADJACENT_QUOTE,f34514a8677944a4f962f5bcaa60e167156a6e82fd13d2d18bd79783d2423438,dbc42cc1de9736b7ebbe513288d760a35539190ca1d356890652991504f07d5d
1148,1147,中山大学肿瘤防治中心,崔莹莹,https://www.sysucc.org.cn/node/6489,332,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 崔莹莹 ,45,287,0,45,START,SYSUCC_CLINICAL_EXPERT,崔莹莹,NO,NO,NO_ADJACENT_QUOTE,603d5a05c69b6e9970975856a1ce4b510b760f97b66ece2bb4822949f6b38e2f,54fa56dae8ee2680b844f376293b06293be4776af61e6c2602f259785b180290
1149,1148,中山大学肿瘤防治中心,戴钰俊,https://www.sysucc.org.cn/node/6441,87,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 戴钰俊 ,45,42,0,45,START,SYSUCC_CLINICAL_EXPERT,戴钰俊,NO,NO,NO_ADJACENT_QUOTE,449c67b5238ec4d115a847afc7bbcd807c0187c914b48a981a24a809caa926ca,b38880e7493de77ce8543fce6c8c349f0107b8814e72fb57b8e94f8a7fd12138
1150,1149,中山大学肿瘤防治中心,李雪萍,https://www.sysucc.org.cn/node/9742,1224,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 李雪萍 ,45,1179,0,45,START,SYSUCC_CLINICAL_EXPERT,李雪萍,NO,NO,NO_ADJACENT_QUOTE,269196f610a9e8355102a6b2a75745af081a3939c7d021cf1207d2e36fcf1c53,c01153168bd8de79b1e26cc1ed8c08df6cbe93871774373bfdfccacd2dcf1351
1151,1150,中山大学肿瘤防治中心,束玲玲,https://www.sysucc.org.cn/node/6481,1091,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 束玲玲 ,45,1046,0,45,START,SYSUCC_CLINICAL_EXPERT,束玲玲,NO,NO,NO_ADJACENT_QUOTE,56fe83d83c6a6d2304ec99992dc17b359f6209b8a370b46d7570b675046c16fa,5dc179ebb94a318449ebc3adf7682bd99309e86031e5e1779652925ed37064bc
1152,1151,中山大学肿瘤防治中心,梁洋,https://www.sysucc.org.cn/node/3792,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 梁洋 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,梁洋,NO,NO,NO_ADJACENT_QUOTE,905eb070d808cb908fb524f70051adaadeecca669d0d6e4c2b2f116cb155b2b0,ab0daa34b2c084be531818b23f6d2a957ab289f2ee117b9a7d19d3e6a7d20693
1153,1152,中山大学肿瘤防治中心,王华,https://www.sysucc.org.cn/node/3796,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 王华 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,王华,NO,NO,NO_ADJACENT_QUOTE,39bea2b1740b39aed44d9846ad5edc9ddfc9beab46be9cb71a4f5b4c59ab82a3,13f0f369613dbedba6fbd7a945f7b1c8f06f4dbf4f05f2996c7e7ac76df50699
1154,1153,中山大学肿瘤防治中心,王维达,https://www.sysucc.org.cn/node/6480,142,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 王维达 ,45,97,0,45,START,SYSUCC_CLINICAL_EXPERT,王维达,NO,NO,NO_ADJACENT_QUOTE,953d941af7e0428f3e84dea20f1d39485af46310538bdddabd677a6942784fe0,a65276364ee6605dbe9d555836cbc87574d96b413a368d4e2da2cb18d96edec8
1155,1154,中山大学肿瘤防治中心,王韵,https://www.sysucc.org.cn/node/3797,1107,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 血液肿瘤科 / 临床专家 王韵 ,44,1063,0,44,START,SYSUCC_CLINICAL_EXPERT,王韵,NO,NO,NO_ADJACENT_QUOTE,ea85cf41b36ed119e59f735d85b63119931f20ad4f9fc8fdad90aa3dfbcab124,cba4c665adba00bc2adc1c4c96a59bc5e40df92a92be7241d9204949c08e5e36
1156,1155,中山大学肿瘤防治中心,刘丽珍,https://www.sysucc.org.cn/node/3901,68,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 刘丽珍 ,43,25,0,43,START,SYSUCC_CLINICAL_EXPERT,刘丽珍,NO,NO,NO_ADJACENT_QUOTE,92203a032a4ab929e56bae3a4cdc092779c4435379148b69bb0669d7d67e14af,3f81879c14076796f13cb003b8886ebcd22e677a71cd06e44037cf70a9b8c425
1157,1156,中山大学肿瘤防治中心,刘敏 中山大学肿瘤防治中心 副主任医师 医学博士 硕士生导师,https://www.sysucc.org.cn/node/6668,1221,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 刘敏 ,42,1179,0,42,START,SYSUCC_CLINICAL_EXPERT,刘敏,YES,NO,NO_ADJACENT_QUOTE,959beda78016b038de270f623509749bdc2b7385b6b74aca058252575ddf0187,eb726791e01c99a6088906d560b4011b7d10936a08e3a50d49f9cf96d6fa98c4
1158,1157,中山大学肿瘤防治中心,刘玉博,https://www.sysucc.org.cn/node/8251,85,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 刘玉博 ,43,42,0,43,START,SYSUCC_CLINICAL_EXPERT,刘玉博,NO,NO,NO_ADJACENT_QUOTE,a8514d61ecac09391eb6489426de6ddcf3313d46ea8f365f8c279cad9518b0b5,534b046a98bd498fb0b9b26890d3889506f56a006ec0669c7872a220080428eb
1159,1158,中山大学肿瘤防治中心,刘隆忠,https://www.sysucc.org.cn/node/3898,682,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 刘隆忠 ,43,639,0,43,START,SYSUCC_CLINICAL_EXPERT,刘隆忠,NO,NO,NO_ADJACENT_QUOTE,9e9c861463c29b66dee341849e5bd603d78f2ce8ac38fa00290929f8a19cd7eb,020275b03d5b0c55e16b09847e7b1de229a7b7ea5ccdb5ffbb71a89cdd550d9b
1160,1159,中山大学肿瘤防治中心,周建华,https://www.sysucc.org.cn/node/3894,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 周建华 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,周建华,NO,NO,NO_ADJACENT_QUOTE,c44572a938f4dd846cafc4cc521d9857a8415c07d7ea90a5d0dbdf0dccef7b78,613bca08f8a19f76ea8bcada86251a4de8517ce5ab11db6369abb7c006195e4b
1161,1160,中山大学肿瘤防治中心,张丽媛,https://www.sysucc.org.cn/node/3902,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 张丽媛 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,张丽媛,NO,NO,NO_ADJACENT_QUOTE,f8747ff70ddd00352c981b3b33ed99f05d1b6d7ac9c4045c6a2d9d79b071b18e,cc448a31a3a0ade1ad1edbccdf0fb32c4e24e5ebe2f3a6f946ad86e8e787c50a
1162,1161,中山大学肿瘤防治中心,彭盛,https://www.sysucc.org.cn/node/10353,84,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 彭盛 ,42,42,0,42,START,SYSUCC_CLINICAL_EXPERT,彭盛,NO,NO,NO_ADJACENT_QUOTE,6965de83429bd37180d2ce0eea057fd19cbedb43b7ec920163d1d4b065f67686,ad4c9e5fe1814b8dfbd1ec2b04b054707a114626a1c1af7afad07430b46660fb
1163,1162,中山大学肿瘤防治中心,李安华,https://www.sysucc.org.cn/node/3893,1634,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 李安华 ,43,1591,0,43,START,SYSUCC_CLINICAL_EXPERT,李安华,NO,NO,NO_ADJACENT_QUOTE,893ec1cb71c641d189cb0d0b14659e82b7def32bbc414f9542370190fac4122b,6ec7b9bf8365785f4cfd8c8844584f28417ed8d2d651a61b6ea25c736b4c107e
1164,1163,中山大学肿瘤防治中心,林僖,https://www.sysucc.org.cn/node/3895,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 林僖 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,林僖,NO,NO,NO_ADJACENT_QUOTE,1f0fefa16eec77ca8234003d33ea861678356e210ac12e6ef5b3ba67be1d18c8,9ebd2fd40d1f43434f326a99618b8b6dc47781eb6f0b6e50531fd01d5a3e31ba
1165,1164,中山大学肿瘤防治中心,王建伟,https://www.sysucc.org.cn/node/3903,981,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 王建伟 ,43,938,0,43,START,SYSUCC_CLINICAL_EXPERT,王建伟,NO,NO,NO_ADJACENT_QUOTE,17d7ca7d64cb1d436876cb899f80a9aa53ca833084917fae75d393c3ca08fe4d,63a42d5df3006e416f983f5f693d9136461869ab21be703084f517f85fac4313
1166,1165,中山大学肿瘤防治中心,裴小青,https://www.sysucc.org.cn/node/3896,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 裴小青 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,裴小青,NO,NO,NO_ADJACENT_QUOTE,66144004e32fe1cef2671c85b4a7fa2bf8d5cbd4d793bd95dc7aca0dd580b6a7,6ecd4ec20ff07488a1dfa88679098cf2b68c8b2b95b46c36ad376dd136b1169e
1167,1166,中山大学肿瘤防治中心,邹如海,https://www.sysucc.org.cn/node/3897,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 邹如海 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,邹如海,NO,NO,NO_ADJACENT_QUOTE,490b8d4f449a1036cfe049671ffcf168dfe7cd9c5b6c44962f972d1480b90c59,9d191ba2ab02e61e061544807fa9b5fa51ecc9091bf8a51db80f0eff902fc885
1168,1167,中山大学肿瘤防治中心,郑玮,https://www.sysucc.org.cn/node/3904,1093,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 郑玮 ,42,1051,0,42,START,SYSUCC_CLINICAL_EXPERT,郑玮,NO,NO,NO_ADJACENT_QUOTE,9cea9d4575016cb34a373554acee479e7ba4712842dd55198f8c82f45bad6b5f,aa964ba856c9d7604bcb024ee4dcc45cd94550142255c2309b335c97f7c752bb
1169,1168,中山大学肿瘤防治中心,郭智兴,https://www.sysucc.org.cn/node/6525,509,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 郭智兴 ,43,466,0,43,START,SYSUCC_CLINICAL_EXPERT,郭智兴,NO,NO,NO_ADJACENT_QUOTE,3384fef25ca4d58bdc741df15c08438e34a04957b76fb0c68e3c27a137aa3b2c,e8390356cf8f06fd242ed1d773fc7659e0954ff2c16a22a7ead3b9af24322ef9
1170,1169,中山大学肿瘤防治中心,韩峰,https://www.sysucc.org.cn/node/3899,950,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 韩峰 ,42,908,0,42,START,SYSUCC_CLINICAL_EXPERT,韩峰,NO,NO,NO_ADJACENT_QUOTE,328fc7c45089778ea243baf3bc741e0b94bb288c72c895fc4a29f54ac2ed3c36,824b48cb5703a55ae6e90fbe05fc95a0fcee4f273582901ea32a67d294a65d64
1171,1170,中山大学肿瘤防治中心,黎剑,https://www.sysucc.org.cn/node/3900,390,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 超声科 / 临床专家 黎剑 ,42,348,0,42,START,SYSUCC_CLINICAL_EXPERT,黎剑,NO,NO,NO_ADJACENT_QUOTE,6cb58bfee3c4a2a517472d8c38808d43be9de35cc9eebd0fa596625349cf6e80,1aaafeb6b8858804da702c63e61fbb1391d67fcb02ea81ec069932ec97122ca2
1173,1172,中山大学肿瘤防治中心,娄宁,https://www.sysucc.org.cn/node/3809,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 娄宁 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,娄宁,NO,NO,NO_ADJACENT_QUOTE,cfe619d7719f125d1376b34e5fd348152d98a6fec424c199b4b9d0c47e1878d6,787d00ec4413a1927a44383f4e2a15cfa25a7ad6192755dfbabeb773a687e68b
1174,1173,中山大学肿瘤防治中心,廖伟,https://www.sysucc.org.cn/node/3814,57,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 廖伟 ,44,13,0,44,START,SYSUCC_CLINICAL_EXPERT,廖伟,NO,NO,NO_ADJACENT_QUOTE,4aed542ae568d4b6d6ccd2cf6090ad3e0d9085925a813ccfa2570df11f09dd7f,d99ff5eeb7c8c9b1d98d78f53ae6c095ee0b2e4c2fc4a528a46e896048210a37
1175,1174,中山大学肿瘤防治中心,方翼,https://www.sysucc.org.cn/node/3811,69,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 方翼 ,44,25,0,44,START,SYSUCC_CLINICAL_EXPERT,方翼,NO,NO,NO_ADJACENT_QUOTE,7fbd79799a591eb004e9de20be18c8d6636b3657690948843dc82199c40b31fd,3f81879c14076796f13cb003b8886ebcd22e677a71cd06e44037cf70a9b8c425
1176,1175,中山大学肿瘤防治中心,曹训,https://www.sysucc.org.cn/node/3815,57,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 曹训 ,44,13,0,44,START,SYSUCC_CLINICAL_EXPERT,曹训,NO,NO,NO_ADJACENT_QUOTE,fc60b300efcf58982a1a3e632baf37b761477d6b2e403b4e10270916c7ec7c5b,d99ff5eeb7c8c9b1d98d78f53ae6c095ee0b2e4c2fc4a528a46e896048210a37
1177,1176,中山大学肿瘤防治中心,李欢,https://www.sysucc.org.cn/node/12823,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 李欢 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,李欢,NO,NO,NO_ADJACENT_QUOTE,41ef6aa9359f38276f14f4c7c395ffa989fdbab209695cddf90aac92fa462ff2,9319f31828e0e36dc1410103b4110696b882c0d2c688464d04f43e958e59d45a
1178,1177,中山大学肿瘤防治中心,汪道峰,https://www.sysucc.org.cn/node/3810,116,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 汪道峰 ,45,71,0,45,START,SYSUCC_CLINICAL_EXPERT,汪道峰,NO,NO,NO_ADJACENT_QUOTE,3025c1fc11242ac69129be69ad19c0024fe0f2db0d127425face43159b0999c8,26931f5b56acb72aa9953232a85276225a16076d40cc252f1e9a5754038386c9
1179,1178,中山大学肿瘤防治中心,赵擎宇,https://www.sysucc.org.cn/node/3808,1279,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 赵擎宇 ,45,1234,0,45,START,SYSUCC_CLINICAL_EXPERT,赵擎宇,NO,NO,NO_ADJACENT_QUOTE,51f2887d6f62a0085cc485691d5ca1586cb5efd0b27c60363c02c4ea09347bde,86d4965847caa3802040c6349288456e1cb5b692789604bb65f0961644a7e691
1180,1179,中山大学肿瘤防治中心,顾葆春,https://www.sysucc.org.cn/node/3812,695,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 顾葆春 ,45,650,0,45,START,SYSUCC_CLINICAL_EXPERT,顾葆春,NO,NO,NO_ADJACENT_QUOTE,beea78f98b2e356abeffdfc30bdbe632ed0d464f398a960d483dea3e01b10cc5,41a6827d43e0dbc702797042cf6399dedcd37e894915d0b16c87cd1fb8158d03
1181,1180,中山大学肿瘤防治中心,马刚,https://www.sysucc.org.cn/node/3807,708,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 重症医学科 / 临床专家 马刚 ,44,664,0,44,START,SYSUCC_CLINICAL_EXPERT,马刚,NO,NO,NO_ADJACENT_QUOTE,105253507d70449287a5152b79aedcca46c51b0b6066997d74a53e7122e3d480,5ce9c4d6a7105fb207a25946535222e44efe3e0cc7a9056cae447e0f1902043a
1182,1181,中山大学肿瘤防治中心,严岳,https://www.sysucc.org.cn/node/3944,911,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 防癌体检健康管理中心 / 临床专家 严岳 ,49,862,0,49,START,SYSUCC_CLINICAL_EXPERT,严岳,NO,NO,NO_ADJACENT_QUOTE,cacad71322654d1dde14ebaef40a0bce8e43f016b37b5ac958d4e16c0112f9d9,52ac427e85c85b99a87676b1ad5de0fa00ffa65bd4949c5571bcb52cc321a9de
1183,1182,中山大学肿瘤防治中心,刘宇英,https://www.sysucc.org.cn/node/3942,494,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 防癌体检健康管理中心 / 临床专家 刘宇英 ,50,444,0,50,START,SYSUCC_CLINICAL_EXPERT,刘宇英,NO,NO,NO_ADJACENT_QUOTE,84dad96db8bdfce28396efe3b036d8d287dd448099f276950608c46f8706fb5b,355bebd4ee66aff62481a55cfd1e87b107c746fa1b707face9d9a04c6263f6e7
1184,1183,中山大学肿瘤防治中心,李艳红,https://www.sysucc.org.cn/node/3943,596,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 防癌体检健康管理中心 / 临床专家 李艳红 ,50,546,0,50,START,SYSUCC_CLINICAL_EXPERT,李艳红,NO,NO,NO_ADJACENT_QUOTE,ee83ca5616d40fc68e9015ac8fb23c8860e1c05067372bc17a4d080b4c8f38ba,f9fb9e36d0d36e2b4778eb19477ce966e3ecca876dbeeb3a36486cd9be71b85b
1185,1184,中山大学肿瘤防治中心,谢传波,https://www.sysucc.org.cn/node/3945,1800,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 防癌体检健康管理中心 / 临床专家 谢传波 ,50,1750,0,50,START,SYSUCC_CLINICAL_EXPERT,谢传波,NO,NO,NO_ADJACENT_QUOTE,4bbc91b5e1ea48ac6535a8d1f6b943dd103c26279cfb4cdaf99b171ffaa0dc16,3e318a24ef4299fb4bdce4a0799a70d11e169eeae65c7be403a7160d60995403
1186,1185,中山大学肿瘤防治中心,卢金昌,https://www.sysucc.org.cn/node/3671,543,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 骨与软组织科 / 临床专家 卢金昌 ,46,497,0,46,START,SYSUCC_CLINICAL_EXPERT,卢金昌,NO,NO,NO_ADJACENT_QUOTE,0d142f13e672eb6a1fce7ddd46b7cab6080f170d9a4c7f6198c40afa99133b06,04bb7c57db50569b61a4581955670f7fa0c1342b5989d69a737a11467cb49e05
1187,1186,中山大学肿瘤防治中心,唐清连,https://www.sysucc.org.cn/node/3670,622,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 骨与软组织科 / 临床专家 唐清连 ,46,576,0,46,START,SYSUCC_CLINICAL_EXPERT,唐清连,NO,NO,NO_ADJACENT_QUOTE,13257005ae7962061f7e44eec694e37e8d5de300f452280b584acf83f10689f9,3f31d35bb66d371b7033bd4cc842cb174c3a3049302b962a711587901322d0c6
