row_number,sequence,hospital,name,source_link,original_length,removed_segment,removed_length,remaining_length,segment_start,segment_end,segment_position,match_type,site_title,name_variant,owner_atypical_profile_case,quote_boundary_status,original_sha256,remaining_sha256
673,672,中山大学肿瘤防治中心,丘惠娟,https://www.sysucc.org.cn/node/3768,761,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 丘惠娟 ,43,718,0,43,START,SYSUCC_CLINICAL_EXPERT,丘惠娟,NO,NO,NO_ADJACENT_QUOTE,0bc0391d1bd8d8140a6a434c583ebaf7ce1e1d2a7801b011dd3697122179621e,21358a158178d7dce2eee62d61a65a74b31ec3a149257c42992b1787834e46a9
674,673,中山大学肿瘤防治中心,张蓓,https://www.sysucc.org.cn/node/3773,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 张蓓 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,张蓓,NO,NO,NO_ADJACENT_QUOTE,b38eae077e082e14f93d03c72397db6f14c381204711c6f0f0ccfa30cd725314,f5d3e7ea854b39be599cf3ca6df4ddb64e62d485eae2c27079f0065aac2cfe0d
677,676,中山大学肿瘤防治中心,欧阳华强,https://www.sysucc.org.cn/node/6681,623,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 欧阳华强 ,44,579,0,44,START,SYSUCC_CLINICAL_EXPERT,欧阳华强,NO,NO,NO_ADJACENT_QUOTE,4237ce8e146cfa8f166693cc15500cfe399e7e14896830044b38b2a0f12a6595,c50f091f137d2e45c7cb50c6e04de8f787b0e9d03ca35649244156003adf62e1
678,677,中山大学肿瘤防治中心,范腾,https://www.sysucc.org.cn/node/8022,570,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 范腾 ,42,528,0,42,START,SYSUCC_CLINICAL_EXPERT,范腾,NO,NO,NO_ADJACENT_QUOTE,d0b99f23bf2639d5518264baaf89211f4e0ca7f234111d55f5ebd4c4bf259d00,6b0f116345ad0c07c5162707a2e98827bb9af5389cbe3fe0e6bb324471ef7503
679,678,中山大学肿瘤防治中心,阚钧,https://www.sysucc.org.cn/node/6488,729,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 阚钧 ,42,687,0,42,START,SYSUCC_CLINICAL_EXPERT,阚钧,NO,NO,NO_ADJACENT_QUOTE,e49e17e34f3964cb32a9918523dfdc2107955988b3adbe5683104e1834772bf2,7a1488007a984c9a87b612e4630c36b179e9a58c97e3389a0e16019195956588
680,679,中山大学肿瘤防治中心,陈平,https://www.sysucc.org.cn/node/3778,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 陈平 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,陈平,NO,NO,NO_ADJACENT_QUOTE,c38508da9c1e8819cec707377319a7cff270dc5501148038e1d958cc0a5d98dc,5b08840a325bd13d4b07fe54d516484ad33c156ed1f678096c12b1e14dfa05a8
681,680,中山大学肿瘤防治中心,陈徐贤,https://www.sysucc.org.cn/node/3774,332,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 陈徐贤 ,43,289,0,43,START,SYSUCC_CLINICAL_EXPERT,陈徐贤,NO,NO,NO_ADJACENT_QUOTE,88170f05f8e6993d3575286fe3fee7be3510023925d68eac1fd0afaa814e05f4,60bc2e29bc07281f4b0cc59005050438fd664b38e08b1530104f05ec4f74817e
682,681,中山大学肿瘤防治中心,黄国贤,https://www.sysucc.org.cn/node/3775,791,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 黄国贤 ,43,748,0,43,START,SYSUCC_CLINICAL_EXPERT,黄国贤,NO,NO,NO_ADJACENT_QUOTE,583c3e2391e12c4a8d9a8de8157cab6c1b84bec91d733f8d3ea1b49786ed763a,e560ad686ed9fad14c05be26d2e741eade4c5af19d32eef062a691f79b5c2647
683,682,中山大学肿瘤防治中心,黄圆圆,https://www.sysucc.org.cn/node/3769,1276,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 黄圆圆 ,43,1233,0,43,START,SYSUCC_CLINICAL_EXPERT,黄圆圆,NO,NO,NO_ADJACENT_QUOTE,b05ff60636fce40bce2134794e2f064db348cd82393f7b6685e017cf9bb56e0c,848a5cff8691ebb4a3661228846b272653212ae45198ff8f3de7eea38a2add01
684,683,中山大学肿瘤防治中心,黄金圣,https://www.sysucc.org.cn/node/3779,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 中医科 / 临床专家 黄金圣 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,黄金圣,NO,NO,NO_ADJACENT_QUOTE,e01110b46f62ddef0a9224749a69d3533ddd932b2b79071d475a34946da5ff58,a9ab378d6eac451a35b3fa7cd91da5454f876b609356c2cc74ad7ca7bd8279ca
685,684,中山大学肿瘤防治中心,医学教育,https://www.sysucc.org.cn/taxonomy/term/267,1000,住院医师规范化培训 面包屑 首页 / 医学教育 / 住院医师规范化培训 ,36,964,0,36,START,SYSUCC_TRAINING_PAGE,,NO,YES,NO_ADJACENT_QUOTE,6b696eb44624f55118c2f338ea9e825b21d4fac36872b5005ff32b220a66dfca,913dd3d77a34ac095a9e2da23eea50dcecc03b164e04d0be21ee21cd73e346ca
686,685,中山大学肿瘤防治中心,叶文锋,https://www.sysucc.org.cn/node/3927,1107,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 临床营养科 / 临床专家 叶文锋 ,45,1062,0,45,START,SYSUCC_CLINICAL_EXPERT,叶文锋,NO,NO,NO_ADJACENT_QUOTE,aa3f1cf59d59f045f17383bb1101e11be9d793dfdc4cc0d85c81790ca3910ffa,9f5fdc6d3eb4c584315fe7af5c7850616ed45d43e515c4d18c62fa9d9dbf71c9
687,686,中山大学肿瘤防治中心,吴锡文,https://www.sysucc.org.cn/node/12740,533,临床专家 面包屑 首页 / 临床科室 / 平台科室 / 临床营养科 / 临床专家 吴锡文 ,45,488,0,45,START,SYSUCC_CLINICAL_EXPERT,吴锡文,NO,NO,NO_ADJACENT_QUOTE,24f61fb2ed07f33e873796b232aca6e4c7e9550f28d270ca5d9faf1ad8a7cbf4,e2cae088787d833a8c1e794b1452ac80adf46e2828c8b3d5de75aaa8b87ab187
689,688,中山大学肿瘤防治中心,"《PLoS ONE》2011 IF4.8） 2.High Expression of p300 in Human Breast Cancer Correlates with Tumor Recurrence and Predicts Patients Adverse Prognosis （杂志名称：Chinese Journal of Cancer Research 2011 IF0.59） 3.Targeted Expression of BikDD Eliminates Breast Cancer with Virtually No Toxicity in Noninvasive Imaging Models. （杂志名称：Mol Cancer Ther 2012 IF 5.22） 4.Simultaneous modulation of COX-2, p300, Akt, and Apaf-1signaling by melatonin to inhibit proliferation and induceapoptosis in breast cancer cells （杂志名称：Journal of Pineal Research 2012 IF 5.79） 5.Melatoninsuppressesproinflammatory mediators in lipopolysaccharide-stimulated CRL1999 cells via targeting MAPK, NF-jB, c/EBPb, and p300 signaling （杂志名称：Journal of Pineal Research 2012 IF 5.79） 6.青年乳腺癌209例生存分析 (杂志名称：中国医师进修杂志2010) 7.超声刀在乳腺癌改良根治术中的应用 (杂志名称：实用医学杂志2010) 更新时间：2014.5.13",https://www.sysucc.org.cn/node/3741,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 肖祥胜 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,肖祥胜,YES,NO,NO_ADJACENT_QUOTE,3e5dc68532cb9850c3b42f327006f411bc5bc2f3875c579db56adf65e31861dc,4a7fb7c0dd0236afd31cd3375193f5e92c4a3c23841aa958f456be7f6d466bd6
690,689,中山大学肿瘤防治中心,刘鹏,https://www.sysucc.org.cn/node/3742,764,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 刘鹏 ,42,722,0,42,START,SYSUCC_CLINICAL_EXPERT,刘鹏,NO,NO,NO_ADJACENT_QUOTE,cd989987f3ff89a047da3c42b8d7815b3d0996cad8a1fe90f796fb069de59ca7,b650c373103bcf181276882b7288e441b1bf5e8ef793515d9477e4a64b025e60
691,690,中山大学肿瘤防治中心,双泽宇,https://www.sysucc.org.cn/node/3746,660,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 双泽宇 ,43,617,0,43,START,SYSUCC_CLINICAL_EXPERT,双泽宇,NO,NO,NO_ADJACENT_QUOTE,6f229eaabcef7a64791490faf01b8ae1bba48f00b58613c59bbf9f1009216410,33e1f4fda568ed135368c6c915f87c78f08b7e206d29b327505c4de7ad8f8dcb
692,691,中山大学肿瘤防治中心,叶锋,https://www.sysucc.org.cn/node/6565,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 叶锋 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,叶锋,NO,NO,NO_ADJACENT_QUOTE,6ca388bf0a8c764086d51c41589073386f75daab01f14754a5d46e83d9ae3c78,ea0a996c35f8cbfdf91c14aa6a51cccf423a6aa16d55b617d7ff28923cf0465b
693,692,中山大学肿瘤防治中心,吴浩,https://www.sysucc.org.cn/node/8129,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 吴浩 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,吴浩,NO,NO,NO_ADJACENT_QUOTE,22be8b80faa0b3ca7fa7f6a0c46c2ad48d4c3ec80569f41aac6282e1ec34e833,85ca8389cd2b700e8d4b50da62b04e63deaf97245b3265126943fb485f114bf7
694,693,中山大学肿瘤防治中心,唐军,https://www.sysucc.org.cn/node/3738,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 唐军 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,唐军,NO,NO,NO_ADJACENT_QUOTE,33782466121210ca8a0dd8449b000e12baa98c01313c7fe1fed3cefc4a6d4e43,eebe11d2946b427430b4bdc3eac15f525ace01f652c59261bd9509e20ca670bd
695,694,中山大学肿瘤防治中心,孔亚楠,https://www.sysucc.org.cn/node/3745,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 孔亚楠 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,孔亚楠,NO,NO,NO_ADJACENT_QUOTE,88d495e5742d872ae11e9aad12c3f75be11d9801dd6792ba42e501d37ddf2920,aa4afc3c8f22d36a6d994ecc0ea8b553b18e7c41f2342909c9b2c18e0e7b5a4e
696,695,中山大学肿瘤防治中心,李宁,https://www.sysucc.org.cn/node/3748,1092,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 李宁 ,42,1050,0,42,START,SYSUCC_CLINICAL_EXPERT,李宁,NO,NO,NO_ADJACENT_QUOTE,d9f93bc8643c3ce94751f83d0e65dd74ae19450ba370355dd125e2358b7e94eb,298ec117eeca7c219a056c98f216784704bbb24ac2cb532ef0e0764f73316097
697,696,中山大学肿瘤防治中心,李星,https://www.sysucc.org.cn/node/3749,372,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 李星 ,42,330,0,42,START,SYSUCC_CLINICAL_EXPERT,李星,NO,NO,NO_ADJACENT_QUOTE,86811e4f3230873bb02216c64951497356e699181d7cd10b09efde18e633f162,7c5ffced86222b107002c88e8bb799eccca00ce1d0203d863c5e0bee317b9005
698,697,中山大学肿瘤防治中心,杨安力,https://www.sysucc.org.cn/node/3747,589,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 杨安力 ,43,546,0,43,START,SYSUCC_CLINICAL_EXPERT,杨安力,NO,NO,NO_ADJACENT_QUOTE,ac1adc8a5f2da50fd8f871eafaff7c75a96fc2d795375b916ae4da4687abfac1,0676f89a7cd4631a774b5608da09a3e6fbcf244682921d95d71fdcb2b9bd190c
699,698,中山大学肿瘤防治中心,梁格豪,https://www.sysucc.org.cn/node/9759,326,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 梁格豪 ,43,283,0,43,START,SYSUCC_CLINICAL_EXPERT,梁格豪,NO,NO,NO_ADJACENT_QUOTE,12fccafbc3081480f1f46d1db8d874f285e5db193214ba1e5469d0ac6c98e710,6a98376ed0e7fb5857f70ae0edfdd2e4af1f1533688c2df0bf0be11ff8bdafcb
700,699,中山大学肿瘤防治中心,熊震充,https://www.sysucc.org.cn/node/8487,268,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 熊震充 ,43,225,0,43,START,SYSUCC_CLINICAL_EXPERT,熊震充,NO,NO,NO_ADJACENT_QUOTE,8686e2c6938ef4fe6ac846e9b53a67eeb63f5e3271142e354fb5d7c9c6e941cb,cdf65730df5a5d61d1f705ad236637f6409a7ecd82151894d71562a57bc09fa6
701,700,中山大学肿瘤防治中心,王曦,https://www.sysucc.org.cn/node/3737,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 王曦 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,王曦,NO,NO,NO_ADJACENT_QUOTE,0b7458b23ba9fc99be9c799e0bb55df2a09c4f1bed258be2b34a190f0cb3ec67,842791c0fdeaed06f09982847b64ea4ee7d19ba599ac25461a418ab360cac713
702,701,中山大学肿瘤防治中心,王瑾,https://www.sysucc.org.cn/node/3743,905,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 王瑾 ,42,863,0,42,START,SYSUCC_CLINICAL_EXPERT,王瑾,NO,NO,NO_ADJACENT_QUOTE,fb3772e92f3fd6aeba8b5824cbd4e5a50edc67e7813e40cc6d32353fa2eb767a,348f154b0dbecadea88bd92c186fb0dae8c146558e5d7f594d84bf1dbaef93bf
704,703,中山大学肿瘤防治中心,谢新华,https://www.sysucc.org.cn/node/3744,1800,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 谢新华 ,43,1757,0,43,START,SYSUCC_CLINICAL_EXPERT,谢新华,NO,NO,NO_ADJACENT_QUOTE,7d06a709b7a69063520304724bab7385ec97cbe7c3e6d1251336bef5a352b484,3830246d817d454e0fe64b8106191c65cb938772a720995c3ed8e77a93cc2967
705,704,中山大学肿瘤防治中心,韦尉东,https://www.sysucc.org.cn/node/3740,863,临床专家 面包屑 首页 / 临床科室 / 外科系列 / 乳腺科 / 临床专家 韦尉东 ,43,820,0,43,START,SYSUCC_CLINICAL_EXPERT,韦尉东,NO,NO,NO_ADJACENT_QUOTE,0bff1ab0b00d79660de97332c6a087f2ff0775e3bde7aaf7ffff48f316e565b7,6917b6e4f868ce72c49aab4f322568747b9b71145c2eb624358a19d8f361b506
706,705,中山大学肿瘤防治中心,孙斐斐,https://www.sysucc.org.cn/node/3805,855,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 孙斐斐 ,45,810,0,45,START,SYSUCC_CLINICAL_EXPERT,孙斐斐,NO,NO,NO_ADJACENT_QUOTE,e147f22adf3503ac02c20b52c53e2f3c23fedf12db6f3e14718fc36baede5322,8fb2f49f61b91eebdcfc55c946fbf69a36e01e4fcb79635bf2a8511e5904d184
707,706,中山大学肿瘤防治中心,张翼鷟,https://www.sysucc.org.cn/node/3800,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 张翼鷟 ,45,1755,0,45,START,SYSUCC_CLINICAL_EXPERT,张翼鷟,NO,NO,NO_ADJACENT_QUOTE,08d6d1d9dc530bc27845b3bc9f83bcae31065f85aeb69a47fe6c8eebbbba5bfb,e2701aacf2ed087c0da8bdc5be627d194f8b16c79a8a5e7fb2a8e4cf2c9a8ebd
708,707,中山大学肿瘤防治中心,朱佳,https://www.sysucc.org.cn/node/3802,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 朱佳 ,44,1756,0,44,START,SYSUCC_CLINICAL_EXPERT,朱佳,NO,NO,NO_ADJACENT_QUOTE,967822c5b64a7ce6d7b7f319219e36eb06b54f5a4ac4550df1de22bea30bec81,632bb429fc40d14b8844b071972e11327e292264529f09e56ebd6fd757dfae64
709,708,中山大学肿瘤防治中心,王娟,https://www.sysucc.org.cn/node/3806,971,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 王娟 ,44,927,0,44,START,SYSUCC_CLINICAL_EXPERT,王娟,NO,NO,NO_ADJACENT_QUOTE,8a687d44b69ea5d87e8e295c80bf82fdd771820afe41f16810ae316bcfc2386e,ca9a94ce2be8962c093b07d68bc9fe053a983b41c8ce8799910a850d59f88d55
710,709,中山大学肿瘤防治中心,甄子俊,https://www.sysucc.org.cn/node/3801,1226,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 甄子俊 ,45,1181,0,45,START,SYSUCC_CLINICAL_EXPERT,甄子俊,NO,NO,NO_ADJACENT_QUOTE,741259d804ac07f77416070daff3552bbcc1b2bb0dbdcbc0e82ab2962f3c0752,aad9cba1d67e0a5a783b26b12585e52017fa9efe82cffcebdea5e4ace1e918ca
712,711,中山大学肿瘤防治中心,阙旖,https://www.sysucc.org.cn/node/3804,479,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 儿童肿瘤科 / 临床专家 阙旖 ,44,435,0,44,START,SYSUCC_CLINICAL_EXPERT,阙旖,NO,NO,NO_ADJACENT_QUOTE,709d1dcaa323e4198ec3319654d76e21dbdb00d538bab5ef62e55161c4075e5a,22e0d0017757812532900056563b125ff4d89aaaa49adbc26e067d735f883efc
713,712,中山大学肿瘤防治中心,任超,https://www.sysucc.org.cn/node/1515,599,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 任超 ,41,558,0,41,START,SYSUCC_CLINICAL_EXPERT,任超,NO,NO,NO_ADJACENT_QUOTE,e9d102c50828088c3291fa02f4b5dcaf2aaa3dc5857337d37bc2cca648034f54,ab60563be72e994c48df18e93485194a52af104e07c4c5e7a7f24073130b84eb
714,713,中山大学肿瘤防治中心,何明明,https://www.sysucc.org.cn/node/1519,755,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 何明明 ,42,713,0,42,START,SYSUCC_CLINICAL_EXPERT,何明明,NO,NO,NO_ADJACENT_QUOTE,d01c30aea42d6b1b0f71f09224e9c8f6e9bc5240b4ec317b06fedc1651299c72,ab291b5f959c1b5871715d2239b4696ab224fdce359a6ae19586b5bf154d597c
715,714,中山大学肿瘤防治中心,侯雪,https://www.sysucc.org.cn/node/1501,927,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 侯雪 ,41,886,0,41,START,SYSUCC_CLINICAL_EXPERT,侯雪,NO,NO,NO_ADJACENT_QUOTE,d882e3c5d7b7092530273dd887b00b4bda618f7c961aa89acd90e2c87341e3aa,50861cea18232986b13a24edada292fac5fca01b4acf8e5b92ab66b7b18c2a81
717,716,中山大学肿瘤防治中心,刘俊玲,https://www.sysucc.org.cn/node/1495,654,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 刘俊玲 ,42,612,0,42,START,SYSUCC_CLINICAL_EXPERT,刘俊玲,NO,NO,NO_ADJACENT_QUOTE,8aa42519a7d148bd527983edc53d4196280dc45ff79123d9c30e8e0bd3ed19a2,b1c9aa83cae6a112469f693a074c903a6d40a4ce0bc61ebd69638657545b5a94
718,717,中山大学肿瘤防治中心,刘盼盼,https://www.sysucc.org.cn/node/1504,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 刘盼盼 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,刘盼盼,NO,NO,NO_ADJACENT_QUOTE,45904b80b3245fca6b3f695191a40f7d2e5c293bc9f328cba899126bed1a98aa,33990996f86246e34cf3342c08c7c2e10ea1ba32c118d2b4919db17f6b5eeb38
719,718,中山大学肿瘤防治中心,史艳侠,https://www.sysucc.org.cn/node/1477,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 史艳侠 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,史艳侠,NO,NO,NO_ADJACENT_QUOTE,e1125b30f788b612357567caa882982d1ef9bd2f83cc9d6c63620ee804e0f174,5b78cad6e9224455a4b937a66f4a97527fa3f408be62c707262aa2f512f6cbe3
720,719,中山大学肿瘤防治中心,周华强,https://www.sysucc.org.cn/node/8018,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 周华强 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,周华强,NO,NO,NO_ADJACENT_QUOTE,60ab3afbec948b63d208044b46d20af1fa0ed0cc6b2d9e1b450f8d48d7895889,a68e659d0bf0a107979216a7a7902d2e5dfce115c932cda9554a0cb8dab12d17
721,720,中山大学肿瘤防治中心,周婷,https://www.sysucc.org.cn/node/1520,306,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 周婷 ,41,265,0,41,START,SYSUCC_CLINICAL_EXPERT,周婷,NO,NO,NO_ADJACENT_QUOTE,036e1a28c353da7ec4db78172db64a90a4a9ab67119cc1a8633a0b6a86f0e21c,32dff4f00588a43934ba34c5938f20a10248dd0a6d4d0c56af8c9bfaa0ec70c9
724,723,中山大学肿瘤防治中心,夏雯,https://www.sysucc.org.cn/node/1506,822,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 夏雯 ,41,781,0,41,START,SYSUCC_CLINICAL_EXPERT,夏雯,NO,NO,NO_ADJACENT_QUOTE,c3de7979c252b7ae1e47632c3f08b948a33267118766cf9e0c8e5dbba037fe89,5ae243526b253071f6980713109f3e45eade868b5a965467c31c754ed9895227
725,724,中山大学肿瘤防治中心,孙鹏,https://www.sysucc.org.cn/node/1513,1643,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 孙鹏 ,41,1602,0,41,START,SYSUCC_CLINICAL_EXPERT,孙鹏,NO,NO,NO_ADJACENT_QUOTE,0cfc0b9d7d204bb80d64b98826aa031e54cc9ddfc2d30cfd8d00f593e095c219,aaeabad9f5c112718b91152618b8b35ccd4afb230d8650eb71214fe8e93f8460
726,725,中山大学肿瘤防治中心,安欣,https://www.sysucc.org.cn/node/1503,830,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 安欣 ,41,789,0,41,START,SYSUCC_CLINICAL_EXPERT,安欣,NO,NO,NO_ADJACENT_QUOTE,2776e1f3a5f3aa86172049615cbf4039ab4c03925093d4914a0eeff2fced4aa7,c07767cec021fd6ae65446237ebafc3491c83ed6e738ef42243a41caf5893472
728,727,中山大学肿瘤防治中心,张亚雄,https://www.sysucc.org.cn/node/1639,1006,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 张亚雄 ,42,964,0,42,START,SYSUCC_CLINICAL_EXPERT,张亚雄,NO,NO,NO_ADJACENT_QUOTE,e08341833f4b3c50d79c59e0ed246686279992155d80bec01f5df4f53546a5fe,a1fe92442b6164c620fc4e18c35da287c15d75a244859da2c2123bfede58ce64
732,731,中山大学肿瘤防治中心,徐瑞华,https://www.sysucc.org.cn/node/1473,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 徐瑞华 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,徐瑞华,NO,NO,NO_ADJACENT_QUOTE,69c5a8bc1039861e3f62e0e829fad34841e8f2313a113b1185918da335be8fd9,5f2422fdc66a86e8218aa5f7d4eee1da390b2b679cdecfd19fb33eced6fda5a1
733,732,中山大学肿瘤防治中心,徐菲,https://www.sysucc.org.cn/node/1496,543,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 徐菲 ,41,502,0,41,START,SYSUCC_CLINICAL_EXPERT,徐菲,NO,NO,NO_ADJACENT_QUOTE,d69aecafad8e38bd6dbc1c59b81988454edcbc687dcc263da8f7fe3aabd870ed,02870c2dc4690ff2c76016eaa4f869c420b657c20110845fb6afa88b9f71eb44
734,733,中山大学肿瘤防治中心,方文峰,https://www.sysucc.org.cn/node/1489,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 方文峰 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,方文峰,NO,NO,NO_ADJACENT_QUOTE,cc24de3caf84317970d7392b6cc61d4a8a9d18237e38906d66d44c42668df86c,7be5ee59fb262e58ede5b0c57b1be4b74c19dd42839327287a19b0b7a303501a
736,735,中山大学肿瘤防治中心,李志铭,https://www.sysucc.org.cn/node/1483,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 李志铭 ,42,1758,0,42,START,SYSUCC_CLINICAL_EXPERT,李志铭,NO,NO,NO_ADJACENT_QUOTE,355cc4b8d68c22ae4f8494acd314388034227c976f900dc38ef1d60efd0e508f,cd82c4f441842d65c50708900abd9e21ebdedc01b63069e89c836d815fa7313c
738,737,中山大学肿瘤防治中心,林桐榆,https://www.sysucc.org.cn/node/1487,871,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 林桐榆 ,42,829,0,42,START,SYSUCC_CLINICAL_EXPERT,林桐榆,NO,NO,NO_ADJACENT_QUOTE,ff071db2a8d8d64e839a43ed0a36b4330482e30fd1c5c530b0442cef27258779,858843d992fd9ef1219c5ef4fdf2e8ed6c65655684302634210c899b80a93721
739,738,中山大学肿瘤防治中心,梁颖,https://www.sysucc.org.cn/node/1494,1182,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 梁颖 ,41,1141,0,41,START,SYSUCC_CLINICAL_EXPERT,梁颖,NO,NO,NO_ADJACENT_QUOTE,0570196289db0575ad5aba6acf0ca053d0cf630aa7f57e8abc3f945e3ad7ac8d,55e0d260fcf8b8a4f688f7a88c0d459a7932c51709819be1acbce9af3c831f21
742,741,中山大学肿瘤防治中心,洪若熙,https://www.sysucc.org.cn/node/1508,539,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 洪若熙 ,42,497,0,42,START,SYSUCC_CLINICAL_EXPERT,洪若熙,NO,NO,NO_ADJACENT_QUOTE,8033fcc07e2530d12b78ca4183041c20138dcec9ba7fdf3e746e1eb77255b104,cccf9fcc3d178969a65199503bd15c62625b3f61f0bf2c681bbd6fbaec356ae8
743,742,中山大学肿瘤防治中心,王宇,https://www.sysucc.org.cn/node/1516,1446,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王宇 ,41,1405,0,41,START,SYSUCC_CLINICAL_EXPERT,王宇,NO,NO,NO_ADJACENT_QUOTE,89f974b76a21a438a4263d1df7d15f8ad30b27b70775c66f9245475e36a18e54,5eaaebc27be6cc41bd73ca43a54f2e1a9ab2c2233291785d8088dfba87ad1f2e
744,743,中山大学肿瘤防治中心,王峰,https://www.sysucc.org.cn/node/1476,1800,临床专家 面包屑 首页 / 临床科室 / 内科系列 / 内科 / 临床专家 王峰 ,41,1759,0,41,START,SYSUCC_CLINICAL_EXPERT,王峰,NO,NO,NO_ADJACENT_QUOTE,0ca163249e14cde599cf0894b9a99ed13e57d28a0824c741b8b7a5104abd568b,f5b574e0ffc067bb6c315a6d038e07fa756310f4fc0b542af671a476a136b8d5
